"CUADRO Nº 4: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia SANTA (000)",110988,103230,453,25193,25415,18454,19969,8992,3563,1191,7758,319021
"De 12 a 14 años (001)",119,60,9,43,8,,,,,,59,59
"De 15 a 19 años (002)",2298,1978,27,1752,165,28,6,,,,320,2190
"De 20 a 24 años (003)",9913,7645,67,5555,1673,290,49,11,,,2268,10047
"De 25 a 29 años (004)",13562,11362,45,5714,3952,1262,353,32,4,,2200,19105
"De 30 a 34 años (005)",13844,12834,48,4091,4943,2437,1184,119,9,3,1010,27156
"De 35 a 39 años (006)",14010,13359,48,2669,4693,3309,2239,338,56,7,651,34243
"De 40 a 44 años (007)",12503,12081,45,1711,3553,3107,2787,693,160,25,422,36216
"De 45 a 49 años (008)",10312,10045,34,1169,2292,2451,2757,990,289,63,267,34494
"De 50 y más años (009)",34427,33866,130,2489,4136,5570,10594,6809,3045,1093,561,155511
"Sin nivel (010)",11561,11282,39,858,1372,1481,3231,2546,1288,467,279,54687
"De 12 a 14 años (011)",3,3,,2,1,,,,,,,4
"De 15 a 19 años (012)",51,43,1,37,3,2,,,,,8,49
"De 20 a 24 años (013)",167,128,,62,43,17,4,2,,,39,229
"De 25 a 29 años (014)",224,190,,61,73,37,18,1,,,34,400
"De 30 a 34 años (015)",674,639,3,115,203,175,117,22,3,1,35,1718
"De 35 a 39 años (016)",730,709,1,75,198,161,207,55,10,2,21,2313
"De 40 a 44 años (017)",772,747,3,60,146,166,234,95,37,6,25,2862
"De 45 a 49 años (018)",860,850,2,58,119,133,283,156,81,18,10,3818
"De 50 y más años (019)",8080,7973,29,388,586,790,2368,2215,1157,440,107,43294
"Educacion Inicial (020)",107,90,,37,26,12,12,2,,1,17,197
