"CUADRO Nº 2: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia HUANCANE (000)",27804,27133,8343,2731,2933,2718,4576,3282,1741,809,671,81779
"De 12 a 14 años (001)",2614,2602,2594,7,1,,,,,,12,9
"De 15 a 19 años (002)",3251,3204,2958,213,26,7,,,,,47,286
"De 20 a 24 años (003)",2379,2168,1063,700,311,73,20,1,,,211,1630
"De 25 a 29 años (004)",2127,1978,399,499,590,310,168,12,,,149,3398
"De 30 a 34 años (005)",1988,1934,205,312,527,430,380,74,6,,54,4843
"De 35 a 39 años (006)",2017,1963,154,206,328,419,559,236,51,10,54,6585
"De 40 a 44 años (007)",1994,1953,132,142,264,329,558,355,140,33,41,7940
"De 45 a 49 años (008)",1772,1743,121,115,167,253,456,392,172,67,29,7976
"De 50 y más años (009)",9662,9588,717,537,719,897,2435,2212,1372,699,74,49112
"Conviviente (010)",4728,4620,592,1362,1148,648,589,193,63,25,108,10237
"De 12 a 14 años (011)",25,14,8,5,1,,,,,,11,7
"De 15 a 19 años (012)",355,319,141,157,17,4,,,,,36,203
"De 20 a 24 años (013)",1049,1021,171,547,243,49,10,1,,,28,1227
"De 25 a 29 años (014)",1091,1073,98,331,384,167,87,6,,,18,2005
"De 30 a 34 años (015)",772,769,39,153,249,167,139,22,,,3,1900
"De 35 a 39 años (016)",544,540,39,74,109,120,147,42,8,1,4,1641
"De 40 a 44 años (017)",318,316,20,29,67,66,78,38,15,3,2,1109
"De 45 a 49 años (018)",195,192,19,17,33,34,42,32,9,6,3,728
"De 50 y más años (019)",379,376,57,49,45,41,86,52,31,15,3,1417
"Separado(a) (020)",786,777,29,302,163,95,103,50,26,9,9,2003
"De 15 a 19 años (022)",30,28,2,26,,,,,,,2,26
"De 20 a 24 años (023)",71,69,3,56,8,2,,,,,2,78
