"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Técnicos de nivel medio ytrab.asimilados (039)",135,,,3,22,14,65,8,23
"Jefes y empleados de oficina (040)",139,,,,43,13,27,17,39
"Trab.de serv.pers.y vend.del comerc y mcdo. (041)",619,36,1,181,301,24,30,22,24
"Agricult.trabaj. calif.agrop. y pesquros (042)",1398,177,1,676,475,22,20,14,13
"Obreros y oper.minas, cant., ind.manuf.y otros (043)",142,1,,36,78,8,9,4,6
"Obreros. construc., conf., papel, fab., instr (044)",210,6,,38,135,9,9,5,8
"Trabaj.no calif.serv. peon, vend., amb.,y afines (045)",1515,211,6,627,580,38,15,23,15
"Otra (046)",25,,,,7,5,6,5,2
"Ocupación no especificada (047)",176,27,1,60,57,8,6,4,13
"Hombres (048)",3090,161,7,994,1223,101,183,94,327
"Miembros p.ejec. y leg.direct., adm.pub.y emp (049)",15,,,1,2,1,1,1,9
"Profes., científicos e intelectuales (050)",319,,,,3,6,67,18,225
"Técnicos de nivel medio ytrab.asimilados (051)",94,,,2,14,12,44,7,15
"Jefes y empleados de oficina (052)",86,,,,33,9,10,10,24
"Trab.de serv.pers.y vend.del comerc y mcdo. (053)",251,3,,63,143,10,8,11,13
"Agricult.trabaj. calif.agrop. y pesquros (054)",1075,93,1,521,400,17,17,14,12
"Obreros y oper.minas, cant., ind.manuf.y otros (055)",116,1,,26,65,7,8,4,5
"Obreros. construc., conf., papel, fab., instr (056)",207,6,,37,134,8,9,5,8
"Trabaj.no calif.serv. peon, vend., amb.,y afines (057)",829,55,5,323,391,22,8,16,9
"Otra (058)",23,,,,6,4,6,5,2
"Ocupación no especificada (059)",75,3,1,21,32,5,5,3,5
"Mujeres (060)",1861,297,2,629,490,53,149,35,206
"Miembros p.ejec. y leg.direct., adm.pub.y emp (061)",1,,,1,,,,,
"Profes., científicos e intelectuales (062)",257,,,,10,6,77,8,156
"Técnicos de nivel medio ytrab.asimilados (063)",41,,,1,8,2,21,1,8
"Jefes y empleados de oficina (064)",53,,,,10,4,17,7,15
"Trab.de serv.pers.y vend.del comerc y mcdo. (065)",368,33,1,118,158,14,22,11,11
"Agricult.trabaj. calif.agrop. y pesquros (066)",323,84,,155,75,5,3,,1
"Obreros y oper.minas, cant., ind.manuf.y otros (067)",26,,,10,13,1,1,,1
"Obreros. construc., conf., papel, fab., instr (068)",3,,,1,1,1,,,
"Trabaj.no calif.serv. peon, vend., amb.,y afines (069)",686,156,1,304,189,16,7,7,6
"Otra (070)",2,,,,1,1,,,
"Ocupación no especificada (071)",101,24,,39,25,3,1,1,8
,,,,,,,,,
"RURAL (072)",10459,2035,12,5051,2998,74,123,41,125
"Miembros p.ejec. y leg.direct., adm.pub.y emp (073)",7,,,1,1,2,,,3
"Profes., científicos e intelectuales (074)",153,,,,18,10,40,5,80
"Técnicos de nivel medio ytrab.asimilados (075)",43,,,2,13,5,19,1,3
"Jefes y empleados de oficina (076)",45,,,1,24,2,7,4,7
"Trab.de serv.pers.y vend.del comerc y mcdo. (077)",192,15,,58,104,4,8,2,1
"Agricult.trabaj. calif.agrop. y pesquros (078)",4733,927,1,2463,1269,15,26,16,16
"Obreros y oper.minas, cant., ind.manuf.y otros (079)",60,4,1,18,33,,1,1,2
"Obreros. construc., conf., papel, fab., instr (080)",115,5,,41,58,5,4,,2
"Trabaj.no calif.serv. peon, vend., amb.,y afines (081)",4817,980,10,2352,1414,29,13,10,9
"Otra (082)",1,,,,,,1,,
"Ocupación no especificada (083)",293,104,,115,64,2,4,2,2
"Hombres (084)",7306,911,7,3593,2511,64,91,36,93
"Miembros p.ejec. y leg.direct., adm.pub.y emp (085)",5,,,1,1,1,,,2
"Profes., científicos e intelectuales (086)",105,,,,9,8,29,4,55
"Técnicos de nivel medio ytrab.asimilados (087)",33,,,2,12,4,11,1,3
"Jefes y empleados de oficina (088)",41,,,1,22,2,6,3,7
"Trab.de serv.pers.y vend.del comerc y mcdo. (089)",113,7,,31,68,3,3,1,
"Agricult.trabaj. calif.agrop. y pesquros (090)",3987,573,1,2163,1181,15,24,15,15
"Obreros y oper.minas, cant., ind.manuf.y otros (091)",49,1,1,14,29,,1,1,2
"Obreros. construc., conf., papel, fab., instr (092)",112,3,,40,58,5,4,,2
"Trabaj.no calif.serv. peon, vend., amb.,y afines (093)",2731,302,5,1289,1086,25,8,9,7
"Otra (094)",1,,,,,,1,,
"Ocupación no especificada (095)",129,25,,52,45,1,4,2,
"Mujeres (096)",3153,1124,5,1458,487,10,32,5,32
"Miembros p.ejec. y leg.direct., adm.pub.y emp (097)",2,,,,,1,,,1
"Profes., científicos e intelectuales (098)",48,,,,9,2,11,1,25
"Técnicos de nivel medio ytrab.asimilados (099)",10,,,,1,1,8,,
"Jefes y empleados de oficina (100)",4,,,,2,,1,1,
"Trab.de serv.pers.y vend.del comerc y mcdo. (101)",79,8,,27,36,1,5,1,1
"Agricult.trabaj. calif.agrop. y pesquros (102)",746,354,,300,88,,2,1,1
"Obreros y oper.minas, cant., ind.manuf.y otros (103)",11,3,,4,4,,,,
"Obreros. construc., conf., papel, fab., instr (104)",3,2,,1,,,,,
"Trabaj.no calif.serv. peon, vend., amb.,y afines (105)",2086,678,5,1063,328,4,5,1,2
"Ocupación no especificada (107)",164,79,,63,19,1,,,2
