"CUADRO Nº 18: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia OTUZCO (000)",27924,1988,2857,16310,206,5954,609
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",45,45,,,,,
"Profes., científicos e intelectuales (002)",1081,982,,85,1,13,
"Técnicos de nivel medio y trab. asimilados (003)",309,187,,102,19,1,
"Jefes y empleados de oficina (004)",212,207,,1,,4,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",1666,189,30,1200,22,225,
"Agricult.trabaj. calif.agrop. y pesqueros (006)",13336,2,,13199,135,,
"Obreros y oper.minas, cant., ind.manuf.y otros (007)",945,,399,492,7,47,
"Obreros construc.,conf., papel, fab., instr. (008)",684,74,255,314,12,29,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (009)",8827,202,2111,389,9,5507,609
"Otra (010)",34,34,,,,,
"Ocupación no especificada (011)",785,66,62,528,1,128,
"Hombres (012)",22354,1035,2551,14246,181,4316,25
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (013)",36,36,,,,,
"Profes., científicos e intelectuales (014)",517,454,,55,1,7,
"Técnicos de nivel medio y trab. asimilados (015)",200,109,,77,13,1,
"Jefes y empleados de oficina (016)",123,120,,1,,2,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",624,93,1,481,12,37,
"Agricult.trabaj. calif.agrop. y pesqueros (018)",12894,2,,12761,131,,
"Obreros y oper.minas, cant., ind.manuf.y otros (019)",768,,383,358,7,20,
"Obreros construc.,conf., papel, fab., instr. (020)",627,73,249,264,12,29,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (021)",6347,88,1889,151,4,4190,25
"Otra (022)",34,34,,,,,
"Ocupación no especificada (023)",184,26,29,98,1,30,
"Mujeres (024)",5570,953,306,2064,25,1638,584
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (025)",9,9,,,,,
"Profes., científicos e intelectuales (026)",564,528,,30,,6,
"Técnicos de nivel medio y trab. asimilados (027)",109,78,,25,6,,
"Jefes y empleados de oficina (028)",89,87,,,,2,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",1042,96,29,719,10,188,
"Agricult.trabaj. calif.agrop. y pesqueros (030)",442,,,438,4,,
"Obreros y oper.minas, cant., ind.manuf.y otros (031)",177,,16,134,,27,
"Obreros construc.,conf., papel, fab., instr. (032)",57,1,6,50,,,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (033)",2480,114,222,238,5,1317,584
"Ocupación no especificada (035)",601,40,33,430,,98,
,,,,,,,
"URBANA (036)",7294,1670,1044,3604,76,681,219
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",39,39,,,,,
"Profes., científicos e intelectuales (038)",944,860,,76,1,7,
"Técnicos de nivel medio y trab. asimilados (039)",255,156,,85,13,1,
"Jefes y empleados de oficina (040)",183,179,,1,,3,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",1203,145,5,871,19,163,
"Agricult.trabaj. calif.agrop. y pesqueros (042)",1701,2,,1672,27,,
"Obreros y oper.minas, cant., ind.manuf.y otros (043)",406,,99,296,2,9,
"Obreros construc.,conf., papel, fab., instr. (044)",436,57,161,201,6,11,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (045)",1875,158,755,289,8,446,219
"Otra (046)",34,34,,,,,
"Ocupación no especificada (047)",218,40,24,113,,41,
"Hombres (048)",4827,865,914,2618,57,361,12
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",30,30,,,,,
"Profes., científicos e intelectuales (050)",441,388,,48,1,4,
"Técnicos de nivel medio y trab. asimilados (051)",167,93,,65,8,1,
"Jefes y empleados de oficina (052)",104,102,,1,,1,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",472,75,,357,10,30,
"Agricult.trabaj. calif.agrop. y pesqueros (054)",1615,2,,1587,26,,
"Obreros y oper.minas, cant., ind.manuf.y otros (055)",315,,89,219,2,5,
"Obreros construc.,conf., papel, fab., instr. (056)",416,57,157,185,6,11,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (057)",1141,64,657,106,4,298,12
"Otra (058)",34,34,,,,,
"Ocupación no especificada (059)",92,20,11,50,,11,
"Mujeres (060)",2467,805,130,986,19,320,207
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",9,9,,,,,
"Profes., científicos e intelectuales (062)",503,472,,28,,3,
"Técnicos de nivel medio y trab. asimilados (063)",88,63,,20,5,,
"Jefes y empleados de oficina (064)",79,77,,,,2,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",731,70,5,514,9,133,
"Agricult.trabaj. calif.agrop. y pesqueros (066)",86,,,85,1,,
"Obreros y oper.minas, cant., ind.manuf.y otros (067)",91,,10,77,,4,
"Obreros construc.,conf., papel, fab., instr. (068)",20,,4,16,,,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (069)",734,94,98,183,4,148,207
"Ocupación no especificada (071)",126,20,13,63,,30,
,,,,,,,
"RURAL (072)",20630,318,1813,12706,130,5273,390
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",6,6,,,,,
"Profes., científicos e intelectuales (074)",137,122,,9,,6,
"Técnicos de nivel medio y trab. asimilados (075)",54,31,,17,6,,
"Jefes y empleados de oficina (076)",29,28,,,,1,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",463,44,25,329,3,62,
"Agricult.trabaj. calif.agrop. y pesqueros (078)",11635,,,11527,108,,
"Obreros y oper.minas, cant., ind.manuf.y otros (079)",539,,300,196,5,38,
"Obreros construc.,conf., papel, fab., instr. (080)",248,17,94,113,6,18,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (081)",6952,44,1356,100,1,5061,390
"Ocupación no especificada (083)",567,26,38,415,1,87,
"Hombres (084)",17527,170,1637,11628,124,3955,13
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",6,6,,,,,
"Profes., científicos e intelectuales (086)",76,66,,7,,3,
"Técnicos de nivel medio y trab. asimilados (087)",33,16,,12,5,,
"Jefes y empleados de oficina (088)",19,18,,,,1,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",152,18,1,124,2,7,
"Agricult.trabaj. calif.agrop. y pesqueros (090)",11279,,,11174,105,,
"Obreros y oper.minas, cant., ind.manuf.y otros (091)",453,,294,139,5,15,
"Obreros construc.,conf., papel, fab., instr. (092)",211,16,92,79,6,18,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (093)",5206,24,1232,45,,3892,13
"Ocupación no especificada (095)",92,6,18,48,1,19,
"Mujeres (096)",3103,148,176,1078,6,1318,377
"Profes., científicos e intelectuales (098)",61,56,,2,,3,
"Técnicos de nivel medio y trab. asimilados (099)",21,15,,5,1,,
"Jefes y empleados de oficina (100)",10,10,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",311,26,24,205,1,55,
