"CUADRO Nº 19: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"CATEGORIA DE OCUPACION",,,,,,DESOCUPADO
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR",
,,,,,,,,
"Provincia BOLOGNESI (000)",11569,1938,3155,4311,117,1380,144,524
"Agric., ganadería, caza y silvicultura (001)",4772,13,985,2620,12,1142,,
"Pesca (002)",2,1,1,,,,,
"Explotación de minas y canteras (003)",688,148,534,2,4,,,
"Industrias manufactureras (004)",366,16,156,171,11,12,,
"Suministro de electricidad, gas y agua (005)",30,6,24,,,,,
"Construcción (006)",826,75,628,108,10,5,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",1069,98,64,754,31,122,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",101,7,43,43,6,2,,
"Comercio al por mayor (009)",76,5,1,63,2,5,,
"Comercio al por menor (010)",892,86,20,648,23,115,,
"Hoteles y restaurantes (011)",375,130,45,156,18,26,,
"Trans., almac. y comunicaciones (012)",519,95,220,181,19,4,,
"Intermediación financiera (013)",4,3,,1,,,,
"Activid.inmobil., empres. y alquileres (014)",310,223,54,28,4,1,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",346,296,50,,,,,
"Enseñanza (016)",552,524,,28,,,,
"Servicios sociales y de salud (017)",115,98,8,8,,1,,
"Otras activ. serv.comun.soc y personales (018)",276,87,68,112,8,1,,
"Hogares privados con servicio doméstico (019)",144,,,,,,144,
"Actividad economica no especificada (021)",651,125,318,142,,66,,
"Desocupado (022)",524,,,,,,,524
"Hombres (023)",8354,1238,2865,3084,90,703,10,364
"Agric., ganadería, caza y silvicultura (024)",3627,11,822,2156,11,627,,
"Pesca (025)",1,,1,,,,,
"Explotación de minas y canteras (026)",674,138,531,1,4,,,
"Industrias manufactureras (027)",302,10,138,132,11,11,,
"Suministro de electricidad, gas y agua (028)",28,6,22,,,,,
"Construcción (029)",808,74,613,106,10,5,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (030)",519,45,64,359,18,33,,
"Venta, mant.y rep. veh.autom.y motoc. (031)",97,6,43,41,6,1,,
"Comercio al por mayor (032)",44,4,1,37,,2,,
"Comercio al por menor (033)",378,35,20,281,12,30,,
"Hoteles y restaurantes (034)",123,58,23,27,8,7,,
"Trans., almac. y comunicaciones (035)",498,83,217,175,19,4,,
"Intermediación financiera (036)",1,,,1,,,,
"Activid.inmobil., empres. y alquileres (037)",257,185,49,19,4,,,
"Admin.pub. y defensa; p. segur.soc.afil (038)",244,199,45,,,,,
"Enseñanza (039)",281,271,,10,,,,
"Servicios sociales y de salud (040)",38,27,3,7,,1,,
"Otras activ. serv.comun.soc y personales (041)",154,45,51,53,5,,,
"Hogares privados con servicio doméstico (042)",10,,,,,,10,
"Actividad economica no especificada (044)",425,86,286,38,,15,,
"Desocupado (045)",364,,,,,,,364
"Mujeres (046)",3215,700,290,1227,27,677,134,160
"Agric., ganadería, caza y silvicultura (047)",1145,2,163,464,1,515,,
"Pesca (048)",1,1,,,,,,
"Explotación de minas y canteras (049)",14,10,3,1,,,,
"Industrias manufactureras (050)",64,6,18,39,,1,,
"Suministro de electricidad, gas y agua (051)",2,,2,,,,,
"Construcción (052)",18,1,15,2,,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (053)",550,53,,395,13,89,,
"Venta, mant.y rep. veh.autom.y motoc. (054)",4,1,,2,,1,,
"Comercio al por mayor (055)",32,1,,26,2,3,,
"Comercio al por menor (056)",514,51,,367,11,85,,
"Hoteles y restaurantes (057)",252,72,22,129,10,19,,
"Trans., almac. y comunicaciones (058)",21,12,3,6,,,,
"Intermediación financiera (059)",3,3,,,,,,
"Activid.inmobil., empres. y alquileres (060)",53,38,5,9,,1,,
"Admin.pub. y defensa; p. segur.soc.afil (061)",102,97,5,,,,,
"Enseñanza (062)",271,253,,18,,,,
"Servicios sociales y de salud (063)",77,71,5,1,,,,
"Otras activ. serv.comun.soc y personales (064)",122,42,17,59,3,1,,
"Hogares privados con servicio doméstico (065)",134,,,,,,134,
"Actividad economica no especificada (067)",226,39,32,104,,51,,
"Desocupado (068)",160,,,,,,,160
,,,,,,,,
"URBANA (069)",7036,1444,1825,2635,79,539,123,391
"Agric., ganadería, caza y silvicultura (070)",2214,6,620,1213,11,364,,
"Pesca (071)",2,1,1,,,,,
"Explotación de minas y canteras (072)",153,20,129,2,2,,,
"Industrias manufactureras (073)",284,12,119,139,8,6,,
"Suministro de electricidad, gas y agua (074)",19,5,14,,,,,
"Construcción (075)",674,66,508,92,7,1,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (076)",904,90,35,655,22,102,,
"Venta, mant.y rep. veh.autom.y motoc. (077)",72,5,24,37,5,1,,
"Comercio al por mayor (078)",58,4,1,47,1,5,,
"Comercio al por menor (079)",774,81,10,571,16,96,,
"Hoteles y restaurantes (080)",289,94,29,135,12,19,,
"Trans., almac. y comunicaciones (081)",395,76,156,153,7,3,,
"Intermediación financiera (082)",3,2,,1,,,,
"Activid.inmobil., empres. y alquileres (083)",188,131,28,24,4,1,,
"Admin.pub. y defensa; p. segur.soc.afil (084)",292,259,33,,,,,
"Enseñanza (085)",485,460,,25,,,,
"Servicios sociales y de salud (086)",99,85,6,7,,1,,
"Otras activ. serv.comun.soc y personales (087)",229,75,48,99,6,1,,
"Hogares privados con servicio doméstico (088)",123,,,,,,123,
"Actividad economica no especificada (090)",292,62,99,90,,41,,
"Desocupado (091)",391,,,,,,,391
"Hombres (092)",4842,848,1624,1793,59,233,7,278
"Agric., ganadería, caza y silvicultura (093)",1714,5,519,997,10,183,,
"Pesca (094)",1,,1,,,,,
"Explotación de minas y canteras (095)",150,20,127,1,2,,,
"Industrias manufactureras (096)",229,6,102,108,8,5,,
"Suministro de electricidad, gas y agua (097)",19,5,14,,,,,
"Construcción (098)",663,65,500,90,7,1,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (099)",429,41,35,315,13,25,,
"Venta, mant.y rep. veh.autom.y motoc. (100)",69,4,24,36,5,,,
"Comercio al por mayor (101)",35,4,1,28,,2,,
"Comercio al por menor (102)",325,33,10,251,8,23,,
"Hoteles y restaurantes (103)",89,42,10,25,5,7,,
"Trans., almac. y comunicaciones (104)",375,64,153,148,7,3,,
"Intermediación financiera (105)",1,,,1,,,,
"Activid.inmobil., empres. y alquileres (106)",147,100,24,19,4,,,
"Admin.pub. y defensa; p. segur.soc.afil (107)",202,172,30,,,,,
"Enseñanza (108)",249,239,,10,,,,
"Servicios sociales y de salud (109)",31,23,1,6,,1,,
"Otras activ. serv.comun.soc y personales (110)",118,35,33,47,3,,,
"Hogares privados con servicio doméstico (111)",7,,,,,,7,
"Actividad economica no especificada (113)",140,31,75,26,,8,,
"Desocupado (114)",278,,,,,,,278
"Mujeres (115)",2194,596,201,842,20,306,116,113
"Agric., ganadería, caza y silvicultura (116)",500,1,101,216,1,181,,
"Pesca (117)",1,1,,,,,,
"Explotación de minas y canteras (118)",3,,2,1,,,,
