"CUADRO Nº 3: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Educación inicial (032)",5,,2,3,,
"Primaria (033)",499,4,166,180,132,17
"Secundaria (034)",418,5,285,106,18,4
"Superior no univ. incompleta (035)",22,,14,8,,
"Superior no univ. completa (036)",24,,12,9,3,
"Superior univ. incompleta (037)",12,,6,5,1,
"Superior univ. completa (038)",39,,19,18,2,
"No PEA (040)",34560,14502,9377,4372,3973,2336
"Sin nivel (041)",6271,441,471,1315,2318,1726
"Educación inicial (042)",890,835,27,28,,
"Primaria (043)",18103,11325,2766,2203,1308,501
"Secundaria (044)",8006,1901,5152,626,254,73
"Superior no univ. incompleta (045)",404,,350,32,18,4
"Superior no univ. completa (046)",152,,73,51,20,8
"Superior univ. incompleta (047)",514,,459,42,10,3
"Superior univ. completa (048)",220,,79,75,45,21
,,,,,,
"URBANA (060)",13969,3813,4047,2867,2292,950
"Sin nivel (061)",1493,59,71,257,618,488
"Educación inicial (062)",194,175,9,10,,
"Primaria (063)",5769,2828,670,1007,917,347
"Secundaria (064)",4190,751,2230,730,407,72
"Superior no univ. incompleta (065)",400,,255,104,36,5
"Superior no univ. completa (066)",442,,142,198,91,11
"Superior univ. incompleta (067)",547,,418,98,29,2
"Superior univ. completa (068)",934,,252,463,194,25
"PEA (070)",5012,155,1411,1800,1304,342
"Sin nivel (071)",477,1,12,85,227,152
"Educación inicial (072)",8,1,2,5,,
"Primaria (073)",1575,105,264,510,540,156
"Secundaria (074)",1500,48,673,495,263,21
"Superior no univ. incompleta (075)",200,,87,89,22,2
"Superior no univ. completa (076)",333,,95,157,77,4
"Superior univ. incompleta (077)",169,,86,63,20,
"Superior univ. completa (078)",750,,192,396,155,7
"Ocupada (080)",4719,150,1286,1690,1257,336
"Sin nivel (081)",458,1,12,77,217,151
"Educación inicial (082)",6,1,2,3,,
"Primaria (083)",1497,104,243,479,518,153
"Secundaria (084)",1376,44,604,456,253,19
"Superior no univ. incompleta (085)",183,,77,82,22,2
"Superior no univ. completa (086)",316,,88,150,74,4
"Superior univ. incompleta (087)",161,,82,59,20,
"Superior univ. completa (088)",722,,178,384,153,7
"Desocupada (090)",293,5,125,110,47,6
"Sin nivel (091)",19,,,8,10,1
"Educación inicial (092)",2,,,2,,
"Primaria (093)",78,1,21,31,22,3
"Secundaria (094)",124,4,69,39,10,2
"Superior no univ. incompleta (095)",17,,10,7,,
"Superior no univ. completa (096)",17,,7,7,3,
"Superior univ. incompleta (097)",8,,4,4,,
"Superior univ. completa (098)",28,,14,12,2,
"No PEA (100)",8957,3658,2636,1067,988,608
"Sin nivel (101)",1016,58,59,172,391,336
"Educación inicial (102)",186,174,7,5,,
"Primaria (103)",4194,2723,406,497,377,191
"Secundaria (104)",2690,703,1557,235,144,51
"Superior no univ. incompleta (105)",200,,168,15,14,3
"Superior no univ. completa (106)",109,,47,41,14,7
"Superior univ. incompleta (107)",378,,332,35,9,2
"Superior univ. completa (108)",184,,60,67,39,18
,,,,,,
"RURAL (120)",32717,10961,9034,5612,4817,2293
"Sin nivel (121)",6524,399,486,1412,2488,1739
"Educación inicial (122)",716,661,27,28,,
"Primaria (123)",17404,8684,3195,3047,1968,510
"Secundaria (124)",7353,1217,4856,946,298,36
"Superior no univ. incompleta (125)",273,,225,41,6,1
"Superior no univ. completa (126)",119,,56,38,23,2
"Superior univ. incompleta (127)",167,,144,17,5,1
"Superior univ. completa (128)",161,,45,83,29,4
"PEA (130)",7114,117,2293,2307,1832,565
"Sin nivel (131)",1269,16,74,269,561,349
"Educación inicial (132)",12,,7,5,,
"Primaria (133)",3495,82,835,1341,1037,200
"Secundaria (134)",2037,19,1261,555,188,14
"Superior no univ. incompleta (135)",69,,43,24,2,
"Superior no univ. completa (136)",76,,30,28,17,1
"Superior univ. incompleta (137)",31,,17,10,4,
"Superior univ. completa (138)",125,,26,75,23,1
"Ocupada (140)",6247,108,1905,2058,1661,515
"Sin nivel (141)",1147,11,65,247,509,315
"Educación inicial (142)",9,,5,4,,
"Primaria (143)",3074,79,690,1192,927,186
"Secundaria (144)",1743,18,1045,488,180,12
"Superior no univ. incompleta (145)",64,,39,23,2,
"Superior no univ. completa (146)",69,,25,26,17,1
"Superior univ. incompleta (147)",27,,15,9,3,
"Superior univ. completa (148)",114,,21,69,23,1
"Desocupada (150)",867,9,388,249,171,50
"Sin nivel (151)",122,5,9,22,52,34
"Educación inicial (152)",3,,2,1,,
"Primaria (153)",421,3,145,149,110,14
"Secundaria (154)",294,1,216,67,8,2
"Superior no univ. incompleta (155)",5,,4,1,,
"Superior no univ. completa (156)",7,,5,2,,
"Superior univ. incompleta (157)",4,,2,1,1,
"Superior univ. completa (158)",11,,5,6,,
"No PEA (160)",25603,10844,6741,3305,2985,1728
"Sin nivel (161)",5255,383,412,1143,1927,1390
"Educación inicial (162)",704,661,20,23,,
"Primaria (163)",13909,8602,2360,1706,931,310
"Secundaria (164)",5316,1198,3595,391,110,22
"Superior no univ. incompleta (165)",204,,182,17,4,1
"Superior no univ. completa (166)",43,,26,10,6,1
"Superior univ. incompleta (167)",136,,127,7,1,1
"Superior univ. completa (168)",36,,19,8,6,3
