"CUADRO Nº 3: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Desocupada (030)",2978,38,1449,915,490,86
"Sin nivel (031)",59,4,12,15,17,11
"Educación inicial (032)",5,1,1,3,,
"Primaria (033)",634,16,170,198,191,59
"Secundaria (034)",1376,17,754,433,167,5
"Superior no univ. incompleta (035)",172,,99,56,16,1
"Superior no univ. completa (036)",366,,215,107,41,3
"Superior univ. incompleta (037)",133,,85,33,13,2
"Superior univ. completa (038)",233,,113,70,45,5
"No PEA (040)",69877,24284,22172,10069,8179,5173
"Sin nivel (041)",2246,323,248,296,450,929
"Educación inicial (042)",1599,1528,59,12,,
"Primaria (043)",29977,16993,2418,2993,4285,3288
"Secundaria (044)",26092,5440,13341,4455,2262,594
"Superior no univ. incompleta (045)",3175,,2473,494,173,35
"Superior no univ. completa (046)",2960,,1248,1024,518,170
"Superior univ. incompleta (047)",2219,,1832,232,120,35
"Superior univ. completa (048)",1609,,553,563,371,122
,,,,,,
"URBANA (060)",114643,22969,37139,28549,19471,6515
"Sin nivel (061)",2668,293,320,446,636,973
"Educación inicial (062)",1554,1429,86,39,,
"Primaria (063)",37830,15997,3946,5877,7793,4217
"Secundaria (064)",45003,5250,20905,11968,6082,798
"Superior no univ. incompleta (065)",6151,,3856,1628,614,53
"Superior no univ. completa (066)",9915,,3383,4417,1904,211
"Superior univ. incompleta (067)",4537,,2753,1060,658,66
"Superior univ. completa (068)",6985,,1890,3114,1784,197
"PEA (070)",50631,524,16707,19449,12095,1856
"Sin nivel (071)",768,2,93,196,276,201
"Educación inicial (072)",64,6,31,27,,
"Primaria (073)",10723,277,1746,3330,4104,1266
"Secundaria (074)",20949,239,8662,7901,3927,220
"Superior no univ. incompleta (075)",3208,,1591,1156,443,18
"Superior no univ. completa (076)",7095,,2220,3441,1391,43
"Superior univ. incompleta (077)",2420,,1018,833,538,31
"Superior univ. completa (078)",5404,,1346,2565,1416,77
"Ocupada (080)",47949,494,15419,18614,11643,1779
"Sin nivel (081)",721,,84,184,261,192
"Educación inicial (082)",60,6,30,24,,
"Primaria (083)",10179,262,1607,3156,3940,1214
"Secundaria (084)",19733,226,8008,7516,3768,215
"Superior no univ. incompleta (085)",3042,,1497,1101,427,17
"Superior no univ. completa (086)",6748,,2021,3337,1350,40
"Superior univ. incompleta (087)",2288,,934,800,525,29
"Superior univ. completa (088)",5178,,1238,2496,1372,72
"Desocupada (090)",2682,30,1288,835,452,77
"Sin nivel (091)",47,2,9,12,15,9
"Educación inicial (092)",4,,1,3,,
"Primaria (093)",544,15,139,174,164,52
"Secundaria (094)",1216,13,654,385,159,5
"Superior no univ. incompleta (095)",166,,94,55,16,1
"Superior no univ. completa (096)",347,,199,104,41,3
"Superior univ. incompleta (097)",132,,84,33,13,2
"Superior univ. completa (098)",226,,108,69,44,5
"No PEA (100)",64012,22445,20432,9100,7376,4659
"Sin nivel (101)",1900,291,227,250,360,772
"Educación inicial (102)",1490,1423,55,12,,
"Primaria (103)",27107,15720,2200,2547,3689,2951
"Secundaria (104)",24054,5011,12243,4067,2155,578
"Superior no univ. incompleta (105)",2943,,2265,472,171,35
"Superior no univ. completa (106)",2820,,1163,976,513,168
"Superior univ. incompleta (107)",2117,,1735,227,120,35
"Superior univ. completa (108)",1581,,544,549,368,120
,,,,,,
"RURAL (120)",9941,1883,3157,2292,1757,852
"Sin nivel (121)",503,34,33,70,137,229
"Educación inicial (122)",119,106,9,4,,
"Primaria (123)",4491,1301,469,886,1249,586
"Secundaria (124)",3738,442,1966,1011,290,29
"Superior no univ. incompleta (125)",337,,278,47,12,
"Superior no univ. completa (126)",461,,219,196,42,4
"Superior univ. incompleta (127)",167,,138,27,1,1
"Superior univ. completa (128)",125,,45,51,26,3
"PEA (130)",4076,44,1417,1323,954,338
"Sin nivel (131)",157,2,12,24,47,72
"Educación inicial (132)",10,1,5,4,,
"Primaria (133)",1621,28,251,440,653,249
"Secundaria (134)",1700,13,868,623,183,13
"Superior no univ. incompleta (135)",105,,70,25,10,
"Superior no univ. completa (136)",321,,134,148,37,2
"Superior univ. incompleta (137)",65,,41,22,1,1
"Superior univ. completa (138)",97,,36,37,23,1
"Ocupada (140)",3780,36,1256,1243,916,329
"Sin nivel (141)",145,,9,21,45,70
"Educación inicial (142)",9,,5,4,,
"Primaria (143)",1531,27,220,416,626,242
"Secundaria (144)",1540,9,768,575,175,13
"Superior no univ. incompleta (145)",99,,65,24,10,
"Superior no univ. completa (146)",302,,118,145,37,2
"Superior univ. incompleta (147)",64,,40,22,1,1
"Superior univ. completa (148)",90,,31,36,22,1
"Desocupada (150)",296,8,161,80,38,9
"Sin nivel (151)",12,2,3,3,2,2
"Educación inicial (152)",1,1,,,,
"Primaria (153)",90,1,31,24,27,7
"Secundaria (154)",160,4,100,48,8,
"Superior no univ. incompleta (155)",6,,5,1,,
"Superior no univ. completa (156)",19,,16,3,,
"Superior univ. incompleta (157)",1,,1,,,
"Superior univ. completa (158)",7,,5,1,1,
"No PEA (160)",5865,1839,1740,969,803,514
"Sin nivel (161)",346,32,21,46,90,157
"Educación inicial (162)",109,105,4,,,
"Primaria (163)",2870,1273,218,446,596,337
"Secundaria (164)",2038,429,1098,388,107,16
"Superior no univ. incompleta (165)",232,,208,22,2,
"Superior no univ. completa (166)",140,,85,48,5,2
"Superior univ. incompleta (167)",102,,97,5,,
"Superior univ. completa (168)",28,,9,14,3,2
