"CUADRO Nº 32: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA"
"Industrias manufactureras (136)",279,,,3,2,4,,256,12,2,,
"Suministro de electricidad, gas y agua (137)",3,,,,,,,2,,1,,
"Construcción (138)",215,,2,6,2,,,4,84,117,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",181,,,5,,115,,5,,56,,
"Venta, mant.y rep. veh.autom.y motoc. (140)",4,,,,,1,,3,,,,
"Comercio al por mayor (141)",19,,,3,,16,,,,,,
"Comercio al por menor (142)",158,,,2,,98,,2,,56,,
"Hoteles y restaurantes (143)",40,,,,,28,,,,12,,
"Trans., almac. y comunicaciones (144)",81,,,1,2,,,,64,14,,
"Activid.inmobil., empres. y alquileres (146)",15,,2,3,3,4,,,1,2,,
"Admin.pub. y defensa; p. segur.soc.afil (147)",81,11,1,,23,7,,,1,30,8,
"Enseñanza (148)",365,3,354,1,3,,,,,4,,
"Servicios sociales y de salud (149)",45,,13,29,1,2,,,,,,
"Otras activ. serv.comun.soc y personales (150)",35,,2,12,3,1,,,,17,,
"Hogares privados con servicio doméstico (151)",176,,,,,,,,,176,,
"Actividad economica no especificada (153)",261,,,,1,,,,,,,260
"Hombres (154)",10319,10,229,44,31,91,5917,127,162,3610,8,90
"Agric., ganadería, caza y silvicultura (155)",9294,,1,1,1,,5917,,2,3372,,
"Explotación de minas y canteras (157)",14,,,,1,,,3,,10,,
"Industrias manufactureras (158)",130,,,2,1,2,,113,10,2,,
"Suministro de electricidad, gas y agua (159)",3,,,,,,,2,,1,,
"Construcción (160)",214,,2,6,2,,,4,84,116,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",127,,,4,,76,,5,,42,,
"Venta, mant.y rep. veh.autom.y motoc. (162)",3,,,,,,,3,,,,
"Comercio al por mayor (163)",13,,,3,,10,,,,,,
"Comercio al por menor (164)",111,,,1,,66,,2,,42,,
"Hoteles y restaurantes (165)",4,,,,,2,,,,2,,
"Trans., almac. y comunicaciones (166)",80,,,1,2,,,,64,13,,
"Activid.inmobil., empres. y alquileres (168)",13,,2,3,1,4,,,1,2,,
"Admin.pub. y defensa; p. segur.soc.afil (169)",71,8,1,,17,7,,,1,29,8,
"Enseñanza (170)",226,2,216,1,3,,,,,4,,
"Servicios sociales y de salud (171)",22,,6,16,,,,,,,,
"Otras activ. serv.comun.soc y personales (172)",22,,1,10,2,,,,,9,,
"Hogares privados con servicio doméstico (173)",8,,,,,,,,,8,,
"Actividad economica no especificada (175)",91,,,,1,,,,,,,90
"Mujeres (176)",1420,4,147,17,11,70,261,143,2,595,,170
"Agric., ganadería, caza y silvicultura (177)",654,,1,,,,261,,,392,,
"Industrias manufactureras (180)",149,,,1,1,2,,143,2,,,
"Construcción (182)",1,,,,,,,,,1,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",54,,,1,,39,,,,14,,
"Venta, mant.y rep. veh.autom.y motoc. (184)",1,,,,,1,,,,,,
"Comercio al por mayor (185)",6,,,,,6,,,,,,
"Comercio al por menor (186)",47,,,1,,32,,,,14,,
"Hoteles y restaurantes (187)",36,,,,,26,,,,10,,
"Trans., almac. y comunicaciones (188)",1,,,,,,,,,1,,
"Activid.inmobil., empres. y alquileres (190)",2,,,,2,,,,,,,
"Admin.pub. y defensa; p. segur.soc.afil (191)",10,3,,,6,,,,,1,,
"Enseñanza (192)",139,1,138,,,,,,,,,
"Servicios sociales y de salud (193)",23,,7,13,1,2,,,,,,
"Otras activ. serv.comun.soc y personales (194)",13,,1,2,1,1,,,,8,,
"Hogares privados con servicio doméstico (195)",168,,,,,,,,,168,,
"Actividad economica no especificada (197)",170,,,,,,,,,,,170
