"CUADRO Nº 3: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Sin nivel (031)",21,3,3,7,5,3
"Educación inicial (032)",2,,2,,,
"Primaria (033)",109,5,39,33,23,9
"Secundaria (034)",266,2,167,58,38,1
"Superior no univ. incompleta (035)",35,,18,10,6,1
"Superior no univ. completa (036)",48,,28,16,4,
"Superior univ. incompleta (037)",17,,10,5,2,
"Superior univ. completa (038)",27,,12,10,5,
"No PEA (040)",29774,11346,8706,3712,3398,2612
"Sin nivel (041)",3140,178,234,457,982,1289
"Educación inicial (042)",537,515,16,6,,
"Primaria (043)",13751,8625,1343,1551,1354,878
"Secundaria (044)",8809,2028,4903,1156,514,208
"Superior no univ. incompleta (045)",1157,,971,111,56,19
"Superior no univ. completa (046)",541,,213,151,126,51
"Superior univ. incompleta (047)",898,,651,81,112,54
"Superior univ. completa (048)",941,,375,199,254,113
,,,,,,
"URBANA (060)",24821,5008,8315,5599,4058,1841
"Sin nivel (061)",1023,43,72,113,311,484
"Educación inicial (062)",256,240,10,6,,
"Primaria (063)",7581,3636,796,1035,1262,852
"Secundaria (064)",9174,1089,4320,2284,1240,241
"Superior no univ. incompleta (065)",1564,,1000,380,153,31
"Superior no univ. completa (066)",1867,,719,762,338,48
"Superior univ. incompleta (067)",1246,,727,266,202,51
"Superior univ. completa (068)",2110,,671,753,552,134
"PEA (070)",11520,196,3978,4146,2582,618
"Sin nivel (071)",366,,32,57,153,124
"Educación inicial (072)",5,1,1,3,,
"Primaria (073)",2215,130,345,634,759,347
"Secundaria (074)",4883,65,2080,1725,919,94
"Superior no univ. incompleta (075)",849,,417,306,110,16
"Superior no univ. completa (076)",1463,,577,652,224,10
"Superior univ. incompleta (077)",501,,206,192,100,3
"Superior univ. completa (078)",1238,,320,577,317,24
"Ocupada (080)",11185,191,3790,4062,2530,612
"Sin nivel (081)",362,,31,55,152,124
"Educación inicial (082)",5,1,1,3,,
"Primaria (083)",2158,127,323,617,749,342
"Secundaria (084)",4718,63,1974,1695,892,94
"Superior no univ. incompleta (085)",820,,402,298,105,15
"Superior no univ. completa (086)",1423,,553,639,221,10
"Superior univ. incompleta (087)",487,,197,188,99,3
"Superior univ. completa (088)",1212,,309,567,312,24
"Desocupada (090)",335,5,188,84,52,6
"Sin nivel (091)",4,,1,2,1,
"Primaria (093)",57,3,22,17,10,5
"Secundaria (094)",165,2,106,30,27,
"Superior no univ. incompleta (095)",29,,15,8,5,1
"Superior no univ. completa (096)",40,,24,13,3,
"Superior univ. incompleta (097)",14,,9,4,1,
"Superior univ. completa (098)",26,,11,10,5,
"No PEA (100)",13301,4812,4337,1453,1476,1223
"Sin nivel (101)",657,43,40,56,158,360
"Educación inicial (102)",251,239,9,3,,
"Primaria (103)",5366,3506,451,401,503,505
"Secundaria (104)",4291,1024,2240,559,321,147
"Superior no univ. incompleta (105)",715,,583,74,43,15
"Superior no univ. completa (106)",404,,142,110,114,38
"Superior univ. incompleta (107)",745,,521,74,102,48
"Superior univ. completa (108)",872,,351,176,235,110
,,,,,,
"RURAL (120)",25163,6639,6909,5328,4190,2097
"Sin nivel (121)",3403,141,295,609,1177,1181
"Educación inicial (122)",292,276,11,5,,
"Primaria (123)",11974,5194,1579,2409,2033,759
"Secundaria (124)",7895,1028,4102,1875,780,110
"Superior no univ. incompleta (125)",695,,510,137,39,9
"Superior no univ. completa (126)",438,,192,165,61,20
"Superior univ. incompleta (127)",226,,149,26,44,7
"Superior univ. completa (128)",240,,71,102,56,11
"PEA (130)",8690,105,2540,3069,2268,708
"Sin nivel (131)",920,6,101,208,353,252
"Educación inicial (132)",6,,4,2,,
"Primaria (133)",3589,75,687,1259,1182,386
"Secundaria (134)",3377,24,1439,1278,587,49
"Superior no univ. incompleta (135)",253,,122,100,26,5
"Superior no univ. completa (136)",301,,121,124,49,7
"Superior univ. incompleta (137)",73,,19,19,34,1
"Superior univ. completa (138)",171,,47,79,37,8
"Ocupada (140)",8500,100,2449,3014,2237,700
"Sin nivel (141)",903,3,99,203,349,249
"Educación inicial (142)",4,,2,2,,
"Primaria (143)",3537,73,670,1243,1169,382
"Secundaria (144)",3276,24,1378,1250,576,48
"Superior no univ. incompleta (145)",247,,119,98,25,5
"Superior no univ. completa (146)",293,,117,121,48,7
"Superior univ. incompleta (147)",70,,18,18,33,1
"Superior univ. completa (148)",170,,46,79,37,8
"Desocupada (150)",190,5,91,55,31,8
"Sin nivel (151)",17,3,2,5,4,3
"Educación inicial (152)",2,,2,,,
"Primaria (153)",52,2,17,16,13,4
"Secundaria (154)",101,,61,28,11,1
"Superior no univ. incompleta (155)",6,,3,2,1,
"Superior no univ. completa (156)",8,,4,3,1,
"Superior univ. incompleta (157)",3,,1,1,1,
"Superior univ. completa (158)",1,,1,,,
"No PEA (160)",16473,6534,4369,2259,1922,1389
"Sin nivel (161)",2483,135,194,401,824,929
"Educación inicial (162)",286,276,7,3,,
"Primaria (163)",8385,5119,892,1150,851,373
"Secundaria (164)",4518,1004,2663,597,193,61
"Superior no univ. incompleta (165)",442,,388,37,13,4
"Superior no univ. completa (166)",137,,71,41,12,13
"Superior univ. incompleta (167)",153,,130,7,10,6
"Superior univ. completa (168)",69,,24,23,19,3
