"CUADRO Nº 31: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,,
,,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,,DESOCU-PADO
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA",
,,,,,,,,,,,,,
"Provincia PIURA (000)",237887,514,22647,14371,11903,38411,22138,16948,25916,64309,1712,5458,13560
"Agric., ganadería, caza y silvicultura (001)",50241,2,296,208,69,,21651,23,74,27918,,,
"Pesca (002)",1486,4,83,72,56,,487,19,35,730,,,
"Explotación de minas y canteras (003)",738,7,185,121,92,,,168,28,137,,,
"Industrias manufactureras (004)",15892,20,419,900,426,208,,11049,1329,1541,,,
"Suministro de electricidad, gas y agua (005)",871,2,92,140,128,,,183,116,210,,,
"Construcción (006)",12292,13,546,501,135,,,1165,6616,3316,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (007)",45811,54,515,2498,706,28677,,3898,591,8872,,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",4437,13,72,269,97,739,,2844,291,112,,,
"Comercio al por mayor (009)",3009,26,118,522,189,1844,,22,65,223,,,
"Comercio al por menor (010)",38365,15,325,1707,420,26094,,1032,235,8537,,,
"Hoteles y restaurantes (011)",10429,14,108,424,411,5989,,26,14,3443,,,
"Trans., almac. y comunicaciones (012)",21682,15,188,751,1087,30,,113,16377,3121,,,
"Intermediación financiera (013)",1808,14,210,451,1082,,,,2,49,,,
"Activid.inmobil., empres. y alquileres (014)",13623,26,2933,3438,2431,2022,,168,325,2280,,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",8074,93,1040,704,2904,299,,50,281,991,1712,,
"Enseñanza (016)",15080,233,13569,264,704,,,3,22,285,,,
"Servicios sociales y de salud (017)",5147,4,1811,2334,461,186,,24,43,284,,,
"Otras activ. serv.comun.soc y personales (018)",7056,13,592,1282,622,983,,59,59,3446,,,
"Hogares privados con servicio doméstico (019)",7719,,,45,,17,,,,7657,,,
"Organiz. y organos extraterritoriales (020)",2,,,,2,,,,,,,,
"Actividad economica no especificada (021)",6376,,60,238,587,,,,4,29,,5458,
"Desocupado (022)",13560,,,,,,,,,,,,13560
"Hombres (023)",162017,347,10811,8612,5792,18397,21283,13334,25140,44312,1594,2649,9746
"Agric., ganadería, caza y silvicultura (024)",46708,2,272,171,46,,20827,20,70,25300,,,
"Pesca (025)",1346,3,67,55,40,,456,16,34,675,,,
"Explotación de minas y canteras (026)",661,6,153,107,72,,,163,27,133,,,
"Industrias manufactureras (027)",10727,17,309,598,257,144,,7592,962,848,,,
"Suministro de electricidad, gas y agua (028)",768,2,81,121,81,,,179,109,195,,,
"Construcción (029)",11932,13,474,451,100,,,1151,6513,3230,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (030)",25658,41,328,1389,308,13889,,3811,589,5303,,,
"Venta, mant.y rep. veh.autom.y motoc. (031)",4116,8,63,209,45,588,,2809,290,104,,,
"Comercio al por mayor (032)",1911,21,72,277,94,1163,,19,65,200,,,
"Comercio al por menor (033)",19631,12,193,903,169,12138,,983,234,4999,,,
"Hoteles y restaurantes (034)",3297,7,56,206,164,1794,,19,12,1039,,,
"Trans., almac. y comunicaciones (035)",20429,13,128,491,730,13,,106,16196,2752,,,
"Intermediación financiera (036)",1003,13,130,230,590,,,,2,38,,,
"Activid.inmobil., empres. y alquileres (037)",9613,24,1947,2351,1072,1990,,155,265,1809,,,
"Admin.pub. y defensa; p. segur.soc.afil (038)",5507,72,655,479,1542,254,,49,236,626,1594,,
"Enseñanza (039)",5739,118,5021,137,222,,,2,22,217,,,
"Servicios sociales y de salud (040)",1832,4,742,675,167,49,,21,43,131,,,
"Otras activ. serv.comun.soc y personales (041)",3829,12,411,1005,268,264,,50,56,1763,,,
"Hogares privados con servicio doméstico (042)",235,,,4,,,,,,231,,,
"Organiz. y organos extraterritoriales (043)",1,,,,1,,,,,,,,
"Actividad economica no especificada (044)",2986,,37,142,132,,,,4,22,,2649,
"Desocupado (045)",9746,,,,,,,,,,,,9746
"Mujeres (046)",75870,167,11836,5759,6111,20014,855,3614,776,19997,118,2809,3814
"Agric., ganadería, caza y silvicultura (047)",3533,,24,37,23,,824,3,4,2618,,,
"Pesca (048)",140,1,16,17,16,,31,3,1,55,,,
"Explotación de minas y canteras (049)",77,1,32,14,20,,,5,1,4,,,
"Industrias manufactureras (050)",5165,3,110,302,169,64,,3457,367,693,,,
"Suministro de electricidad, gas y agua (051)",103,,11,19,47,,,4,7,15,,,
"Construcción (052)",360,,72,50,35,,,14,103,86,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (053)",20153,13,187,1109,398,14788,,87,2,3569,,,
"Venta, mant.y rep. veh.autom.y motoc. (054)",321,5,9,60,52,151,,35,1,8,,,
"Comercio al por mayor (055)",1098,5,46,245,95,681,,3,,23,,,
"Comercio al por menor (056)",18734,3,132,804,251,13956,,49,1,3538,,,
"Hoteles y restaurantes (057)",7132,7,52,218,247,4195,,7,2,2404,,,
"Trans., almac. y comunicaciones (058)",1253,2,60,260,357,17,,7,181,369,,,
"Intermediación financiera (059)",805,1,80,221,492,,,,,11,,,
"Activid.inmobil., empres. y alquileres (060)",4010,2,986,1087,1359,32,,13,60,471,,,
"Admin.pub. y defensa; p. segur.soc.afil (061)",2567,21,385,225,1362,45,,1,45,365,118,,
"Enseñanza (062)",9341,115,8548,127,482,,,1,,68,,,
"Servicios sociales y de salud (063)",3315,,1069,1659,294,137,,3,,153,,,
"Otras activ. serv.comun.soc y personales (064)",3227,1,181,277,354,719,,9,3,1683,,,
"Hogares privados con servicio doméstico (065)",7484,,,41,,17,,,,7426,,,
"Organiz. y organos extraterritoriales (066)",1,,,,1,,,,,,,,
"Actividad economica no especificada (067)",3390,,23,96,455,,,,,7,,2809,
"Desocupado (068)",3814,,,,,,,,,,,,3814
,,,,,,,,,,,,,
"URBANA (069)",208622,504,22276,14213,11810,37409,14097,16558,25062,48153,1703,4667,12170
"Agric., ganadería, caza y silvicultura (070)",27280,2,283,184,67,,13629,20,66,13029,,,
"Pesca (071)",1429,4,83,72,56,,468,19,31,696,,,
"Explotación de minas y canteras (072)",708,7,184,118,91,,,161,28,119,,,
"Industrias manufactureras (073)",15534,20,415,894,420,204,,10756,1321,1504,,,
"Suministro de electricidad, gas y agua (074)",860,2,92,140,128,,,182,114,202,,,
"Construcción (075)",12041,13,546,498,135,,,1157,6443,3249,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (076)",44416,54,512,2484,703,27839,,3832,567,8425,,,
"Venta, mant.y rep. veh.autom.y motoc. (077)",4360,13,72,268,96,725,,2790,287,109,,,
"Comercio al por mayor (078)",2959,26,117,522,189,1813,,22,51,219,,,
"Comercio al por menor (079)",37097,15,323,1694,418,25301,,1020,229,8097,,,
"Hoteles y restaurantes (080)",10204,14,108,422,408,5886,,26,13,3327,,,
"Trans., almac. y comunicaciones (081)",21002,15,187,748,1083,30,,111,15751,3077,,,
"Intermediación financiera (082)",1804,14,210,450,1079,,,,2,49,,,
"Activid.inmobil., empres. y alquileres (083)",13462,26,2918,3415,2409,1989,,164,317,2224,,,
"Admin.pub. y defensa; p. segur.soc.afil (084)",7995,85,1037,697,2877,291,,46,281,978,1703,,
"Enseñanza (085)",14762,232,13258,262,703,,,3,22,282,,,
"Servicios sociales y de salud (086)",5063,4,1798,2279,456,179,,24,43,280,,,
"Otras activ. serv.comun.soc y personales (087)",6923,12,585,1267,616,974,,57,59,3353,,,
"Hogares privados con servicio doméstico (088)",7392,,,45,,17,,,,7330,,,
"Organiz. y organos extraterritoriales (089)",1,,,,1,,,,,,,,
"Actividad economica no especificada (090)",5576,,60,238,578,,,,4,29,,4667,
"Desocupado (091)",12170,,,,,,,,,,,,12170
"Hombres (092)",135769,340,10629,8516,5737,17853,13421,13030,24291,29477,1585,2349,8541
"Agric., ganadería, caza y silvicultura (093)",24695,2,259,149,44,,12983,17,62,11179,,,
"Pesca (094)",1291,3,67,55,40,,438,16,30,642,,,
"Explotación de minas y canteras (095)",632,6,152,105,71,,,156,27,115,,,
"Industrias manufactureras (096)",10463,17,306,593,252,141,,7385,955,814,,,
"Suministro de electricidad, gas y agua (097)",758,2,81,121,81,,,178,107,188,,,
"Construcción (098)",11685,13,474,449,100,,,1143,6342,3164,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (099)",24717,41,327,1380,306,13410,,3745,565,4943,,,
"Venta, mant.y rep. veh.autom.y motoc. (100)",4041,8,63,208,44,576,,2755,286,101,,,
"Comercio al por mayor (101)",1876,21,72,277,94,1146,,19,51,196,,,
"Comercio al por menor (102)",18800,12,192,895,168,11688,,971,228,4646,,,
"Hoteles y restaurantes (103)",3267,7,56,206,162,1775,,19,11,1031,,,
"Trans., almac. y comunicaciones (104)",19761,13,127,490,728,13,,104,15572,2714,,,
"Intermediación financiera (105)",1000,13,130,230,587,,,,2,38,,,
"Activid.inmobil., empres. y alquileres (106)",9473,24,1935,2333,1058,1958,,151,257,1757,,,
"Admin.pub. y defensa; p. segur.soc.afil (107)",5447,67,653,475,1524,246,,45,236,616,1585,,
"Enseñanza (108)",5593,117,4879,137,222,,,2,22,214,,,
"Servicios sociales y de salud (109)",1805,4,738,656,166,47,,21,43,130,,,
"Otras activ. serv.comun.soc y personales (110)",3733,11,408,991,265,263,,48,56,1691,,,
"Hogares privados con servicio doméstico (111)",223,,,4,,,,,,219,,,
"Actividad economica no especificada (113)",2685,,37,142,131,,,,4,22,,2349,
"Desocupado (114)",8541,,,,,,,,,,,,8541
"Mujeres (115)",72853,164,11647,5697,6073,19556,676,3528,771,18676,118,2318,3629
"Agric., ganadería, caza y silvicultura (116)",2585,,24,35,23,,646,3,4,1850,,,
"Pesca (117)",138,1,16,17,16,,30,3,1,54,,,
"Explotación de minas y canteras (118)",76,1,32,13,20,,,5,1,4,,,
"Industrias manufactureras (119)",5071,3,109,301,168,63,,3371,366,690,,,
"Suministro de electricidad, gas y agua (120)",102,,11,19,47,,,4,7,14,,,
"Construcción (121)",356,,72,49,35,,,14,101,85,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (122)",19699,13,185,1104,397,14429,,87,2,3482,,,
"Venta, mant.y rep. veh.autom.y motoc. (123)",319,5,9,60,52,149,,35,1,8,,,
"Comercio al por mayor (124)",1083,5,45,245,95,667,,3,,23,,,
"Comercio al por menor (125)",18297,3,131,799,250,13613,,49,1,3451,,,
