"CUADRO Nº 4: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Obreros construc., conf., papel, fab., instr. (034)",26,,11,10,5,
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (035)",1402,46,531,526,271,28
"Otra (036)",5,,4,1,,
"Ocupación no especificada (037)",261,,100,87,65,9
"Desocupado (038)",185,9,118,45,11,2
,,,,,,
"URBANA (039)",14809,229,5664,5329,3112,475
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (040)",33,,4,17,12,
"Profes., científicos e intelectuales (041)",774,,146,417,207,4
"Técnicos de nivel medio y trab.asimilados (042)",428,6,151,174,91,6
"Jefes y empleados de oficina (043)",438,,195,151,90,2
"Trab.de serv.pers.y vend.del comerc.y mcdo. (044)",2913,41,1203,980,596,93
"Agricult.trabaj. calif. agrop. y pesqueros (045)",1148,7,288,367,330,156
"Obreros y oper.minas, cant.,ind.manuf. y otros (046)",681,11,222,249,180,19
"Obreros construc., conf., papel, fab., instr. (047)",1778,3,714,687,352,22
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (048)",5248,142,2135,1839,988,144
"Otra (049)",266,,116,88,62,
"Ocupación no especificada (050)",561,1,205,197,139,19
"Desocupado (051)",541,18,285,163,65,10
"Hombres (052)",10666,163,4027,3780,2302,394
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (053)",19,,1,12,6,
"Profes., científicos e intelectuales (054)",359,,54,188,115,2
"Técnicos de nivel medio y trab.asimilados (055)",318,4,112,129,68,5
"Jefes y empleados de oficina (056)",225,,87,77,60,1
"Trab.de serv.pers.y vend.del comerc.y mcdo. (057)",1454,29,573,475,318,59
"Agricult.trabaj. calif. agrop. y pesqueros (058)",1117,7,279,359,320,152
"Obreros y oper.minas, cant.,ind.manuf. y otros (059)",581,11,198,206,148,18
"Obreros construc., conf., papel, fab., instr. (060)",1752,3,703,677,347,22
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (061)",3910,99,1628,1336,730,117
"Otra (062)",261,,112,87,62,
"Ocupación no especificada (063)",305,1,107,113,74,10
"Desocupado (064)",365,9,173,121,54,8
"Mujeres (065)",4143,66,1637,1549,810,81
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (066)",14,,3,5,6,
"Profes., científicos e intelectuales (067)",415,,92,229,92,2
"Técnicos de nivel medio y trab.asimilados (068)",110,2,39,45,23,1
"Jefes y empleados de oficina (069)",213,,108,74,30,1
"Trab.de serv.pers.y vend.del comerc.y mcdo. (070)",1459,12,630,505,278,34
"Agricult.trabaj. calif. agrop. y pesqueros (071)",31,,9,8,10,4
"Obreros y oper.minas, cant.,ind.manuf. y otros (072)",100,,24,43,32,1
"Obreros construc., conf., papel, fab., instr. (073)",26,,11,10,5,
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (074)",1338,43,507,503,258,27
"Otra (075)",5,,4,1,,
"Ocupación no especificada (076)",256,,98,84,65,9
"Desocupado (077)",176,9,112,42,11,2
,,,,,,
"RURAL (078)",1385,22,508,454,292,109
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (079)",1,,1,,,
"Profes., científicos e intelectuales (080)",39,,9,23,7,
"Técnicos de nivel medio y trab.asimilados (081)",15,,4,8,3,
"Jefes y empleados de oficina (082)",10,,2,7,1,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (083)",58,1,21,26,9,1
"Agricult.trabaj. calif. agrop. y pesqueros (084)",664,2,180,201,191,90
"Obreros y oper.minas, cant.,ind.manuf. y otros (085)",22,,7,11,3,1
"Obreros construc., conf., papel, fab., instr. (086)",70,,32,26,10,2
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (087)",434,18,217,132,56,11
"Otra (088)",2,,1,,1,
"Ocupación no especificada (089)",16,,5,6,3,2
"Desocupado (090)",54,1,29,14,8,2
"Hombres (091)",1231,18,453,387,268,105
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (092)",1,,1,,,
"Profes., científicos e intelectuales (093)",16,,3,9,4,
"Técnicos de nivel medio y trab.asimilados (094)",9,,2,4,3,
"Jefes y empleados de oficina (095)",5,,,5,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (096)",32,,14,12,5,1
"Agricult.trabaj. calif. agrop. y pesqueros (097)",648,2,174,197,188,87
"Obreros y oper.minas, cant.,ind.manuf. y otros (098)",22,,7,11,3,1
"Obreros construc., conf., papel, fab., instr. (099)",70,,32,26,10,2
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (100)",370,15,193,109,43,10
"Otra (101)",2,,1,,1,
"Ocupación no especificada (102)",11,,3,3,3,2
"Desocupado (103)",45,1,23,11,8,2
"Mujeres (104)",154,4,55,67,24,4
"Profes., científicos e intelectuales (106)",23,,6,14,3,
"Técnicos de nivel medio y trab.asimilados (107)",6,,2,4,,
"Jefes y empleados de oficina (108)",5,,2,2,1,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (109)",26,1,7,14,4,
"Agricult.trabaj. calif. agrop. y pesqueros (110)",16,,6,4,3,3
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (113)",64,3,24,23,13,1
"Ocupación no especificada (115)",5,,2,3,,
"Desocupado (116)",9,,6,3,,
