"CUADRO Nº 8: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
"De 40 a 44 años (037)",951,5575,5099,67,91.5,1.2,
"De 45 a 49 años (038)",832,5662,5133,12,90.7,0.2,
"De 50 y más años (039)",2770,20301,16981,,83.6,,
"Viudo(a) (040)",1439,9010,7267,1,80.7,,
"De 15 a 19 años (042)",1,,,,,,
"De 20 a 24 años (043)",5,12,12,,100,,
"De 25 a 29 años (044)",8,23,23,,100,,
"De 30 a 34 años (045)",20,71,68,1,95.8,1.4,
"De 35 a 39 años (046)",25,97,93,,95.9,,
"De 40 a 44 años (047)",61,353,294,,83.3,,
"De 45 a 49 años (048)",82,465,407,,87.5,,
"De 50 y más años (049)",1237,7989,6370,,79.7,,
"Divorciado(a) (050)",60,257,216,2,84,0.8,
"De 15 a 19 años (052)",1,2,2,1,100,50,
"De 20 a 24 años (053)",4,2,2,,100,,
"De 25 a 29 años (054)",7,8,8,,100,,
"De 35 a 39 años (056)",7,30,29,,96.7,,
"De 40 a 44 años (057)",9,47,42,1,89.4,2.1,
"De 45 a 49 años (058)",4,13,13,,100,,
"De 50 y más años (059)",28,155,120,,77.4,,
"Soltero(a) (060)",5664,722,696,36,96.4,5,
"De 12 a 14 años (061)",2299,4,4,,100,,
"De 15 a 19 años (062)",2065,50,50,14,100,28,
"De 20 a 24 años (063)",535,102,101,12,99,11.8,
"De 25 a 29 años (064)",257,115,113,4,98.3,3.5,
"De 30 a 34 años (065)",150,116,114,3,98.3,2.6,
"De 35 a 39 años (066)",100,82,81,1,98.8,1.2,
"De 40 a 44 años (067)",39,49,46,1,93.9,2,
"De 45 a 49 años (068)",39,36,34,1,94.4,2.8,
"De 50 y más años (069)",180,168,153,,91.1,,
,,,,,,,
"URBANA (080)",5959,17660,16050,297,90.9,1.7,
"De 12 a 14 años (081)",752,4,4,,100,,
"De 15 a 19 años (082)",795,80,73,29,91.3,36.3,
"De 20 a 24 años (083)",526,509,499,64,98,12.6,
"De 25 a 29 años (084)",586,1031,1015,66,98.4,6.4,
"De 30 a 34 años (085)",655,1675,1630,61,97.3,3.6,
"De 35 a 39 años (086)",557,2098,2022,45,96.4,2.1,
"De 40 a 44 años (087)",466,2249,2125,29,94.5,1.3,
"De 45 a 49 años (088)",383,2154,1990,3,92.4,0.1,
"De 50 y más años (089)",1239,7860,6692,,85.1,,
"Conviviente (090)",1124,2667,2549,147,95.6,5.5,
"De 12 a 14 años (091)",6,,,,,,
"De 15 a 19 años (092)",71,45,44,19,97.8,42.2,
"De 20 a 24 años (093)",256,331,323,45,97.6,13.6,
"De 25 a 29 años (094)",257,479,473,33,98.7,6.9,
"De 30 a 34 años (095)",217,520,513,29,98.7,5.6,
"De 35 a 39 años (096)",131,435,423,12,97.2,2.8,
"De 40 a 44 años (097)",75,302,287,9,95,3,
"De 45 a 49 años (098)",37,169,153,,90.5,,
"De 50 y más años (099)",74,386,333,,86.3,,
"Separado(a) (100)",235,775,710,19,91.6,2.5,
"De 12 a 14 años (101)",1,1,1,,100,,
"De 15 a 19 años (102)",18,15,14,7,93.3,46.7,
"De 20 a 24 años (103)",28,40,39,7,97.5,17.5,
"De 25 a 29 años (104)",23,46,46,3,100,6.5,
"De 30 a 34 años (105)",31,71,69,2,97.2,2.8,
"De 35 a 39 años (106)",32,100,94,,94,,
"De 40 a 44 años (107)",33,131,125,,95.4,,
"De 45 a 49 años (108)",13,68,54,,79.4,,
"De 50 y más años (109)",56,303,268,,88.4,,
"Casado(a) (110)",2279,11490,10495,120,91.3,1,
"De 12 a 14 años (111)",2,,,,,,
"De 15 a 19 años (112)",8,10,5,,50,,
"De 20 a 24 años (113)",67,113,112,9,99.1,8,
"De 25 a 29 años (114)",181,442,432,27,97.7,6.1,
"De 30 a 34 años (115)",335,1016,983,29,96.8,2.9,
"De 35 a 39 años (116)",356,1499,1442,33,96.2,2.2,
"De 40 a 44 años (117)",323,1677,1588,19,94.7,1.1,
"De 45 a 49 años (118)",284,1748,1629,3,93.2,0.2,
"De 50 y más años (119)",723,4985,4304,,86.3,,
"Viudo(a) (120)",392,2376,1967,,82.8,,
"De 15 a 19 años (122)",1,,,,,,
"De 25 a 29 años (124)",3,7,7,,100,,
"De 30 a 34 años (125)",5,23,21,,91.3,,
"De 35 a 39 años (126)",7,24,24,,100,,
"De 40 a 44 años (127)",16,89,77,,86.5,,
"De 45 a 49 años (128)",29,141,126,,89.4,,
"De 50 y más años (129)",331,2092,1712,,81.8,,
"Divorciado(a) (130)",23,105,90,1,85.7,1,
"De 20 a 24 años (133)",1,,,,,,
"De 25 a 29 años (134)",2,2,2,,100,,
"De 35 a 39 años (136)",2,10,10,,100,,
"De 40 a 44 años (137)",4,25,25,1,100,4,
"De 45 a 49 años (138)",3,11,11,,100,,
"De 50 y más años (139)",11,57,42,,73.7,,
"Soltero(a) (140)",1906,247,239,10,96.8,4,
"De 12 a 14 años (141)",743,3,3,,100,,
"De 15 a 19 años (142)",697,10,10,3,100,30,
"De 20 a 24 años (143)",174,25,25,3,100,12,
"De 25 a 29 años (144)",120,55,55,3,100,5.5,
"De 30 a 34 años (145)",67,45,44,1,97.8,2.2,
"De 35 a 39 años (146)",29,30,29,,96.7,,
"De 40 a 44 años (147)",15,25,23,,92,,
"De 45 a 49 años (148)",17,17,17,,100,,
"De 50 y más años (149)",44,37,33,,89.2,,
,,,,,,,
"RURAL (160)",12309,44311,38585,744,87.1,1.7,
"De 12 a 14 años (161)",1568,5,5,,100,,
"De 15 a 19 años (162)",1671,287,281,83,97.9,28.9,
"De 20 a 24 años (163)",1191,1411,1373,172,97.3,12.2,
"De 25 a 29 años (164)",1027,2315,2225,162,96.1,7,
"De 30 a 34 años (165)",941,3179,3022,142,95.1,4.5,
"De 35 a 39 años (166)",988,4467,4182,113,93.6,2.5,
"De 40 a 44 años (167)",832,4896,4412,60,90.1,1.2,
"De 45 a 49 años (168)",724,4848,4332,12,89.4,0.2,
"De 50 y más años (169)",3367,22903,18753,,81.9,,
"Conviviente (170)",1971,5495,5135,325,93.4,5.9,
"De 12 a 14 años (171)",11,4,4,,100,,
"De 15 a 19 años (172)",232,174,169,57,97.1,32.8,
"De 20 a 24 años (173)",528,792,772,104,97.5,13.1,
"De 25 a 29 años (174)",418,978,938,74,95.9,7.6,
"De 30 a 34 años (175)",286,923,883,52,95.7,5.6,
"De 35 a 39 años (176)",182,738,700,26,94.9,3.5,
"De 40 a 44 años (177)",95,535,499,10,93.3,1.9,
"De 45 a 49 años (178)",67,421,382,2,90.7,0.5,
"De 50 y más años (179)",152,930,788,,84.7,,
"Separado(a) (180)",428,1335,1184,41,88.7,3.1,
"De 15 a 19 años (182)",39,41,40,10,97.6,24.4,
"De 20 a 24 años (183)",65,84,81,13,96.4,15.5,
"De 25 a 29 años (184)",63,109,108,9,99.1,8.3,
"De 30 a 34 años (185)",41,106,104,4,98.1,3.8,
"De 35 a 39 años (186)",43,143,128,4,89.5,2.8,
"De 40 a 44 años (187)",35,153,145,1,94.8,0.7,
"De 45 a 49 años (188)",33,168,146,,86.9,,
"De 50 y más años (189)",109,531,432,,81.4,,
"Casado(a) (190)",5068,30220,26383,351,87.3,1.2,
"De 12 a 14 años (191)",1,,,,,,
"De 15 a 19 años (192)",31,30,30,4,100,13.3,
"De 20 a 24 años (193)",229,444,430,46,96.8,10.4,
"De 25 a 29 años (194)",399,1146,1099,79,95.9,6.9,
"De 30 a 34 años (195)",516,2031,1918,83,94.4,4.1,
"De 35 a 39 años (196)",669,3441,3214,82,93.4,2.4,
"De 40 a 44 años (197)",628,3898,3511,48,90.1,1.2,
"De 45 a 49 años (198)",548,3914,3504,9,89.5,0.2,
"De 50 y más años (199)",2047,15316,12677,,82.8,,
"Viudo(a) (200)",1047,6634,5300,1,79.9,,
"De 20 a 24 años (203)",5,12,12,,100,,
"De 25 a 29 años (204)",5,16,16,,100,,
"De 30 a 34 años (205)",15,48,47,1,97.9,2.1,
"De 35 a 39 años (206)",18,73,69,,94.5,,
"De 40 a 44 años (207)",45,264,217,,82.2,,
"De 45 a 49 años (208)",53,324,281,,86.7,,
"De 50 y más años (209)",906,5897,4658,,79,,
"Divorciado(a) (210)",37,152,126,1,82.9,0.7,
"De 15 a 19 años (212)",1,2,2,1,100,50,
"De 20 a 24 años (213)",3,2,2,,100,,
"De 25 a 29 años (214)",5,6,6,,100,,
"De 35 a 39 años (216)",5,20,19,,95,,
"De 40 a 44 años (217)",5,22,17,,77.3,,
"De 45 a 49 años (218)",1,2,2,,100,,
"De 50 y más años (219)",17,98,78,,79.6,,
"Soltero(a) (220)",3758,475,457,25,96.2,5.3,
"De 12 a 14 años (221)",1556,1,1,,100,,
"De 15 a 19 años (222)",1368,40,40,11,100,27.5,
"De 20 a 24 años (223)",361,77,76,9,98.7,11.7,
"De 25 a 29 años (224)",137,60,58,,96.7,,
"De 30 a 34 años (225)",83,71,70,2,98.6,2.8,
"De 35 a 39 años (226)",71,52,52,1,100,1.9,
"De 40 a 44 años (227)",24,24,23,1,95.8,4.2,
"De 45 a 49 años (228)",22,19,17,1,89.5,5.3,
"De 50 y más años (229)",136,131,120,,91.6,,
