"CUADRO Nº 11: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Sin nivel (061)",527,515,12,,
"Educación inicial (062)",7,6,1,,
"Primaria (063)",1929,1822,78,13,16
"Secundaria (064)",2606,2339,161,34,72
"Superior no univ. incompleta (065)",272,204,22,12,34
"Superior no univ. completa (066)",488,224,82,93,89
"Superior univ. incompleta (067)",169,108,20,10,31
"Superior univ. completa (068)",628,242,115,96,175
"De 06 a 14 años (070)",126,122,4,,
"Sin nivel (071)",1,1,,,
"Educación inicial (072)",5,5,,,
"Primaria (073)",66,64,2,,
"Secundaria (074)",54,52,2,,
"De 15 a 29 años (080)",1707,1439,131,49,88
"Sin nivel (081)",9,9,,,
"Primaria (083)",197,182,12,1,2
"Secundaria (084)",1027,936,65,14,12
"Superior no univ. incompleta (085)",123,99,9,6,9
"Superior no univ. completa (086)",141,90,18,12,21
"Superior univ. incompleta (087)",57,46,5,2,4
"Superior univ. completa (088)",153,77,22,14,40
"De 30 a 44 años (090)",2423,1882,234,114,193
"Sin nivel (091)",54,53,1,,
"Educación inicial (092)",2,1,1,,
"Primaria (093)",614,578,29,3,4
"Secundaria (094)",1018,908,67,12,31
"Superior no univ. incompleta (095)",110,77,10,5,18
"Superior no univ. completa (096)",246,102,50,50,44
"Superior univ. incompleta (097)",79,43,12,4,20
"Superior univ. completa (098)",300,120,64,40,76
"De 45 a 64 años (100)",1843,1516,105,91,131
"Sin nivel (101)",252,248,4,,
"Primaria (103)",818,771,31,8,8
"Secundaria (104)",449,390,24,8,27
"Superior no univ. incompleta (105)",38,27,3,1,7
"Superior no univ. completa (106)",95,30,13,28,24
"Superior univ. incompleta (107)",28,14,3,4,7
"Superior univ. completa (108)",163,36,27,42,58
"De 65 y más años (110)",527,501,17,4,5
"Sin nivel (111)",211,204,7,,
"Primaria (113)",234,227,4,1,2
"Secundaria (114)",58,53,3,,2
"Superior no univ. incompleta (115)",1,1,,,
"Superior no univ. completa (116)",6,2,1,3,
"Superior univ. incompleta (117)",5,5,,,
"Superior univ. completa (118)",12,9,2,,1
,,,,,
"RURAL (120)",12392,11487,631,88,186
"Sin nivel (121)",2695,2644,48,1,2
"Educación inicial (122)",10,10,,,
"Primaria (123)",5240,4943,263,18,16
"Secundaria (124)",3910,3567,262,32,49
"Superior no univ. incompleta (125)",121,93,12,3,13
"Superior no univ. completa (126)",183,113,25,10,35
"Superior univ. incompleta (127)",95,58,3,2,32
"Superior univ. completa (128)",138,59,18,22,39
"De 06 a 14 años (130)",103,100,2,,1
"Sin nivel (131)",1,1,,,
"Primaria (133)",70,68,2,,
"Secundaria (134)",32,31,,,1
"De 15 a 29 años (140)",3003,2701,230,28,44
"Sin nivel (141)",46,46,,,
"Educación inicial (142)",5,5,,,
"Primaria (143)",691,642,46,2,1
"Secundaria (144)",2031,1838,163,22,8
"Superior no univ. incompleta (145)",66,55,6,1,4
"Superior no univ. completa (146)",91,68,8,2,13
"Superior univ. incompleta (147)",45,31,3,,11
"Superior univ. completa (148)",28,16,4,1,7
"De 30 a 44 años (150)",3422,3117,197,29,79
"Sin nivel (151)",228,221,7,,
"Educación inicial (152)",5,5,,,
"Primaria (153)",1622,1524,90,3,5
"Secundaria (154)",1361,1255,77,8,21
"Superior no univ. incompleta (155)",40,26,5,1,8
"Superior no univ. completa (156)",70,38,9,7,16
"Superior univ. incompleta (157)",33,20,,,13
"Superior univ. completa (158)",63,28,9,10,16
"De 45 a 64 años (160)",3946,3677,180,29,60
"Sin nivel (161)",1311,1278,31,1,1
"Primaria (163)",2110,1974,115,11,10
"Secundaria (164)",432,390,21,2,19
"Superior no univ. incompleta (165)",14,11,1,1,1
"Superior no univ. completa (166)",20,6,7,1,6
"Superior univ. incompleta (167)",17,7,,2,8
"Superior univ. completa (168)",42,11,5,11,15
"De 65 y más años (170)",1918,1892,22,2,2
"Sin nivel (171)",1109,1098,10,,1
"Primaria (173)",747,735,10,2,
"Secundaria (174)",54,53,1,,
"Superior no univ. incompleta (175)",1,1,,,
"Superior no univ. completa (176)",2,1,1,,
"Superior univ. completa (178)",5,4,,,1
