"CUADRO Nº 2: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia PACASMAYO (000)",37334,35531,10031,5770,5987,4659,4804,2344,1181,755,1803,86264
"De 12 a 14 años (001)",3048,3031,3015,14,2,,,,,,17,18
"De 15 a 19 años (002)",4513,4417,3859,495,49,11,3,,,,96,638
"De 20 a 24 años (003)",3817,3330,1345,1393,483,92,15,2,,,487,2714
"De 25 a 29 años (004)",3795,3364,518,1285,1037,402,116,6,,,431,5094
"De 30 a 34 años (005)",3635,3415,298,853,1199,679,343,37,6,,220,7027
"De 35 a 39 años (006)",3521,3376,190,527,1038,878,604,116,19,4,145,8761
"De 40 a 44 años (007)",3132,3016,152,341,769,786,723,196,43,6,116,9030
"De 45 a 49 años (008)",2765,2685,143,270,515,635,719,272,108,23,80,9235
"De 50 y más años (009)",9108,8897,511,592,895,1176,2281,1715,1005,722,211,43747
"Conviviente (010)",10785,10561,697,2806,2637,1720,1615,660,284,142,224,28435
"De 12 a 14 años (011)",30,15,11,4,,,,,,,15,4
"De 15 a 19 años (012)",675,593,192,353,39,7,2,,,,82,460
"De 20 a 24 años (013)",1587,1526,178,908,359,67,12,2,,,61,1893
"De 25 a 29 años (014)",1918,1890,83,762,693,266,82,4,,,28,3317
"De 30 a 34 años (015)",1702,1691,60,353,634,399,217,24,4,,11,3927
"De 35 a 39 años (016)",1430,1426,42,159,417,382,338,75,9,4,4,4188
"De 40 a 44 años (017)",1077,1068,33,103,224,266,304,104,32,2,9,3606
"De 45 a 49 años (018)",836,830,29,62,145,159,244,132,48,11,6,3266
"De 50 y más años (019)",1530,1522,69,102,126,174,416,319,191,125,8,7774
"Separado(a) (020)",2131,2100,34,682,447,324,333,181,76,23,31,6071
"De 12 a 14 años (021)",3,2,,2,,,,,,,1,2
"De 15 a 19 años (022)",62,59,2,53,2,2,,,,,3,63
