"CUADRO Nº 1: POBLACIÓN TOTAL, POR ÁREA URBANA Y RURAL, Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",TOTAL,POBLACIÓN,,TOTAL,URBANA,,TOTAL,RURAL,
,,HOMBRES,MUJERES,,HOMBRES,MUJERES,,HOMBRES,MUJERES
,,,,,,,,,
"Provincia SUCRE (000)",12595,6216,6379,7694,3788,3906,4901,2428,2473
"Menores de 1 año (001)",208,113,95,110,66,44,98,47,51
"Menores de 1 mes (002)",22,9,13,9,3,6,13,6,7
"De 1 a 11 meses (003)",186,104,82,101,63,38,85,41,44
"De 1 a 4 años (004)",1136,545,591,714,353,361,422,192,230
"1 año (005)",235,125,110,151,88,63,84,37,47
"2 años (006)",306,151,155,202,99,103,104,52,52
"3 años (007)",294,137,157,182,89,93,112,48,64
"4 años (008)",301,132,169,179,77,102,122,55,67
"De 5 a 9 años (009)",1559,829,730,980,518,462,579,311,268
"5 años (010)",310,164,146,201,108,93,109,56,53
"6 años (011)",280,142,138,166,92,74,114,50,64
"7 años (012)",317,172,145,191,107,84,126,65,61
"8 años (013)",317,166,151,202,101,101,115,65,50
"9 años (014)",335,185,150,220,110,110,115,75,40
"De 10 a 14 años (015)",1678,874,804,1039,537,502,639,337,302
"10 años (016)",337,186,151,198,112,86,139,74,65
"11 años (017)",310,164,146,203,106,97,107,58,49
"12 años (018)",392,202,190,235,120,115,157,82,75
"13 años (019)",339,162,177,217,102,115,122,60,62
"14 años (020)",300,160,140,186,97,89,114,63,51
"De 15 a 19 años (021)",1043,544,499,647,346,301,396,198,198
"15 años (022)",307,167,140,197,109,88,110,58,52
"16 años (023)",238,110,128,169,81,88,69,29,40
"17 años (024)",201,108,93,121,56,65,80,52,28
"18 años (025)",150,83,67,91,57,34,59,26,33
"19 años (026)",147,76,71,69,43,26,78,33,45
"De 20 a 24 años (027)",629,288,341,366,163,203,263,125,138
"20 años (028)",144,76,68,84,48,36,60,28,32
"21 años (029)",105,41,64,60,24,36,45,17,28
"22 años (030)",128,58,70,72,29,43,56,29,27
"23 años (031)",121,56,65,74,33,41,47,23,24
"24 años (032)",131,57,74,76,29,47,55,28,27
"De 25 a 29 años (033)",732,359,373,473,222,251,259,137,122
"25 años (034)",155,62,93,96,34,62,59,28,31
"26 años (035)",130,65,65,79,36,43,51,29,22
"27 años (036)",156,78,78,103,52,51,53,26,27
"28 años (037)",158,85,73,101,55,46,57,30,27
"29 años (038)",133,69,64,94,45,49,39,24,15
"De 30 a 34 años (039)",736,371,365,504,248,256,232,123,109
"30 años (040)",187,100,87,126,63,63,61,37,24
"31 años (041)",112,57,55,84,42,42,28,15,13
"32 años (042)",163,84,79,111,58,53,52,26,26
"33 años (043)",137,66,71,89,41,48,48,25,23
"34 años (044)",137,64,73,94,44,50,43,20,23
"De 35 a 39 años (045)",730,374,356,475,240,235,255,134,121
"35 años (046)",159,90,69,107,61,46,52,29,23
"36 años (047)",153,65,88,100,41,59,53,24,29
