"CUADRO Nº 17: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia RIOJA (000)",36917,4957,5913,18852,1433,4426,1336
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",43,41,,,2,,
"Profes., científicos e intelectuales (002)",1942,1727,,199,9,7,
"Técnicos de nivel medio y trab. asimilados (003)",725,444,,225,44,12,
"Jefes y empleados de oficina (004)",669,655,,6,1,7,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",4360,954,19,2722,121,544,
"Agricult.trabaj.calif.agrop.y pesqueros (006)",12896,2,,11812,1080,2,
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",1855,,544,1189,72,50,
"Obreros construc.,conf.,papel, fab., instr. (008)",2408,209,672,1427,72,28,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (009)",10825,599,4429,849,9,3603,1336
"Otra (010)",40,40,,,,,
"Ocupación no especificada (011)",1154,286,249,423,23,173,
"Hombres (012)",27713,2657,5151,15525,1284,3045,51
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (013)",34,32,,,2,,
"Profes., científicos e intelectuales (014)",1030,891,,129,6,4,
"Técnicos de nivel medio y trab. asimilados (015)",464,268,,159,31,6,
"Jefes y empleados de oficina (016)",336,328,,3,1,4,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",1804,460,6,1161,71,106,
"Agricult.trabaj.calif.agrop.y pesqueros (018)",12229,2,,11194,1031,2,
"Obreros y oper.minas,cant.,ind.manuf.y otros (019)",1563,,507,962,61,33,
"Obreros construc.,conf.,papel, fab., instr. (020)",2361,207,661,1399,70,24,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (021)",7295,288,3818,335,1,2802,51
"Otra (022)",40,40,,,,,
"Ocupación no especificada (023)",557,141,159,183,10,64,
"Mujeres (024)",9204,2300,762,3327,149,1381,1285
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (025)",9,9,,,,,
"Profes., científicos e intelectuales (026)",912,836,,70,3,3,
"Técnicos de nivel medio y trab. asimilados (027)",261,176,,66,13,6,
"Jefes y empleados de oficina (028)",333,327,,3,,3,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",2556,494,13,1561,50,438,
"Agricult.trabaj.calif.agrop.y pesqueros (030)",667,,,618,49,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (031)",292,,37,227,11,17,
"Obreros construc.,conf.,papel, fab., instr. (032)",47,2,11,28,2,4,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (033)",3530,311,611,514,8,801,1285
"Ocupación no especificada (035)",597,145,90,240,13,109,
,,,,,,,
"URBANA (036)",27769,4814,4656,13578,956,2790,975
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",40,38,,,2,,
"Profes., científicos e intelectuales (038)",1880,1669,,195,9,7,
"Técnicos de nivel medio y trab. asimilados (039)",699,431,,213,44,11,
"Jefes y empleados de oficina (040)",644,630,,6,1,7,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",4147,939,19,2549,120,520,
"Agricult.trabaj.calif.agrop.y pesqueros (042)",7604,2,,6988,612,2,
"Obreros y oper.minas,cant.,ind.manuf.y otros (043)",1764,,507,1139,71,47,
"Obreros construc.,conf.,papel, fab., instr. (044)",2289,205,652,1335,70,27,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (045)",7693,581,3250,831,9,2047,975
"Otra (046)",40,40,,,,,
"Ocupación no especificada (047)",969,279,228,322,18,122,
"Hombres (048)",19764,2557,4055,10577,822,1711,42
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",31,29,,,2,,
"Profes., científicos e intelectuales (050)",984,847,,127,6,4,
"Técnicos de nivel medio y trab. asimilados (051)",445,259,,150,31,5,
"Jefes y empleados de oficina (052)",317,309,,3,1,4,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",1730,453,6,1097,70,104,
"Agricult.trabaj.calif.agrop.y pesqueros (054)",7091,2,,6512,575,2,
"Obreros y oper.minas,cant.,ind.manuf.y otros (055)",1488,,473,923,60,32,
"Obreros construc.,conf.,papel, fab., instr. (056)",2245,203,642,1309,68,23,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (057)",4922,278,2790,324,1,1487,42
"Otra (058)",40,40,,,,,
"Ocupación no especificada (059)",471,137,144,132,8,50,
"Mujeres (060)",8005,2257,601,3001,134,1079,933
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",9,9,,,,,
"Profes., científicos e intelectuales (062)",896,822,,68,3,3,
"Técnicos de nivel medio y trab. asimilados (063)",254,172,,63,13,6,
"Jefes y empleados de oficina (064)",327,321,,3,,3,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",2417,486,13,1452,50,416,
"Agricult.trabaj.calif.agrop.y pesqueros (066)",513,,,476,37,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (067)",276,,34,216,11,15,
"Obreros construc.,conf.,papel, fab., instr. (068)",44,2,10,26,2,4,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (069)",2771,303,460,507,8,560,933
"Ocupación no especificada (071)",498,142,84,190,10,72,
,,,,,,,
"RURAL (072)",9148,143,1257,5274,477,1636,361
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",3,3,,,,,
"Profes., científicos e intelectuales (074)",62,58,,4,,,
"Técnicos de nivel medio y trab. asimilados (075)",26,13,,12,,1,
"Jefes y empleados de oficina (076)",25,25,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",213,15,,173,1,24,
"Agricult.trabaj.calif.agrop.y pesqueros (078)",5292,,,4824,468,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (079)",91,,37,50,1,3,
"Obreros construc.,conf.,papel, fab., instr. (080)",119,4,20,92,2,1,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (081)",3132,18,1179,18,,1556,361
"Ocupación no especificada (083)",185,7,21,101,5,51,
"Hombres (084)",7949,100,1096,4948,462,1334,9
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",3,3,,,,,
"Profes., científicos e intelectuales (086)",46,44,,2,,,
"Técnicos de nivel medio y trab. asimilados (087)",19,9,,9,,1,
"Jefes y empleados de oficina (088)",19,19,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",74,7,,64,1,2,
"Agricult.trabaj.calif.agrop.y pesqueros (090)",5138,,,4682,456,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (091)",75,,34,39,1,1,
"Obreros construc.,conf.,papel, fab., instr. (092)",116,4,19,90,2,1,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (093)",2373,10,1028,11,,1315,9
"Ocupación no especificada (095)",86,4,15,51,2,14,
"Mujeres (096)",1199,43,161,326,15,302,352
"Profes., científicos e intelectuales (098)",16,14,,2,,,
"Técnicos de nivel medio y trab. asimilados (099)",7,4,,3,,,
