"CUADRO Nº 12: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Otra (034)",2,,,,2
"Ocupación no especificada (035)",265,240,15,8,2
,,,,,
"URBANA (036)",4951,3974,406,242,329
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",16,,1,1,14
"Profes., científicos e intelectuales (038)",576,136,196,161,83
"Técnicos de nivel medio y trab. asimilados (039)",135,68,10,10,47
"Jefes y empleados de oficina (040)",139,14,9,17,99
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",619,587,23,3,6
"Agricult.trabaj.calif.agrop.y pesqueros (042)",1398,1376,21,1,
"Obreros y oper.minas,cant.,ind.manuf.y otros (043)",142,114,21,2,5
"Obreros construc.,conf.,papel, fab., instr. (044)",210,153,32,15,10
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (045)",1515,1381,78,21,35
"Otra (046)",25,,,,25
"Ocupación no especificada (047)",176,145,15,11,5
"Hombres (048)",3090,2446,261,150,233
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",15,,1,1,13
"Profes., científicos e intelectuales (050)",319,64,109,96,50
"Técnicos de nivel medio y trab. asimilados (051)",94,49,8,9,28
"Jefes y empleados de oficina (052)",86,9,4,4,69
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",251,229,14,2,6
"Agricult.trabaj.calif.agrop.y pesqueros (054)",1075,1058,16,1,
"Obreros y oper.minas,cant.,ind.manuf.y otros (055)",116,93,17,2,4
"Obreros construc.,conf.,papel, fab., instr. (056)",207,150,32,15,10
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (057)",829,737,52,13,27
"Otra (058)",23,,,,23
"Ocupación no especificada (059)",75,57,8,7,3
"Mujeres (060)",1861,1528,145,92,96
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",1,,,,1
"Profes., científicos e intelectuales (062)",257,72,87,65,33
"Técnicos de nivel medio y trab. asimilados (063)",41,19,2,1,19
"Jefes y empleados de oficina (064)",53,5,5,13,30
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",368,358,9,1,
"Agricult.trabaj.calif.agrop.y pesqueros (066)",323,318,5,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (067)",26,21,4,,1
"Obreros construc.,conf.,papel, fab., instr. (068)",3,3,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (069)",686,644,26,8,8
"Otra (070)",2,,,,2
"Ocupación no especificada (071)",101,88,7,4,2
,,,,,
"RURAL (072)",10459,9769,500,64,126
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",7,,1,,6
"Profes., científicos e intelectuales (074)",153,62,60,11,20
"Técnicos de nivel medio y trab. asimilados (075)",43,20,5,4,14
"Jefes y empleados de oficina (076)",45,5,4,2,34
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",192,180,9,,3
"Agricult.trabaj.calif.agrop.y pesqueros (078)",4733,4625,107,,1
"Obreros y oper.minas,cant.,ind.manuf.y otros (079)",60,48,9,1,2
"Obreros construc.,conf.,papel, fab., instr. (080)",115,86,13,5,11
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (081)",4817,4476,273,35,33
"Otra (082)",1,,,,1
"Ocupación no especificada (083)",293,267,19,6,1
"Hombres (084)",7306,6808,350,48,100
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",5,,1,,4
"Profes., científicos e intelectuales (086)",105,38,43,10,14
"Técnicos de nivel medio y trab. asimilados (087)",33,15,4,4,10
"Jefes y empleados de oficina (088)",41,5,4,2,30
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",113,108,4,,1
"Agricult.trabaj.calif.agrop.y pesqueros (090)",3987,3889,97,,1
"Obreros y oper.minas,cant.,ind.manuf.y otros (091)",49,37,9,1,2
"Obreros construc.,conf.,papel, fab., instr. (092)",112,83,13,5,11
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (093)",2731,2518,164,24,25
"Otra (094)",1,,,,1
"Ocupación no especificada (095)",129,115,11,2,1
"Mujeres (096)",3153,2961,150,16,26
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (097)",2,,,,2
"Profes., científicos e intelectuales (098)",48,24,17,1,6
"Técnicos de nivel medio y trab. asimilados (099)",10,5,1,,4
"Jefes y empleados de oficina (100)",4,,,,4
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",79,72,5,,2
"Agricult.trabaj.calif.agrop.y pesqueros (102)",746,736,10,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (103)",11,11,,,
"Obreros construc.,conf.,papel, fab., instr. (104)",3,3,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (105)",2086,1958,109,11,8
"Ocupación no especificada (107)",164,152,8,4,
