"CUADRO Nº 12: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia ACOBAMBA (000)",15410,13743,906,306,455
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",23,,2,1,20
"Profes., científicos e intelectuales (002)",729,198,256,172,103
"Técnicos de nivel medio y trab. asimilados (003)",178,88,15,14,61
"Jefes y empleados de oficina (004)",184,19,13,19,133
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",811,767,32,3,9
"Agricult.trabaj.calif.agrop.y pesqueros (006)",6131,6001,128,1,1
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",202,162,30,3,7
"Obreros construc.,conf.,papel, fab., instr. (008)",325,239,45,20,21
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (009)",6332,5857,351,56,68
"Otra (010)",26,,,,26
"Ocupación no especificada (011)",469,412,34,17,6
"Hombres (012)",10396,9254,611,198,333
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (013)",20,,2,1,17
"Profes., científicos e intelectuales (014)",424,102,152,106,64
"Técnicos de nivel medio y trab. asimilados (015)",127,64,12,13,38
"Jefes y empleados de oficina (016)",127,14,8,6,99
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",364,337,18,2,7
"Agricult.trabaj.calif.agrop.y pesqueros (018)",5062,4947,113,1,1
"Obreros y oper.minas,cant.,ind.manuf.y otros (019)",165,130,26,3,6
"Obreros construc.,conf.,papel, fab., instr. (020)",319,233,45,20,21
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (021)",3560,3255,216,37,52
"Otra (022)",24,,,,24
"Ocupación no especificada (023)",204,172,19,9,4
"Mujeres (024)",5014,4489,295,108,122
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (025)",3,,,,3
"Profes., científicos e intelectuales (026)",305,96,104,66,39
"Técnicos de nivel medio y trab. asimilados (027)",51,24,3,1,23
"Jefes y empleados de oficina (028)",57,5,5,13,34
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",447,430,14,1,2
"Agricult.trabaj.calif.agrop.y pesqueros (030)",1069,1054,15,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (031)",37,32,4,,1
"Obreros construc.,conf.,papel, fab., instr. (032)",6,6,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (033)",2772,2602,135,19,16
