"CUADRO Nº 32: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA"
"Activid.inmobil., empres. y alquileres (168)",70,,7,10,6,27,,1,3,16,,
"Admin.pub. y defensa; p. segur.soc.afil (169)",53,11,1,2,21,1,,,1,9,7,
"Enseñanza (170)",92,2,83,1,4,,,,1,1,,
"Servicios sociales y de salud (171)",9,,4,3,,,,,,2,,
"Otras activ. serv.comun.soc y personales (172)",55,1,11,29,1,,,1,,12,,
"Hogares privados con servicio doméstico (173)",5,,,,,,,,,5,,
"Actividad economica no especificada (175)",39,,,,,,,,,,,39
"Mujeres (176)",2644,4,72,23,30,184,614,50,2,1594,1,70
"Agric., ganadería, caza y silvicultura (177)",2026,,,,,,614,,,1412,,
"Explotación de minas y canteras (179)",10,,1,1,,,,2,,6,,
"Industrias manufactureras (180)",49,,,1,,1,,46,1,,,
"Construcción (182)",2,,,,,,,,1,1,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",182,,,3,,123,,1,,55,,
"Venta, mant.y rep. veh.autom.y motoc. (184)",1,,,,,,,1,,,,
"Comercio al por mayor (185)",2,,,,,2,,,,,,
"Comercio al por menor (186)",179,,,3,,121,,,,55,,
"Hoteles y restaurantes (187)",85,,,3,,50,,,,32,,
"Trans., almac. y comunicaciones (188)",3,,,,,,,,,3,,
"Activid.inmobil., empres. y alquileres (190)",17,,4,1,7,,,,,5,,
"Admin.pub. y defensa; p. segur.soc.afil (191)",24,4,,,18,,,,,1,1,
"Enseñanza (192)",61,,58,,1,,,,,2,,
"Servicios sociales y de salud (193)",25,,8,9,2,2,,1,,3,,
"Otras activ. serv.comun.soc y personales (194)",23,,1,5,2,8,,,,7,,
"Hogares privados con servicio doméstico (195)",67,,,,,,,,,67,,
"Actividad economica no especificada (197)",70,,,,,,,,,,,70
