"CUADRO Nº 7: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Admin.pub. y defensa; p. segur.soc.afil (037)",2835,,770,1337,700,28
"Enseñanza (038)",3167,,490,1619,1017,41
"Servicios sociales y de salud (039)",870,,177,392,263,38
"Otras activ. serv.comun.soc y personales (040)",2042,121,745,638,438,100
"Hogares privados con servicio doméstico (041)",250,20,121,59,33,17
"Organiz. y organos extraterritoriales (042)",8,,,4,4,
"Actividad economica no especificada (043)",3358,65,1333,1076,727,157
"Mujeres (045)",41001,891,14010,15637,9263,1200
"Agric., ganadería, caza y silvicultura (046)",4542,187,1438,1355,1235,327
"Pesca (047)",66,,17,26,18,5
"Explotación de minas y canteras (048)",26,,6,14,5,1
"Industrias manufactureras (049)",2536,39,790,923,711,73
"Suministro de electricidad, gas y agua (050)",31,,6,13,12,
"Construcción (051)",222,2,72,111,35,2
"Comerc., rep. veh. autom.,motoc. efect. pers. (052)",11749,299,3764,4556,2749,381
"Venta, mant.y rep. veh.autom.y motoc. (053)",306,8,167,91,38,2
"Comercio al por mayor (054)",371,6,153,150,58,4
"Comercio al por menor (055)",11072,285,3444,4315,2653,375
"Hoteles y restaurantes (056)",5237,171,1808,1814,1284,160
"Trans., almac. y comunicaciones (057)",613,7,340,178,85,3
"Intermediación financiera (058)",157,,87,57,13,
"Activid.inmobil., empres. y alquileres (059)",1796,,913,631,243,9
"Admin.pub. y defensa; p. segur.soc.afil (060)",1297,,500,528,266,3
"Enseñanza (061)",3972,1,707,2321,931,12
"Servicios sociales y de salud (062)",1273,,306,648,308,11
"Otras activ. serv.comun.soc y personales (063)",1558,34,554,589,338,43
"Hogares privados con servicio doméstico (064)",3609,140,1736,1032,603,98
"Organiz. y organos extraterritoriales (065)",2,,,1,1,
"Actividad economica no especificada (066)",2315,11,966,840,426,72
,,,,,,
"URBANA (067)",103090,2296,36112,37036,24080,3566
"Agric., ganadería, caza y silvicultura (068)",8382,272,2418,2387,2439,866
"Pesca (069)",956,15,248,338,295,60
"Explotación de minas y canteras (070)",218,2,59,86,68,3
"Industrias manufactureras (071)",10836,249,4401,3354,2470,362
"Suministro de electricidad, gas y agua (072)",284,10,80,86,95,13
"Construcción (073)",5313,49,1772,1895,1456,141
"Comerc., rep. veh. autom.,motoc. efect. pers. (074)",25855,909,8612,8970,6304,1060
"Venta, mant.y rep. veh.autom.y motoc. (075)",3153,108,1368,987,623,67
"Comercio al por mayor (076)",1337,22,545,468,270,32
"Comercio al por menor (077)",21365,779,6699,7515,5411,961
"Hoteles y restaurantes (078)",6887,300,2517,2190,1643,237
"Trans., almac. y comunicaciones (079)",13502,117,5764,5008,2445,168
"Intermediación financiera (080)",414,,184,166,61,3
"Activid.inmobil., empres. y alquileres (081)",5452,2,2241,2030,1080,99
"Admin.pub. y defensa; p. segur.soc.afil (082)",4045,,1237,1832,945,31
"Enseñanza (083)",6764,1,1106,3745,1864,48
"Servicios sociales y de salud (084)",2078,,468,1009,555,46
"Otras activ. serv.comun.soc y personales (085)",3523,154,1279,1197,753,140
"Hogares privados con servicio doméstico (086)",3628,153,1752,1015,604,104
"Organiz. y organos extraterritoriales (087)",10,,,5,5,
"Actividad economica no especificada (088)",4943,63,1974,1723,998,185
"Hombres (089)",66575,1583,23760,22845,15798,2589
"Agric., ganadería, caza y silvicultura (090)",6766,230,2021,1907,1897,711
"Pesca (091)",894,15,232,313,278,56
"Explotación de minas y canteras (092)",201,2,57,76,64,2
"Industrias manufactureras (093)",8669,217,3752,2573,1827,300
"Suministro de electricidad, gas y agua (094)",253,10,74,73,83,13
"Construcción (095)",5092,47,1700,1785,1421,139
"Comerc., rep. veh. autom.,motoc. efect. pers. (096)",14372,618,4938,4509,3615,692
"Venta, mant.y rep. veh.autom.y motoc. (097)",2848,100,1201,897,585,65
"Comercio al por mayor (098)",970,16,393,320,213,28
"Comercio al por menor (099)",10554,502,3344,3292,2817,599
"Hoteles y restaurantes (100)",1814,139,782,428,386,79
"Trans., almac. y comunicaciones (101)",12893,110,5426,4831,2361,165
"Intermediación financiera (102)",257,,97,109,48,3
"Activid.inmobil., empres. y alquileres (103)",3665,2,1332,1403,838,90
"Admin.pub. y defensa; p. segur.soc.afil (104)",2757,,742,1307,680,28
"Enseñanza (105)",2936,,439,1501,958,38
"Servicios sociales y de salud (106)",839,,170,376,256,37
"Otras activ. serv.comun.soc y personales (107)",1984,121,734,613,418,98
"Hogares privados con servicio doméstico (108)",224,20,107,54,31,12
"Organiz. y organos extraterritoriales (109)",8,,,4,4,
"Actividad economica no especificada (110)",2951,52,1157,983,633,126
"Mujeres (112)",36515,713,12352,14191,8282,977
"Agric., ganadería, caza y silvicultura (113)",1616,42,397,480,542,155
"Pesca (114)",62,,16,25,17,4
"Explotación de minas y canteras (115)",17,,2,10,4,1
"Industrias manufactureras (116)",2167,32,649,781,643,62
"Suministro de electricidad, gas y agua (117)",31,,6,13,12,
"Construcción (118)",221,2,72,110,35,2
"Comerc., rep. veh. autom.,motoc. efect. pers. (119)",11483,291,3674,4461,2689,368
"Venta, mant.y rep. veh.autom.y motoc. (120)",305,8,167,90,38,2
"Comercio al por mayor (121)",367,6,152,148,57,4
"Comercio al por menor (122)",10811,277,3355,4223,2594,362
"Hoteles y restaurantes (123)",5073,161,1735,1762,1257,158
"Trans., almac. y comunicaciones (124)",609,7,338,177,84,3
"Intermediación financiera (125)",157,,87,57,13,
"Activid.inmobil., empres. y alquileres (126)",1787,,909,627,242,9
"Admin.pub. y defensa; p. segur.soc.afil (127)",1288,,495,525,265,3
"Enseñanza (128)",3828,1,667,2244,906,10
"Servicios sociales y de salud (129)",1239,,298,633,299,9
"Otras activ. serv.comun.soc y personales (130)",1539,33,545,584,335,42
"Hogares privados con servicio doméstico (131)",3404,133,1645,961,573,92
"Organiz. y organos extraterritoriales (132)",2,,,1,1,
"Actividad economica no especificada (133)",1992,11,817,740,365,59
,,,,,,
"RURAL (134)",18012,588,6436,5602,4202,1184
"Agric., ganadería, caza y silvicultura (135)",14299,504,4980,4294,3468,1053
"Pesca (136)",200,11,62,76,42,9
"Explotación de minas y canteras (137)",47,2,26,12,7,
"Industrias manufactureras (138)",734,13,299,273,134,15
"Suministro de electricidad, gas y agua (139)",2,,1,1,,
"Construcción (140)",139,2,61,37,35,4
"Comerc., rep. veh. autom.,motoc. efect. pers. (141)",573,19,190,210,121,33
"Venta, mant.y rep. veh.autom.y motoc. (142)",31,,16,8,4,3
"Comercio al por mayor (143)",17,,5,8,4,
"Comercio al por menor (144)",525,19,169,194,113,30
"Hoteles y restaurantes (145)",191,12,87,59,31,2
"Trans., almac. y comunicaciones (146)",207,4,115,61,25,2
"Intermediación financiera (147)",1,,,1,,
"Activid.inmobil., empres. y alquileres (148)",54,,26,20,8,
"Admin.pub. y defensa; p. segur.soc.afil (149)",87,,33,33,21,
"Enseñanza (150)",375,,91,195,84,5
"Servicios sociales y de salud (151)",65,,15,31,16,3
"Otras activ. serv.comun.soc y personales (152)",77,1,20,30,23,3
"Hogares privados con servicio doméstico (153)",231,7,105,76,32,11
"Actividad economica no especificada (155)",730,13,325,193,155,44
"Hombres (156)",13526,410,4778,4156,3221,961
"Agric., ganadería, caza y silvicultura (157)",11373,359,3939,3419,2775,881
"Pesca (158)",196,11,61,75,41,8
"Explotación de minas y canteras (159)",38,2,22,8,6,
"Industrias manufactureras (160)",365,6,158,131,66,4
"Suministro de electricidad, gas y agua (161)",2,,1,1,,
"Construcción (162)",138,2,61,36,35,4
"Comerc., rep. veh. autom.,motoc. efect. pers. (163)",307,11,100,115,61,20
"Venta, mant.y rep. veh.autom.y motoc. (164)",30,,16,7,4,3
"Comercio al por mayor (165)",13,,4,6,3,
"Comercio al por menor (166)",264,11,80,102,54,17
"Hoteles y restaurantes (167)",27,2,14,7,4,
"Trans., almac. y comunicaciones (168)",203,4,113,60,24,2
"Intermediación financiera (169)",1,,,1,,
"Activid.inmobil., empres. y alquileres (170)",45,,22,16,7,
"Admin.pub. y defensa; p. segur.soc.afil (171)",78,,28,30,20,
"Enseñanza (172)",231,,51,118,59,3
"Servicios sociales y de salud (173)",31,,7,16,7,1
"Otras activ. serv.comun.soc y personales (174)",58,,11,25,20,2
"Hogares privados con servicio doméstico (175)",26,,14,5,2,5
"Actividad economica no especificada (177)",407,13,176,93,94,31
"Mujeres (179)",4486,178,1658,1446,981,223
"Agric., ganadería, caza y silvicultura (180)",2926,145,1041,875,693,172
"Pesca (181)",4,,1,1,1,1
"Explotación de minas y canteras (182)",9,,4,4,1,
"Industrias manufactureras (183)",369,7,141,142,68,11
"Construcción (185)",1,,,1,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (186)",266,8,90,95,60,13
"Venta, mant.y rep. veh.autom.y motoc. (187)",1,,,1,,
"Comercio al por mayor (188)",4,,1,2,1,
"Comercio al por menor (189)",261,8,89,92,59,13
"Hoteles y restaurantes (190)",164,10,73,52,27,2
"Trans., almac. y comunicaciones (191)",4,,2,1,1,
"Activid.inmobil., empres. y alquileres (193)",9,,4,4,1,
"Admin.pub. y defensa; p. segur.soc.afil (194)",9,,5,3,1,
"Enseñanza (195)",144,,40,77,25,2
"Servicios sociales y de salud (196)",34,,8,15,9,2
"Otras activ. serv.comun.soc y personales (197)",19,1,9,5,3,1
"Hogares privados con servicio doméstico (198)",205,7,91,71,30,6
"Actividad economica no especificada (200)",323,,149,100,61,13
