"CUADRO Nº 10: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
"De 20 a 24 años (063)",76,,,,,1,26,49
"De 25 a 29 años (064)",86,,,,,4,43,39
"De 30 a 34 años (065)",84,,,,,15,40,29
"De 35 a 39 años (066)",63,,,,,23,30,10
"De 40 a 44 años (067)",50,,,,3,18,20,9
"De 45 a 49 años (068)",37,,,,7,19,2,9
"De 50 y más años (069)",42,,,7,11,7,1,16
"Sup. Univ. incompleta (070)",93,,,4,7,18,29,35
"De 15 a 19 años (072)",4,,,,,,3,1
"De 20 a 24 años (073)",24,,,,,,5,19
"De 25 a 29 años (074)",14,,,,,,10,4
"De 30 a 34 años (075)",6,,,,,,3,3
"De 35 a 39 años (076)",11,,,,,4,5,2
"De 40 a 44 años (077)",12,,,,1,6,2,3
"De 45 a 49 años (078)",10,,,1,2,4,1,2
"De 50 y más años (079)",12,,,3,4,4,,1
"Sup. Univ. completa (080)",252,,2,5,24,52,72,97
"De 20 a 24 años (083)",12,,,,,,2,10
"De 25 a 29 años (084)",38,,,,,,17,21
"De 30 a 34 años (085)",45,,,,,4,22,19
"De 35 a 39 años (086)",43,,,,1,12,19,11
"De 40 a 44 años (087)",32,,,,1,17,9,5
"De 45 a 49 años (088)",30,,,,3,9,2,16
"De 50 y más años (089)",52,,2,5,19,10,1,15
,,,,,,,,
"URBANA (100)",2526,27,70,188,308,547,722,664
"De 12 a 14 años (101)",3,,,,,,,3
"De 15 a 19 años (102)",64,,,,,,32,32
"De 20 a 24 años (103)",280,,,,,2,134,144
"De 25 a 29 años (104)",313,,,,,18,187,108
"De 30 a 34 años (105)",292,,,,,67,147,78
"De 35 a 39 años (106)",285,,,,2,118,119,46
"De 40 a 44 años (107)",283,,,,24,136,79,44
"De 45 a 49 años (108)",240,,,2,53,106,22,57
"De 50 y más años (109)",766,27,70,186,229,100,2,152
"Sin nivel (110)",189,8,14,31,44,34,12,46
"De 20 a 24 años (113)",4,,,,,,,4
"De 25 a 29 años (114)",4,,,,,,2,2
"De 30 a 34 años (115)",2,,,,,,1,1
"De 35 a 39 años (116)",8,,,,,3,4,1
"De 40 a 44 años (117)",15,,,,,8,3,4
"De 45 a 49 años (118)",11,,,,1,7,2,1
"De 50 y más años (119)",145,8,14,31,43,16,,33
"Primaria (130)",568,13,42,94,98,120,97,104
"De 12 a 14 años (131)",1,,,,,,,1
"De 15 a 19 años (132)",11,,,,,,4,7
"De 20 a 24 años (133)",21,,,,,,13,8
"De 25 a 29 años (134)",25,,,,,2,17,6
"De 30 a 34 años (135)",36,,,,,10,19,7
"De 35 a 39 años (136)",42,,,,,23,15,4
"De 40 a 44 años (137)",53,,,,6,24,17,6
"De 45 a 49 años (138)",60,,,,11,25,12,12
"De 50 y más años (139)",319,13,42,94,81,36,,53
"Secundaria (140)",937,6,13,46,109,216,319,228
"De 12 a 14 años (141)",2,,,,,,,2
"De 15 a 19 años (142)",43,,,,,,23,20
"De 20 a 24 años (143)",129,,,,,1,73,55
"De 25 a 29 años (144)",136,,,,,9,89,38
"De 30 a 34 años (145)",125,,,,,35,65,25
"De 35 a 39 años (146)",109,,,,1,48,40,20
"De 40 a 44 años (147)",111,,,,14,60,26,11
"De 45 a 49 años (148)",94,,,1,29,40,3,21
"De 50 y más años (149)",188,6,13,45,65,23,,36
"Sup. no Univ. incompleta (150)",181,,,1,10,38,68,64
"De 15 a 19 años (152)",7,,,,,,2,5
"De 20 a 24 años (153)",41,,,,,,20,21
"De 25 a 29 años (154)",40,,,,,3,20,17
"De 30 a 34 años (155)",19,,,,,5,8,6
"De 35 a 39 años (156)",28,,,,,11,13,4
"De 40 a 44 años (157)",20,,,,,9,4,7
"De 45 a 49 años (158)",9,,,,2,6,1,
"De 50 y más años (159)",17,,,1,8,4,,4
"Sup. no Univ. completa (160)",361,,,7,18,79,141,116
"De 20 a 24 años (163)",56,,,,,1,22,33
"De 25 a 29 años (164)",65,,,,,4,36,25
"De 30 a 34 años (165)",66,,,,,13,32,21
"De 35 a 39 años (166)",54,,,,,20,29,5
"De 40 a 44 años (167)",48,,,,2,18,19,9
"De 45 a 49 años (168)",33,,,,6,16,2,9
"De 50 y más años (169)",39,,,7,10,7,1,14
"Sup. Univ. incompleta (170)",81,,,4,6,17,27,27
"De 15 a 19 años (172)",3,,,,,,3,
"De 20 a 24 años (173)",21,,,,,,5,16
"De 25 a 29 años (174)",13,,,,,,9,4
"De 30 a 34 años (175)",4,,,,,,2,2
"De 35 a 39 años (176)",10,,,,,3,5,2
"De 40 a 44 años (177)",11,,,,1,6,2,2
"De 45 a 49 años (178)",8,,,1,1,4,1,1
"De 50 y más años (179)",11,,,3,4,4,,
"Sup. Univ. completa (180)",209,,1,5,23,43,58,79
"De 20 a 24 años (183)",8,,,,,,1,7
"De 25 a 29 años (184)",30,,,,,,14,16
"De 30 a 34 años (185)",40,,,,,4,20,16
"De 35 a 39 años (186)",34,,,,1,10,13,10
"De 40 a 44 años (187)",25,,,,1,11,8,5
"De 45 a 49 años (188)",25,,,,3,8,1,13
"De 50 y más años (189)",47,,1,5,18,10,1,12
,,,,,,,,
"RURAL (200)",1225,17,40,84,169,264,354,297
"De 12 a 14 años (201)",1,,,,,,1,
"De 15 a 19 años (202)",39,,,,,,25,14
"De 20 a 24 años (203)",123,,,,,2,65,56
"De 25 a 29 años (204)",139,,,,,6,78,55
"De 30 a 34 años (205)",143,,,,,25,82,36
"De 35 a 39 años (206)",132,,,,2,54,56,20
"De 40 a 44 años (207)",125,,,,10,66,37,12
"De 45 a 49 años (208)",106,,,,25,51,9,21
"De 50 y más años (209)",417,17,40,84,132,60,1,83
"Sin nivel (210)",153,12,13,33,36,21,5,33
"De 20 a 24 años (213)",2,,,,,,,2
"De 25 a 29 años (214)",2,,,,,,1,1
"De 30 a 34 años (215)",2,,,,,1,1,
"De 35 a 39 años (216)",2,,,,,1,1,
"De 40 a 44 años (217)",3,,,,,1,1,1
"De 45 a 49 años (218)",11,,,,2,7,1,1
"De 50 y más años (219)",131,12,13,33,34,11,,28
"Primaria (230)",392,5,25,45,90,96,68,63
"De 12 a 14 años (231)",1,,,,,,1,
"De 15 a 19 años (232)",4,,,,,,4,
"De 20 a 24 años (233)",12,,,,,,8,4
"De 25 a 29 años (234)",8,,,,,,6,2
"De 30 a 34 años (235)",25,,,,,5,13,7
"De 35 a 39 años (236)",30,,,,1,14,11,4
"De 40 a 44 años (237)",48,,,,4,22,18,4
"De 45 a 49 años (238)",42,,,,9,21,6,6
"De 50 y más años (239)",222,5,25,45,76,34,1,36
"Secundaria (240)",485,,1,6,34,118,220,106
"De 15 a 19 años (242)",32,,,,,,20,12
"De 20 a 24 años (243)",72,,,,,2,47,23
"De 25 a 29 años (244)",78,,,,,5,51,22
"De 30 a 34 años (245)",80,,,,,15,51,14
"De 35 a 39 años (246)",74,,,,1,30,34,9
"De 40 a 44 años (247)",59,,,,5,33,16,5
"De 45 a 49 años (248)",41,,,,11,19,1,10
"De 50 y más años (249)",49,,1,6,17,14,,11
"Sup. no Univ. incompleta (250)",63,,,,4,11,24,24
"De 15 a 19 años (252)",2,,,,,,1,1
"De 20 a 24 años (253)",10,,,,,,5,5
"De 25 a 29 años (254)",21,,,,,1,9,11
"De 30 a 34 años (255)",11,,,,,2,6,3
"De 35 a 39 años (256)",7,,,,,3,3,1
"De 40 a 44 años (257)",5,,,,,4,,1
"De 45 a 49 años (258)",1,,,,1,,,
"De 50 y más años (259)",6,,,,3,1,,2
"Sup. no Univ. completa (260)",77,,,,3,8,21,45
"De 20 a 24 años (263)",20,,,,,,4,16
"De 25 a 29 años (264)",21,,,,,,7,14
"De 30 a 34 años (265)",18,,,,,2,8,8
"De 35 a 39 años (266)",9,,,,,3,1,5
"De 40 a 44 años (267)",2,,,,1,,1,
"De 45 a 49 años (268)",4,,,,1,3,,
"De 50 y más años (269)",3,,,,1,,,2
"Sup. Univ. incompleta (270)",12,,,,1,1,2,8
"De 15 a 19 años (272)",1,,,,,,,1
"De 20 a 24 años (273)",3,,,,,,,3
"De 25 a 29 años (274)",1,,,,,,1,
"De 30 a 34 años (275)",2,,,,,,1,1
"De 35 a 39 años (276)",1,,,,,1,,
"De 40 a 44 años (277)",1,,,,,,,1
"De 45 a 49 años (278)",2,,,,1,,,1
"De 50 y más años (279)",1,,,,,,,1
"Sup. Univ. completa (280)",43,,1,,1,9,14,18
"De 20 a 24 años (283)",4,,,,,,1,3
"De 25 a 29 años (284)",8,,,,,,3,5
"De 30 a 34 años (285)",5,,,,,,2,3
"De 35 a 39 años (286)",9,,,,,2,6,1
"De 40 a 44 años (287)",7,,,,,6,1,
"De 45 a 49 años (288)",5,,,,,1,1,3
"De 50 y más años (289)",5,,1,,1,,,3
