"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia HUARAL (000)",65858,2673,73,15602,30567,3871,4726,2911,5435
"Agric., ganadería, caza y silvicultura (001)",20852,1736,30,7822,9105,662,611,409,477
"Pesca (002)",700,20,2,159,373,36,54,20,36
"Explotación de minas y canteras (003)",261,5,,46,137,19,20,8,26
"Industrias manufactureras (004)",4311,78,6,705,2456,298,351,175,242
"Suministro de electricidad, gas y agua (005)",259,,,35,110,34,32,12,36
"Construcción (006)",3028,47,3,688,1783,172,152,73,110
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",12664,359,12,2715,6441,903,1045,551,638
"Venta, mant.y rep. veh.autom.y motoc. (008)",1206,5,,146,683,88,169,51,64
"Comercio al por mayor (009)",956,10,2,134,523,54,92,72,69
"Comercio al por menor (010)",10502,344,10,2435,5235,761,784,428,505
"Hoteles y restaurantes (011)",3055,134,6,754,1580,183,179,127,92
"Trans., almac. y comunicaciones (012)",6203,76,7,1087,3901,368,294,269,201
"Intermediación financiera (013)",234,1,,,45,31,37,30,90
"Activid.inmobil., empres. y de alquiler (014)",2756,20,,181,1009,285,378,314,569
"Admin.pub. y defensa; p. segur.soc.afil (015)",1647,20,,100,456,108,356,203,404
"Enseñanza (016)",3241,,,3,249,222,552,318,1897
"Servicios sociales y de salud (017)",924,1,1,12,98,98,241,130,343
"Otras activ. serv.comun.soc y personales (018)",2443,55,2,435,1154,254,228,164,151
"Hogares privados con servicio doméstico (019)",1834,68,2,516,997,102,72,51,26
"Organiz. y organos extraterritoriales (020)",5,,,,2,1,1,,1
"Actividad economica no especificada (021)",1441,53,2,344,671,95,123,57,96
"Hombres (022)",43411,1186,40,10196,22346,2429,2487,1767,2960
"Agric., ganadería, caza y silvicultura (023)",15710,837,15,5581,7575,495,479,337,391
"Pesca (024)",686,19,2,156,369,35,52,20,33
"Explotación de minas y canteras (025)",251,5,,44,134,19,20,7,22
"Industrias manufactureras (026)",3221,41,5,518,1936,217,217,131,156
"Suministro de electricidad, gas y agua (027)",240,,,34,109,34,28,9,26
"Construcción (028)",2983,46,3,684,1760,168,144,71,107
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",6412,65,5,1220,3566,464,460,293,339
"Venta, mant.y rep. veh.autom.y motoc. (030)",1119,5,,139,640,81,148,46,60
"Comercio al por mayor (031)",597,2,1,68,362,36,43,39,46
"Comercio al por menor (032)",4696,58,4,1013,2564,347,269,208,233
"Hoteles y restaurantes (033)",997,25,1,197,568,56,51,62,37
"Trans., almac. y comunicaciones (034)",5834,71,6,1061,3745,316,233,234,168
"Intermediación financiera (035)",125,1,,,31,13,12,18,50
"Activid.inmobil., empres. y de alquiler (036)",2027,15,,154,835,208,208,218,389
"Admin.pub. y defensa; p. segur.soc.afil (037)",1084,17,,77,370,65,222,107,226
"Enseñanza (038)",1196,,,3,101,74,174,101,743
"Servicios sociales y de salud (039)",293,1,,6,41,36,56,27,126
"Otras activ. serv.comun.soc y personales (040)",1518,19,1,290,756,172,85,99,96
