"CUADRO Nº 5: POBLACIÓN TOTAL, POR TENENCIA DE PARTIDA DE NACIMIENTO OTORGADO POR EL REGISTRO CIVIL, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,
,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE PARTIDA NACIMIENTO",,
,,"TIENE PARTIDA DE NACIMIENTO","NO TIENE PARTIDA DE NACIMIENTO","NO ESPECIFICADO"
,,,,
"Provincia LAMPA (000)",48223,47812,196,215
"Hombres (001)",24061,23872,80,109
"Mujeres (002)",24162,23940,116,106
"Menores de 1 año (003)",738,620,79,39
"Hombres (004)",388,325,40,23
"Mujeres (005)",350,295,39,16
"De 1 a 5 años (006)",4632,4399,61,172
"Hombres (007)",2339,2226,27,86
"Mujeres (008)",2293,2173,34,86
"De 6 a 14 años (009)",9542,9537,3,2
"Hombres (010)",4841,4840,1,
"Mujeres (011)",4701,4697,2,2
"De 15 a 29 años (012)",13171,13166,4,1
"Hombres (013)",6704,6702,2,
"Mujeres (014)",6467,6464,2,1
"De 30 a 44 años (015)",8883,8881,2,
"Hombres (016)",4424,4423,1,
"Mujeres (017)",4459,4458,1,
"De 45 a 64 años (018)",7354,7344,9,1
"Hombres (019)",3539,3537,2,
"Mujeres (020)",3815,3807,7,1
"De 65 a más años (021)",3903,3865,38,
"Hombres (022)",1826,1819,7,
"Mujeres (023)",2077,2046,31,
,,,,
"URBANA (024)",18659,18493,69,97
"Hombres (025)",9217,9140,23,54
"Mujeres (026)",9442,9353,46,43
"Menores de 1 año (027)",316,273,29,14
"Hombres (028)",166,145,12,9
"Mujeres (029)",150,128,17,5
"De 1 a 5 años (030)",1831,1722,26,83
"Hombres (031)",946,891,10,45
"Mujeres (032)",885,831,16,38
"De 6 a 14 años (033)",3706,3705,1,
"Hombres (034)",1849,1849,,
"Mujeres (035)",1857,1856,1,
"De 15 a 29 años (036)",5617,5616,1,
"Hombres (037)",2792,2792,,
"Mujeres (038)",2825,2824,1,
"De 30 a 44 años (039)",3577,3577,,
"Hombres (040)",1717,1717,,
"Mujeres (041)",1860,1860,,
"De 45 a 64 años (042)",2467,2466,1,
"Hombres (043)",1232,1232,,
"Mujeres (044)",1235,1234,1,
"De 65 a más años (045)",1145,1134,11,
"Hombres (046)",515,514,1,
"Mujeres (047)",630,620,10,
,,,,
"RURAL (048)",29564,29319,127,118
"Hombres (049)",14844,14732,57,55
"Mujeres (050)",14720,14587,70,63
"Menores de 1 año (051)",422,347,50,25
"Hombres (052)",222,180,28,14
"Mujeres (053)",200,167,22,11
"De 1 a 5 años (054)",2801,2677,35,89
"Hombres (055)",1393,1335,17,41
"Mujeres (056)",1408,1342,18,48
"De 6 a 14 años (057)",5836,5832,2,2
"Hombres (058)",2992,2991,1,
"Mujeres (059)",2844,2841,1,2
"De 15 a 29 años (060)",7554,7550,3,1
"Hombres (061)",3912,3910,2,
"Mujeres (062)",3642,3640,1,1
"De 30 a 44 años (063)",5306,5304,2,
"Hombres (064)",2707,2706,1,
"Mujeres (065)",2599,2598,1,
"De 45 a 64 años (066)",4887,4878,8,1
"Hombres (067)",2307,2305,2,
"Mujeres (068)",2580,2573,6,1
"De 65 a más años (069)",2758,2731,27,
"Hombres (070)",1311,1305,6,
"Mujeres (071)",1447,1426,21,
