"CUADRO Nº 9: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVIINCIA, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, CONDICION DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
"De 35 a 39 años (036)",30,91,84,1,92.3,1.1,
"De 40 a 44 años (037)",20,65,60,1,92.3,1.5,
"De 45 a 49 años (038)",21,110,88,1,80,0.9,
"De 50 y más años (039)",37,212,167,,78.8,,
"No PEA (040)",13911,33553,29412,766,87.7,2.3,
"De 12 a 14 años (041)",2238,6,6,1,100,16.7,
"De 15 a 19 años (042)",2450,306,293,104,95.8,34,
"De 20 a 24 años (043)",1488,1384,1348,208,97.4,15,
"De 25 a 29 años (044)",1299,2305,2217,196,96.2,8.5,
"De 30 a 34 años (045)",1066,2687,2602,127,96.8,4.7,
"De 35 a 39 años (046)",898,2910,2796,91,96.1,3.1,
"De 40 a 44 años (047)",769,3125,2897,31,92.7,1,
"De 45 a 49 años (048)",594,2762,2527,8,91.5,0.3,
"De 50 y más años (049)",3109,18068,14726,,81.5,,
,,,,,,,
"URBANA (060)",18327,45011,40546,822,90.1,1.8,
"De 12 a 14 años (061)",1761,6,6,1,100,16.7,
"De 15 a 19 años (062)",2504,334,320,100,95.8,29.9,
"De 20 a 24 años (063)",2252,1906,1859,205,97.5,10.8,
"De 25 a 29 años (064)",2178,3329,3224,211,96.8,6.3,
"De 30 a 34 años (065)",1945,4390,4262,158,97.1,3.6,
"De 35 a 39 años (066)",1708,5179,4955,100,95.7,1.9,
"De 40 a 44 años (067)",1519,5794,5431,36,93.7,0.6,
"De 45 a 49 años (068)",1096,4965,4596,11,92.6,0.2,
"De 50 y más años (069)",3364,19108,15893,,83.2,,
"PEA (070)",8921,23532,21637,305,91.9,1.3,
"De 12 a 14 años (071)",123,1,1,,100,,
"De 15 a 19 años (072)",723,123,118,28,95.9,22.8,
"De 20 a 24 años (073)",1248,963,939,64,97.5,6.6,
"De 25 a 29 años (074)",1291,1785,1733,79,97.1,4.4,
"De 30 a 34 años (075)",1234,2618,2538,72,96.9,2.8,
"De 35 a 39 años (076)",1135,3324,3166,42,95.2,1.3,
"De 40 a 44 años (077)",1011,3719,3508,16,94.3,0.4,
"De 45 a 49 años (078)",704,3117,2887,4,92.6,0.1,
"De 50 y más años (079)",1452,7882,6747,,85.6,,
"Ocupada (080)",8667,23012,21181,296,92,1.3,
"De 12 a 14 años (081)",119,1,1,,100,,
"De 15 a 19 años (082)",685,119,114,28,95.8,23.5,
"De 20 a 24 años (083)",1194,924,903,63,97.7,6.8,
"De 25 a 29 años (084)",1245,1731,1680,76,97.1,4.4,
"De 30 a 34 años (085)",1213,2573,2498,70,97.1,2.7,
"De 35 a 39 años (086)",1109,3242,3091,41,95.3,1.3,
"De 40 a 44 años (087)",993,3666,3457,15,94.3,0.4,
"De 45 a 49 años (088)",686,3026,2818,3,93.1,0.1,
"De 50 y más años (089)",1423,7730,6619,,85.6,,
"Desocupada (090)",254,520,456,9,87.7,1.7,
"De 12 a 14 años (091)",4,,,,,,
"De 15 a 19 años (092)",38,4,4,,100,,
"De 20 a 24 años (093)",54,39,36,1,92.3,2.6,
"De 25 a 29 años (094)",46,54,53,3,98.1,5.6,
"De 30 a 34 años (095)",21,45,40,2,88.9,4.4,
"De 35 a 39 años (096)",26,82,75,1,91.5,1.2,
"De 40 a 44 años (097)",18,53,51,1,96.2,1.9,
"De 45 a 49 años (098)",18,91,69,1,75.8,1.1,
"De 50 y más años (099)",29,152,128,,84.2,,
"No PEA (100)",9406,21479,18909,517,88,2.4,
"De 12 a 14 años (101)",1638,5,5,1,100,20,
"De 15 a 19 años (102)",1781,211,202,72,95.7,34.1,
"De 20 a 24 años (103)",1004,943,920,141,97.6,15,
"De 25 a 29 años (104)",887,1544,1491,132,96.6,8.5,
"De 30 a 34 años (105)",711,1772,1724,86,97.3,4.9,
"De 35 a 39 años (106)",573,1855,1789,58,96.4,3.1,
"De 40 a 44 años (107)",508,2075,1923,20,92.7,1,
"De 45 a 49 años (108)",392,1848,1709,7,92.5,0.4,
"De 50 y más años (109)",1912,11226,9146,,81.5,,
,,,,,,,
"RURAL (120)",8553,25628,22269,446,86.9,1.7,
"De 12 a 14 años (121)",645,4,4,1,100,25,
"De 15 a 19 años (122)",934,185,178,56,96.2,30.3,
"De 20 a 24 años (123)",1012,978,944,113,96.5,11.6,
"De 25 a 29 años (124)",977,1769,1693,123,95.7,7,
"De 30 a 34 años (125)",811,1977,1908,65,96.5,3.3,
"De 35 a 39 años (126)",725,2362,2238,63,94.8,2.7,
"De 40 a 44 años (127)",627,2543,2330,21,91.6,0.8,
"De 45 a 49 años (128)",547,2546,2284,4,89.7,0.2,
"De 50 y más años (129)",2275,13264,10690,,80.6,,
"PEA (130)",4048,13554,11766,197,86.8,1.5,
"De 12 a 14 años (131)",45,3,3,1,100,33.3,
"De 15 a 19 años (132)",265,90,87,24,96.7,26.7,
"De 20 a 24 años (133)",528,537,516,46,96.1,8.6,
"De 25 a 29 años (134)",565,1008,967,59,95.9,5.9,
"De 30 a 34 años (135)",456,1062,1030,24,97,2.3,
"De 35 a 39 años (136)",400,1307,1231,30,94.2,2.3,
"De 40 a 44 años (137)",366,1493,1356,10,90.8,0.7,
"De 45 a 49 años (138)",345,1632,1466,3,89.8,0.2,
"De 50 y más años (139)",1078,6422,5110,,79.6,,
"Ocupada (140)",3992,13439,11675,197,86.9,1.5,
"De 12 a 14 años (141)",44,3,3,1,100,33.3,
"De 15 a 19 años (142)",257,88,85,24,96.6,27.3,
"De 20 a 24 años (143)",517,534,513,46,96.1,8.6,
"De 25 a 29 años (144)",552,1000,959,59,95.9,5.9,
"De 30 a 34 años (145)",450,1060,1028,24,97,2.3,
"De 35 a 39 años (146)",396,1298,1222,30,94.1,2.3,
"De 40 a 44 años (147)",364,1481,1347,10,91,0.7,
"De 45 a 49 años (148)",342,1613,1447,3,89.7,0.2,
"De 50 y más años (149)",1070,6362,5071,,79.7,,
"Desocupada (150)",56,115,91,,79.1,,
"De 12 a 14 años (151)",1,,,,,,
"De 15 a 19 años (152)",8,2,2,,100,,
"De 20 a 24 años (153)",11,3,3,,100,,
"De 25 a 29 años (154)",13,8,8,,100,,
"De 30 a 34 años (155)",6,2,2,,100,,
"De 35 a 39 años (156)",4,9,9,,100,,
"De 40 a 44 años (157)",2,12,9,,75,,
"De 45 a 49 años (158)",3,19,19,,100,,
"De 50 y más años (159)",8,60,39,,65,,
"No PEA (160)",4505,12074,10503,249,87,2.1,
"De 12 a 14 años (161)",600,1,1,,100,,
"De 15 a 19 años (162)",669,95,91,32,95.8,33.7,
"De 20 a 24 años (163)",484,441,428,67,97.1,15.2,
"De 25 a 29 años (164)",412,761,726,64,95.4,8.4,
"De 30 a 34 años (165)",355,915,878,41,96,4.5,
"De 35 a 39 años (166)",325,1055,1007,33,95.5,3.1,
"De 40 a 44 años (167)",261,1050,974,11,92.8,1,
"De 45 a 49 años (168)",202,914,818,1,89.5,0.1,
"De 50 y más años (169)",1197,6842,5580,,81.6,,
