"CUADRO Nº 7: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Admin.pub. y defensa; p. segur.soc.afil (037)",4982,,1337,2107,1465,73
"Enseñanza (038)",4763,,818,2241,1607,97
"Servicios sociales y de salud (039)",1261,1,268,541,387,64
"Otras activ. serv.comun.soc y personales (040)",2727,96,990,888,622,131
"Hogares privados con servicio doméstico (041)",458,20,239,95,89,15
"Organiz. y organos extraterritoriales (042)",3,,,1,2,
"Actividad economica no especificada (043)",4951,60,1916,1619,1165,191
"Mujeres (045)",59767,1315,20400,21861,14164,2027
"Agric., ganadería, caza y silvicultura (046)",8274,458,2529,2452,2172,663
"Pesca (047)",146,10,50,43,40,3
"Explotación de minas y canteras (048)",36,1,23,5,7,
"Industrias manufactureras (049)",2600,14,618,1023,841,104
"Suministro de electricidad, gas y agua (050)",64,1,25,24,13,1
"Construcción (051)",263,1,111,105,43,3
"Comerc., rep. veh. autom.,motoc. efect. pers. (052)",16316,272,5337,6059,4069,579
"Venta, mant.y rep. veh.autom.y motoc. (053)",310,3,168,90,49,
"Comercio al por mayor (054)",607,7,243,235,108,14
"Comercio al por menor (055)",15399,262,4926,5734,3912,565
"Hoteles y restaurantes (056)",7199,163,2302,2638,1834,262
"Trans., almac. y comunicaciones (057)",911,11,501,270,124,5
"Intermediación financiera (058)",326,,144,132,49,1
"Activid.inmobil., empres. y alquileres (059)",2050,4,909,775,349,13
"Admin.pub. y defensa; p. segur.soc.afil (060)",1778,,593,723,454,8
"Enseñanza (061)",6509,,1179,3435,1842,53
"Servicios sociales y de salud (062)",2094,,657,948,472,17
"Otras activ. serv.comun.soc y personales (063)",1909,25,708,700,413,63
"Hogares privados con servicio doméstico (064)",5853,325,3245,1374,775,134
"Organiz. y organos extraterritoriales (065)",2,,,,1,1
"Actividad economica no especificada (066)",3437,30,1469,1155,666,117
,,,,,,
"URBANA (067)",134536,2130,47127,48203,32563,4513
"Agric., ganadería, caza y silvicultura (068)",7798,178,2240,2228,2334,818
"Pesca (069)",942,14,269,290,306,63
"Explotación de minas y canteras (070)",563,2,142,207,199,13
"Industrias manufactureras (071)",11141,145,4027,3799,2757,413
"Suministro de electricidad, gas y agua (072)",438,13,168,142,105,10
"Construcción (073)",8321,49,2959,3086,2004,223
"Comerc., rep. veh. autom.,motoc. efect. pers. (074)",33664,783,11747,11574,8203,1357
"Venta, mant.y rep. veh.autom.y motoc. (075)",3499,68,1489,1102,754,86
"Comercio al por mayor (076)",1688,14,685,598,344,47
"Comercio al por menor (077)",28477,701,9573,9874,7105,1224
"Hoteles y restaurantes (078)",9970,261,3527,3388,2422,372
"Trans., almac. y comunicaciones (079)",15281,119,6314,5523,3117,208
"Intermediación financiera (080)",726,,292,290,134,10
"Activid.inmobil., empres. y alquileres (081)",7087,24,2793,2695,1451,124
"Admin.pub. y defensa; p. segur.soc.afil (082)",6500,,1767,2760,1893,80
"Enseñanza (083)",10303,,1787,5156,3216,144
"Servicios sociales y de salud (084)",3229,1,871,1450,828,79
"Otras activ. serv.comun.soc y personales (085)",4499,121,1660,1522,1012,184
"Hogares privados con servicio doméstico (086)",6094,333,3349,1431,838,143
"Organiz. y organos extraterritoriales (087)",5,,,1,3,1
"Actividad economica no especificada (088)",7975,87,3215,2661,1741,271
"Hombres (089)",83535,1263,29687,29103,20431,3051
"Agric., ganadería, caza y silvicultura (090)",6310,130,1919,1795,1819,647
"Pesca (091)",877,14,249,270,284,60
"Explotación de minas y canteras (092)",527,1,119,202,192,13
"Industrias manufactureras (093)",8655,132,3456,2816,1939,312
"Suministro de electricidad, gas y agua (094)",374,12,143,118,92,9
"Construcción (095)",8065,48,2851,2983,1963,220
"Comerc., rep. veh. autom.,motoc. efect. pers. (096)",17950,519,6597,5760,4263,811
"Venta, mant.y rep. veh.autom.y motoc. (097)",3191,65,1322,1013,705,86
"Comercio al por mayor (098)",1107,7,453,373,241,33
"Comercio al por menor (099)",13652,447,4822,4374,3317,692
"Hoteles y restaurantes (100)",3010,104,1316,830,640,120
"Trans., almac. y comunicaciones (101)",14382,109,5819,5255,2996,203
"Intermediación financiera (102)",401,,148,159,85,9
"Activid.inmobil., empres. y alquileres (103)",5049,20,1891,1924,1103,111
"Admin.pub. y defensa; p. segur.soc.afil (104)",4753,,1190,2046,1444,73
"Enseñanza (105)",4189,,719,1934,1443,93
"Servicios sociales y de salud (106)",1178,1,240,514,361,62
"Otras activ. serv.comun.soc y personales (107)",2623,96,961,842,603,121
"Hogares privados con servicio doméstico (108)",407,18,213,85,78,13
"Organiz. y organos extraterritoriales (109)",3,,,1,2,
"Actividad economica no especificada (110)",4782,59,1856,1569,1124,174
"Mujeres (112)",51001,867,17440,19100,12132,1462
"Agric., ganadería, caza y silvicultura (113)",1488,48,321,433,515,171
"Pesca (114)",65,,20,20,22,3
"Explotación de minas y canteras (115)",36,1,23,5,7,
"Industrias manufactureras (116)",2486,13,571,983,818,101
"Suministro de electricidad, gas y agua (117)",64,1,25,24,13,1
"Construcción (118)",256,1,108,103,41,3
"Comerc., rep. veh. autom.,motoc. efect. pers. (119)",15714,264,5150,5814,3940,546
"Venta, mant.y rep. veh.autom.y motoc. (120)",308,3,167,89,49,
"Comercio al por mayor (121)",581,7,232,225,103,14
"Comercio al por menor (122)",14825,254,4751,5500,3788,532
"Hoteles y restaurantes (123)",6960,157,2211,2558,1782,252
"Trans., almac. y comunicaciones (124)",899,10,495,268,121,5
"Intermediación financiera (125)",325,,144,131,49,1
"Activid.inmobil., empres. y alquileres (126)",2038,4,902,771,348,13
"Admin.pub. y defensa; p. segur.soc.afil (127)",1747,,577,714,449,7
"Enseñanza (128)",6114,,1068,3222,1773,51
"Servicios sociales y de salud (129)",2051,,631,936,467,17
"Otras activ. serv.comun.soc y personales (130)",1876,25,699,680,409,63
"Hogares privados con servicio doméstico (131)",5687,315,3136,1346,760,130
"Organiz. y organos extraterritoriales (132)",2,,,,1,1
"Actividad economica no especificada (133)",3193,28,1359,1092,617,97
,,,,,,
"RURAL (134)",33600,1250,11646,10429,7875,2400
"Agric., ganadería, caza y silvicultura (135)",27215,1145,9205,8055,6608,2202
"Pesca (136)",849,48,330,276,172,23
"Explotación de minas y canteras (137)",59,,18,26,15,
"Industrias manufactureras (138)",803,5,356,281,141,20
"Suministro de electricidad, gas y agua (139)",4,,,4,,
"Construcción (140)",297,,124,104,67,2
"Comerc., rep. veh. autom.,motoc. efect. pers. (141)",1364,22,472,524,281,65
"Venta, mant.y rep. veh.autom.y motoc. (142)",52,,27,17,7,1
"Comercio al por mayor (143)",80,,32,34,14,
"Comercio al por menor (144)",1232,22,413,473,260,64
"Hoteles y restaurantes (145)",300,7,120,94,64,15
"Trans., almac. y comunicaciones (146)",474,8,213,165,80,8
"Intermediación financiera (147)",2,,,2,,
"Activid.inmobil., empres. y alquileres (148)",111,,38,52,18,3
"Admin.pub. y defensa; p. segur.soc.afil (149)",260,,163,70,26,1
"Enseñanza (150)",969,,210,520,233,6
"Servicios sociales y de salud (151)",126,,54,39,31,2
"Otras activ. serv.comun.soc y personales (152)",137,,38,66,23,10
"Hogares privados con servicio doméstico (153)",217,12,135,38,26,6
"Actividad economica no especificada (155)",413,3,170,113,90,37
"Hombres (156)",24834,802,8686,7668,5843,1835
"Agric., ganadería, caza y silvicultura (157)",20429,735,6997,6036,4951,1710
"Pesca (158)",768,38,300,253,154,23
"Explotación de minas y canteras (159)",59,,18,26,15,
"Industrias manufactureras (160)",689,4,309,241,118,17
"Suministro de electricidad, gas y agua (161)",4,,,4,,
"Construcción (162)",290,,121,102,65,2
"Comerc., rep. veh. autom.,motoc. efect. pers. (163)",762,14,285,279,152,32
"Venta, mant.y rep. veh.autom.y motoc. (164)",50,,26,16,7,1
"Comercio al por mayor (165)",54,,21,24,9,
"Comercio al por menor (166)",658,14,238,239,136,31
"Hoteles y restaurantes (167)",61,1,29,14,12,5
"Trans., almac. y comunicaciones (168)",462,7,207,163,77,8
"Intermediación financiera (169)",1,,,1,,
"Activid.inmobil., empres. y alquileres (170)",99,,31,48,17,3
"Admin.pub. y defensa; p. segur.soc.afil (171)",229,,147,61,21,
"Enseñanza (172)",574,,99,307,164,4
"Servicios sociales y de salud (173)",83,,28,27,26,2
"Otras activ. serv.comun.soc y personales (174)",104,,29,46,19,10
"Hogares privados con servicio doméstico (175)",51,2,26,10,11,2
"Actividad economica no especificada (177)",169,1,60,50,41,17
"Mujeres (179)",8766,448,2960,2761,2032,565
"Agric., ganadería, caza y silvicultura (180)",6786,410,2208,2019,1657,492
"Pesca (181)",81,10,30,23,18,
"Industrias manufactureras (183)",114,1,47,40,23,3
"Construcción (185)",7,,3,2,2,
"Comerc., rep. veh. autom.,motoc. efect. pers. (186)",602,8,187,245,129,33
"Venta, mant.y rep. veh.autom.y motoc. (187)",2,,1,1,,
"Comercio al por mayor (188)",26,,11,10,5,
"Comercio al por menor (189)",574,8,175,234,124,33
"Hoteles y restaurantes (190)",239,6,91,80,52,10
"Trans., almac. y comunicaciones (191)",12,1,6,2,3,
"Intermediación financiera (192)",1,,,1,,
"Activid.inmobil., empres. y alquileres (193)",12,,7,4,1,
"Admin.pub. y defensa; p. segur.soc.afil (194)",31,,16,9,5,1
"Enseñanza (195)",395,,111,213,69,2
"Servicios sociales y de salud (196)",43,,26,12,5,
"Otras activ. serv.comun.soc y personales (197)",33,,9,20,4,
"Hogares privados con servicio doméstico (198)",166,10,109,28,15,4
"Actividad economica no especificada (200)",244,2,110,63,49,20
