"CUADRO Nº 27: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia RODRIGUEZ DE MENDOZA (000)",9588,1068,1666,4678,240,1801,135
"Sin nivel (001)",428,4,95,225,10,92,2
"Educación inicial (002)",6,1,3,2,,,
"Primaria (003)",5848,93,1128,3148,154,1243,82
"Secundaria (004)",2149,183,404,1042,61,419,40
"Superior no univ. incompleta (005)",201,75,16,86,3,19,2
"Superior no univ. completa (006)",572,428,11,105,8,14,6
"Superior univ. incompleta (007)",82,43,4,22,1,9,3
"Superior univ. completa (008)",302,241,5,48,3,5,
"Hombres (010)",7827,614,1457,4127,203,1423,3
"Sin nivel (011)",327,1,70,180,6,70,
"Educación inicial (012)",4,,3,1,,,
"Primaria (013)",4961,45,979,2825,133,977,2
"Secundaria (014)",1815,125,373,918,51,347,1
"Superior no univ. incompleta (015)",137,43,14,69,3,8,
"Superior no univ. completa (016)",344,236,10,80,6,12,
"Superior univ. incompleta (017)",52,24,4,18,1,5,
"Superior univ. completa (018)",187,140,4,36,3,4,
"Mujeres (020)",1761,454,209,551,37,378,132
"Sin nivel (021)",101,3,25,45,4,22,2
"Educación inicial (022)",2,1,,1,,,
"Primaria (023)",887,48,149,323,21,266,80
"Secundaria (024)",334,58,31,124,10,72,39
"Superior no univ. incompleta (025)",64,32,2,17,,11,2
"Superior no univ. completa (026)",228,192,1,25,2,2,6
"Superior univ. incompleta (027)",30,19,,4,,4,3
"Superior univ. completa (028)",115,101,1,12,,1,
,,,,,,,
"URBANA (030)",3239,821,393,1477,62,398,88
"Sin nivel (031)",84,3,17,41,3,20,
"Educación inicial (032)",3,1,1,1,,,
"Primaria (033)",1408,67,204,828,25,234,50
"Secundaria (034)",886,151,145,424,24,114,28
"Superior no univ. incompleta (035)",143,60,12,56,1,12,2
"Superior no univ. completa (036)",392,300,8,67,6,6,5
"Superior univ. incompleta (037)",68,35,2,19,1,8,3
"Superior univ. completa (038)",255,204,4,41,2,4,
"Hombres (040)",2283,469,339,1156,49,269,1
"Sin nivel (041)",55,,13,26,3,13,
"Educación inicial (042)",1,,1,,,,
"Primaria (043)",1030,33,166,659,20,152,
"Secundaria (044)",680,104,135,334,17,89,1
"Superior no univ. incompleta (045)",91,33,11,42,1,4,
"Superior no univ. completa (046)",224,160,7,48,5,4,
"Superior univ. incompleta (047)",43,20,2,16,1,4,
"Superior univ. completa (048)",159,119,4,31,2,3,
"Mujeres (050)",956,352,54,321,13,129,87
"Sin nivel (051)",29,3,4,15,,7,
"Educación inicial (052)",2,1,,1,,,
"Primaria (053)",378,34,38,169,5,82,50
"Secundaria (054)",206,47,10,90,7,25,27
"Superior no univ. incompleta (055)",52,27,1,14,,8,2
"Superior no univ. completa (056)",168,140,1,19,1,2,5
"Superior univ. incompleta (057)",25,15,,3,,4,3
"Superior univ. completa (058)",96,85,,10,,1,
,,,,,,,
"RURAL (060)",6349,247,1273,3201,178,1403,47
"Sin nivel (061)",344,1,78,184,7,72,2
"Educación inicial (062)",3,,2,1,,,
"Primaria (063)",4440,26,924,2320,129,1009,32
"Secundaria (064)",1263,32,259,618,37,305,12
"Superior no univ. incompleta (065)",58,15,4,30,2,7,
"Superior no univ. completa (066)",180,128,3,38,2,8,1
"Superior univ. incompleta (067)",14,8,2,3,,1,
"Superior univ. completa (068)",47,37,1,7,1,1,
"Hombres (070)",5544,145,1118,2971,154,1154,2
"Sin nivel (071)",272,1,57,154,3,57,
"Educación inicial (072)",3,,2,1,,,
"Primaria (073)",3931,12,813,2166,113,825,2
"Secundaria (074)",1135,21,238,584,34,258,
"Superior no univ. incompleta (075)",46,10,3,27,2,4,
"Superior no univ. completa (076)",120,76,3,32,1,8,
"Superior univ. incompleta (077)",9,4,2,2,,1,
"Superior univ. completa (078)",28,21,,5,1,1,
"Mujeres (080)",805,102,155,230,24,249,45
"Sin nivel (081)",72,,21,30,4,15,2
"Primaria (083)",509,14,111,154,16,184,30
"Secundaria (084)",128,11,21,34,3,47,12
"Superior no univ. incompleta (085)",12,5,1,3,,3,
"Superior no univ. completa (086)",60,52,,6,1,,1
"Superior univ. incompleta (087)",5,4,,1,,,
"Superior univ. completa (088)",19,16,1,2,,,
