"CUADRO Nº 5: POBLACIÓN TOTAL, POR TENENCIA DE PARTIDA DE NACIMIENTO OTORGADO POR EL REGISTRO CIVIL, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,
,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE PARTIDA NACIMIENTO",,
,,"TIENE PARTIDA DE NACIMIENTO","NO TIENE PARTIDA DE NACIMIENTO","NO ESPECIFICADO"
,,,,
"Provincia MAYNAS (000)",492992,476652,13554,2786
"Hombres (001)",248695,240653,6596,1446
"Mujeres (002)",244297,235999,6958,1340
"Menores de 1 año (003)",12985,8846,3455,684
"Hombres (004)",6592,4498,1756,338
"Mujeres (005)",6393,4348,1699,346
"De 1 a 5 años (006)",60810,50605,8221,1984
"Hombres (007)",31158,25942,4160,1056
"Mujeres (008)",29652,24663,4061,928
"De 6 a 14 años (009)",98000,97441,512,47
"Hombres (010)",49721,49441,256,24
"Mujeres (011)",48279,48000,256,23
"De 15 a 29 años (012)",145661,145514,133,14
"Hombres (013)",72549,72480,62,7
"Mujeres (014)",73112,73034,71,7
"De 30 a 44 años (015)",89786,89633,148,5
"Hombres (016)",44390,44332,56,2
"Mujeres (017)",45396,45301,92,3
"De 45 a 64 años (018)",64663,64383,270,10
"Hombres (019)",33838,33771,66,1
"Mujeres (020)",30825,30612,204,9
"De 65 a más años (021)",21087,20230,815,42
"Hombres (022)",10447,10189,240,18
"Mujeres (023)",10640,10041,575,24
,,,,
"URBANA (024)",392682,383024,7608,2050
"Hombres (025)",194311,189518,3735,1058
"Mujeres (026)",198371,193506,3873,992
"Menores de 1 año (027)",9693,7166,2046,481
"Hombres (028)",4982,3678,1072,232
"Mujeres (029)",4711,3488,974,249
"De 1 a 5 años (030)",45194,39130,4555,1509
"Hombres (031)",23188,20066,2322,800
"Mujeres (032)",22006,19064,2233,709
"De 6 a 14 años (033)",73766,73469,270,27
"Hombres (034)",37201,37050,138,13
"Mujeres (035)",36565,36419,132,14
"De 15 a 29 años (036)",120324,120242,73,9
"Hombres (037)",58545,58509,31,5
"Mujeres (038)",61779,61733,42,4
"De 30 a 44 años (039)",73859,73792,64,3
"Hombres (040)",35457,35427,28,2
"Mujeres (041)",38402,38365,36,1
"De 45 a 64 años (042)",52949,52847,99,3
"Hombres (043)",26965,26950,15,
"Mujeres (044)",25984,25897,84,3
"De 65 a más años (045)",16897,16378,501,18
"Hombres (046)",7973,7838,129,6
"Mujeres (047)",8924,8540,372,12
,,,,
"RURAL (048)",100310,93628,5946,736
"Hombres (049)",54384,51135,2861,388
"Mujeres (050)",45926,42493,3085,348
"Menores de 1 año (051)",3292,1680,1409,203
"Hombres (052)",1610,820,684,106
"Mujeres (053)",1682,860,725,97
"De 1 a 5 años (054)",15616,11475,3666,475
"Hombres (055)",7970,5876,1838,256
"Mujeres (056)",7646,5599,1828,219
"De 6 a 14 años (057)",24234,23972,242,20
"Hombres (058)",12520,12391,118,11
"Mujeres (059)",11714,11581,124,9
"De 15 a 29 años (060)",25337,25272,60,5
"Hombres (061)",14004,13971,31,2
"Mujeres (062)",11333,11301,29,3
"De 30 a 44 años (063)",15927,15841,84,2
"Hombres (064)",8933,8905,28,
"Mujeres (065)",6994,6936,56,2
"De 45 a 64 años (066)",11714,11536,171,7
"Hombres (067)",6873,6821,51,1
"Mujeres (068)",4841,4715,120,6
"De 65 a más años (069)",4190,3852,314,24
"Hombres (070)",2474,2351,111,12
"Mujeres (071)",1716,1501,203,12
