"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRUPOS DE EDAD",,,,,,,
"Superior no univ. completo (036)",787,,,,,233,340,201,13
"Superior univ. incompleto (037)",213,,,,25,86,51,49,2
"Superior univ. completo (038)",641,,,,,134,270,225,12
"Hombres (040)",8247,464,1122,1339,999,1139,1144,1657,383
"Sin nivel (041)",786,464,91,11,6,15,19,80,100
"Educación inicial (042)",257,,248,2,3,1,3,,
"Primaria (043)",3096,,783,837,83,144,254,776,219
"Secundaria (044)",2830,,,489,878,615,394,414,40
"Superior no univ. incompleto (045)",237,,,,14,100,64,53,6
"Superior no univ. completo (046)",495,,,,,132,218,138,7
"Superior univ. incompleto (047)",147,,,,15,60,35,37,
"Superior univ. completo (048)",399,,,,,72,157,159,11
"Mujeres (050)",8112,407,1116,1247,851,1287,1168,1521,515
"Sin nivel (051)",1678,407,94,10,11,35,123,603,395
"Educación inicial (052)",260,,242,8,3,5,2,,
"Primaria (053)",3312,,780,852,123,369,461,631,96
"Secundaria (054)",2111,,,377,680,608,297,134,15
"Superior no univ. incompleto (055)",151,,,,24,81,34,12,
"Superior no univ. completo (056)",292,,,,,101,122,63,6
"Superior univ. incompleto (057)",66,,,,10,26,16,12,2
"Superior univ. completo (058)",242,,,,,62,113,66,1
,,,,,,,,,
"RURAL (060)",54009,3329,8540,9102,4840,6043,5905,11833,4417
"Sin nivel (061)",13821,3329,1183,49,76,360,954,4757,3113
"Educación inicial (062)",1514,,1469,13,6,9,17,,
"Primaria (063)",27857,,5888,7190,1247,2849,3448,6023,1212
"Secundaria (064)",10113,,,1850,3484,2542,1263,893,81
"Superior no univ. incompleto (065)",260,,,,19,128,79,33,1
"Superior no univ. completo (066)",222,,,,,80,74,61,7
"Superior univ. incompleto (067)",84,,,,8,35,20,20,1
"Superior univ. completo (068)",138,,,,,40,50,46,2
"Hombres (070)",27244,1679,4282,4769,2622,2903,2903,5959,2127
"Sin nivel (071)",4431,1679,569,29,27,71,138,899,1019
"Educación inicial (072)",761,,748,6,2,3,2,,
"Primaria (073)",14969,,2965,3678,523,986,1633,4151,1033
"Secundaria (074)",6588,,,1056,2051,1663,971,778,69
"Superior no univ. incompleto (075)",186,,,,14,80,61,31,
"Superior no univ. completo (076)",154,,,,,51,49,50,4
"Superior univ. incompleto (077)",67,,,,5,29,18,15,
"Superior univ. completo (078)",88,,,,,20,31,35,2
"Mujeres (080)",26765,1650,4258,4333,2218,3140,3002,5874,2290
"Sin nivel (081)",9390,1650,614,20,49,289,816,3858,2094
"Educación inicial (082)",753,,721,7,4,6,15,,
"Primaria (083)",12888,,2923,3512,724,1863,1815,1872,179
"Secundaria (084)",3525,,,794,1433,879,292,115,12
"Superior no univ. incompleto (085)",74,,,,5,48,18,2,1
"Superior no univ. completo (086)",68,,,,,29,25,11,3
"Superior univ. incompleto (087)",17,,,,3,6,2,5,1
"Superior univ. completo (088)",50,,,,,20,19,11,
