"CUADRO Nº 12: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia PISCO (000)",45715,26553,5335,5097,8730
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",108,9,28,29,42
"Profes., científicos e intelectuales (002)",3233,759,552,1129,793
"Técnicos de nivel medio y trab. asimilados (003)",2203,857,245,337,764
"Jefes y empleados de oficina (004)",1675,327,219,310,819
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",5833,4822,476,279,256
"Agricult.trabaj.calif.agrop.y pesqueros (006)",4892,4136,656,60,40
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",5237,2054,502,715,1966
"Obreros construc.,conf.,papel, fab., instr. (008)",6123,4167,669,481,806
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (009)",14544,8838,1862,1640,2204
"Otra (010)",830,,,,830
"Ocupación no especificada (011)",1037,584,126,117,210
"Hombres (012)",32132,18482,3939,3354,6357
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (013)",72,4,15,26,27
"Profes., científicos e intelectuales (014)",1378,361,206,407,404
"Técnicos de nivel medio y trab. asimilados (015)",1524,612,167,235,510
"Jefes y empleados de oficina (016)",911,135,111,167,498
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",2641,1912,293,222,214
"Agricult.trabaj.calif.agrop.y pesqueros (018)",4359,3690,586,52,31
"Obreros y oper.minas,cant.,ind.manuf.y otros (019)",4278,1803,446,554,1475
"Obreros construc.,conf.,papel, fab., instr. (020)",5981,4099,657,458,767
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (021)",9534,5553,1368,1151,1462
"Otra (022)",804,,,,804
"Ocupación no especificada (023)",650,313,90,82,165
"Mujeres (024)",13583,8071,1396,1743,2373
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (025)",36,5,13,3,15
"Profes., científicos e intelectuales (026)",1855,398,346,722,389
"Técnicos de nivel medio y trab. asimilados (027)",679,245,78,102,254
"Jefes y empleados de oficina (028)",764,192,108,143,321
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",3192,2910,183,57,42
"Agricult.trabaj.calif.agrop.y pesqueros (030)",533,446,70,8,9
"Obreros y oper.minas,cant.,ind.manuf.y otros (031)",959,251,56,161,491
"Obreros construc.,conf.,papel, fab., instr. (032)",142,68,12,23,39
