"CUADRO Nº 19: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR NÚMERO DE HABITACIONES DE LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HABITACIONES DE LA VIVIENDA",,,,,,,
,,1,2,3,4,5,6,7,"8 Y MÁS"
,,,,,,,,,
"Provincia ASCOPE",,,,,,,,,
"Viviendas particulares (001)",27487,2241,5276,6659,6139,3860,1865,751,696
"Ocupantes presentes (002)",115652,7134,19399,26766,26941,18280,9099,3934,4099
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",27002,2054,5122,6585,6094,3842,1862,747,696
"Ocupantes presentes (005)",113931,6529,18862,26454,26802,18181,9074,3930,4099
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",29,7,10,4,2,2,3,1,
"Ocupantes presentes (008)",115,21,37,14,8,9,25,1,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",67,26,19,3,11,5,,3,
"Ocupantes presentes (011)",212,73,67,13,29,27,,3,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",157,63,48,23,18,5,,,
"Ocupantes presentes (014)",581,204,185,109,55,28,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",74,24,21,17,7,5,,,
"Ocupantes presentes (017)",233,56,68,61,19,29,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",138,59,47,25,6,1,,,
"Ocupantes presentes (020)",528,233,157,105,27,6,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",19,7,9,2,1,,,,
"Ocupantes presentes (023)",51,17,23,10,1,,,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (025)",1,1,,,,,,,
"Ocupantes presentes (026)",1,1,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",24067,1953,4554,5779,5263,3446,1709,700,663
"Ocupantes presentes (029)",101653,6304,16680,23216,23150,16350,8355,3680,3918
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",23658,1792,4421,5722,5225,3433,1706,696,663
"Ocupantes presentes (032)",100171,5761,16211,22965,23030,16280,8330,3676,3918
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",29,7,10,4,2,2,3,1,
"Ocupantes presentes (035)",115,21,37,14,8,9,25,1,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",67,26,19,3,11,5,,3,
"Ocupantes presentes (038)",212,73,67,13,29,27,,3,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",157,63,48,23,18,5,,,
"Ocupantes presentes (041)",581,204,185,109,55,28,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",138,59,47,25,6,1,,,
"Ocupantes presentes (047)",528,233,157,105,27,6,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",18,6,9,2,1,,,,
"Ocupantes presentes (050)",46,12,23,10,1,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",3420,288,722,880,876,414,156,51,33
"Ocupantes presentes (056)",13999,830,2719,3550,3791,1930,744,254,181
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",3344,262,701,863,869,409,156,51,33
"Ocupantes presentes (059)",13760,768,2651,3489,3772,1901,744,254,181
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",74,24,21,17,7,5,,,
"Ocupantes presentes (071)",233,56,68,61,19,29,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",1,1,,,,,,,
"Ocupantes presentes (077)",5,5,,,,,,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (079)",1,1,,,,,,,
"Ocupantes presentes (080)",1,1,,,,,,,
