"CUADRO Nº 11: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia PATAZ (000)",17376,72,281,831,1518,2939,8101,3634
"De 12 a 14 años (001)",28,,,,,,5,23
"De 15 a 19 años (002)",622,,,,,,410,212
"De 20 a 24 años (003)",2054,,,,,6,1459,589
"De 25 a 29 años (004)",2297,,,,,75,1705,517
"De 30 a 34 años (005)",2201,,,,,227,1606,368
"De 35 a 39 años (006)",2154,,,,11,438,1449,256
"De 40 a 44 años (007)",1599,,,,27,489,866,217
"De 45 a 49 años (008)",1382,,,2,103,610,494,173
"De 50 y más años (009)",5039,72,281,829,1377,1094,107,1279
"Conviviente (010)",7821,9,38,110,312,952,5012,1388
"De 12 a 14 años (011)",20,,,,,,3,17
"De 15 a 19 años (012)",446,,,,,,286,160
"De 20 a 24 años (013)",1377,,,,,3,1076,298
"De 25 a 29 años (014)",1552,,,,,48,1221,283
"De 30 a 34 años (015)",1275,,,,,115,995,165
"De 35 a 39 años (016)",1102,,,,6,178,810,108
"De 40 a 44 años (017)",641,,,,9,181,375,76
"De 45 a 49 años (018)",470,,,,31,171,213,55
"De 50 y más años (019)",938,9,38,110,266,256,33,226
"Separado(a) (020)",1005,4,19,57,74,199,418,234
"De 15 a 19 años (022)",44,,,,,,33,11
"De 20 a 24 años (023)",135,,,,,,97,38
"De 25 a 29 años (024)",123,,,,,8,93,22
"De 30 a 34 años (025)",114,,,,,13,74,27
"De 35 a 39 años (026)",117,,,,1,26,60,30
"De 40 a 44 años (027)",101,,,,4,43,41,13
"De 45 a 49 años (028)",84,,,1,6,44,17,16
"De 50 y más años (029)",287,4,19,56,63,65,3,77
"Casado(a) (030)",5427,13,50,311,732,1417,2085,819
"De 12 a 14 años (031)",3,,,,,,,3
"De 15 a 19 años (032)",27,,,,,,18,9
"De 20 a 24 años (033)",160,,,,,2,123,35
"De 25 a 29 años (034)",340,,,,,8,276,56
"De 30 a 34 años (035)",587,,,,,70,444,73
"De 35 a 39 años (036)",771,,,,1,182,512,76
"De 40 a 44 años (037)",704,,,,7,218,406,73
"De 45 a 49 años (038)",678,,,1,47,322,239,69
"De 50 y más años (039)",2157,13,50,310,677,615,67,425
"Viudo(a) (040)",1669,43,158,313,325,229,122,479
"De 15 a 19 años (042)",2,,,,,,1,1
"De 20 a 24 años (043)",7,,,,,,3,4
"De 25 a 29 años (044)",15,,,,,1,10,4
"De 30 a 34 años (045)",34,,,,,5,22,7
"De 35 a 39 años (046)",63,,,,1,19,35,8
"De 40 a 44 años (047)",71,,,,,17,31,23
"De 45 a 49 años (048)",80,,,,9,46,16,9
"De 50 y más años (049)",1397,43,158,313,315,141,4,423
