"CUADRO Nº 10: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia HUAYLAS (000)",16097,12416,935,792,1954
"Hombres (001)",11691,9165,729,569,1228
"Mujeres (002)",4406,3251,206,223,726
"De 06 a 14 años (003)",333,316,10,3,4
"Hombres (004)",224,215,5,3,1
"Mujeres (005)",109,101,5,,3
"De 15 a 29 años (006)",4968,3720,353,257,638
"Hombres (007)",3610,2754,270,175,411
"Mujeres (008)",1358,966,83,82,227
"De 30 a 44 años (009)",5508,3940,356,358,854
"Hombres (010)",3967,2917,280,251,519
"Mujeres (011)",1541,1023,76,107,335
"De 45 a 64 años (012)",4049,3262,192,157,438
"Hombres (013)",2921,2360,156,125,280
"Mujeres (014)",1128,902,36,32,158
"De 65 y más años (015)",1239,1178,24,17,20
"Hombres (016)",969,919,18,15,17
"Mujeres (017)",270,259,6,2,3
,,,,,
"URBANA (018)",6619,4244,464,460,1451
"Hombres (019)",4078,2597,320,301,860
"Mujeres (020)",2541,1647,144,159,591
"De 06 a 14 años (021)",70,66,2,2,
"Hombres (022)",54,51,1,2,
"Mujeres (023)",16,15,1,,
"De 15 a 29 años (024)",1904,1208,167,121,408
"Hombres (025)",1210,777,112,76,245
"Mujeres (026)",694,431,55,45,163
"De 30 a 44 años (027)",2471,1417,171,226,657
"Hombres (028)",1463,831,116,139,377
"Mujeres (029)",1008,586,55,87,280
"De 45 a 64 años (030)",1781,1199,110,101,371
"Hombres (031)",1081,698,81,76,226
"Mujeres (032)",700,501,29,25,145
"De 65 y más años (033)",393,354,14,10,15
"Hombres (034)",270,240,10,8,12
"Mujeres (035)",123,114,4,2,3
,,,,,
"RURAL (036)",9478,8172,471,332,503
"Hombres (037)",7613,6568,409,268,368
"Mujeres (038)",1865,1604,62,64,135
"De 06 a 14 años (039)",263,250,8,1,4
"Hombres (040)",170,164,4,1,1
"Mujeres (041)",93,86,4,,3
"De 15 a 29 años (042)",3064,2512,186,136,230
"Hombres (043)",2400,1977,158,99,166
"Mujeres (044)",664,535,28,37,64
"De 30 a 44 años (045)",3037,2523,185,132,197
"Hombres (046)",2504,2086,164,112,142
"Mujeres (047)",533,437,21,20,55
"De 45 a 64 años (048)",2268,2063,82,56,67
"Hombres (049)",1840,1662,75,49,54
"Mujeres (050)",428,401,7,7,13
"De 65 y más años (051)",846,824,10,7,5
"Hombres (052)",699,679,8,7,5
"Mujeres (053)",147,145,2,,
