"CUADRO Nº 1: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
"De 20 a 24 años (023)",6,6,2,,3,1,,,,,,9
"De 30 a 34 años (025)",6,6,,,3,1,1,1,,,,19
"De 35 a 39 años (026)",2,2,,1,,,1,,,,,5
"Primaria (030)",8561,8427,2565,896,951,907,1419,897,517,275,134,25014
"De 12 a 14 años (031)",1470,1465,1461,4,,,,,,,5,4
"De 15 a 19 años (032)",910,904,731,145,23,1,4,,,,6,210
"De 20 a 24 años (033)",815,774,180,319,204,58,12,1,,,41,959
"De 25 a 29 años (034)",834,796,60,181,259,188,102,5,1,,38,1730
"De 30 a 34 años (035)",900,887,35,83,186,233,285,60,5,,13,2821
"De 35 a 39 años (036)",816,806,24,54,97,160,309,125,32,5,10,3229
"De 40 a 44 años (037)",710,706,17,19,66,92,238,182,70,22,4,3485
"De 45 a 49 años (038)",602,596,8,30,41,62,163,145,102,45,6,3309
"De 50 y más años (039)",1504,1493,49,61,75,113,306,379,307,203,11,9267
"Secundaria (040)",4760,4613,2707,637,518,337,294,80,33,7,147,4818
"De 12 a 14 años (041)",854,851,848,3,,,,,,,3,3
"De 15 a 19 años (042)",1572,1560,1435,108,14,2,1,,,,12,146
"De 20 a 24 años (043)",696,647,301,246,84,11,4,1,,,49,471
"De 25 a 29 años (044)",469,430,47,161,164,47,11,,,,39,675
"De 30 a 34 años (045)",299,282,27,52,105,68,30,,,,17,594
"De 35 a 39 años (046)",299,288,22,25,77,86,63,14,1,,11,799
"De 40 a 44 años (047)",210,207,9,15,30,62,64,22,4,1,3,728
"De 45 a 49 años (048)",148,143,7,12,19,33,52,14,5,1,5,518
"De 50 y más años (049)",213,205,11,15,25,28,69,29,23,5,8,884
"Sup. no Univ. incompleta (050)",414,383,214,73,49,27,19,1,,,31,337
"De 15 a 19 años (052)",101,100,99,1,,,,,,,1,1
"De 20 a 24 años (053)",133,122,86,33,2,1,,,,,11,40
"De 25 a 29 años (054)",62,52,18,21,13,,,,,,10,47
"De 30 a 34 años (055)",47,41,4,8,17,9,3,,,,6,81
"De 35 a 39 años (056)",28,25,5,5,6,6,3,,,,3,47
"De 40 a 44 años (057)",13,13,1,2,3,2,5,,,,,35
"De 45 a 49 años (058)",15,15,,2,3,7,3,,,,,41
"De 50 y más años (059)",15,15,1,1,5,2,5,1,,,,45
"Sup. no Univ. completa (060)",378,336,87,89,80,48,25,6,,1,42,549
"De 20 a 24 años (063)",67,50,37,9,3,1,,,,,17,18
"De 25 a 29 años (064)",88,78,29,32,17,,,,,,10,66
"De 30 a 34 años (065)",78,70,12,30,21,6,1,,,,8,94
"De 35 a 39 años (066)",56,55,5,13,16,14,6,1,,,1,118
"De 40 a 44 años (067)",33,32,1,4,11,10,4,1,,1,1,90
"De 45 a 49 años (068)",23,22,1,,6,8,5,2,,,1,70
"De 50 y más años (069)",33,29,2,1,6,9,9,2,,,4,93
"Sup. Univ. incompleta (070)",286,261,163,45,31,13,8,,1,,25,189
"De 15 a 19 años (072)",64,63,61,2,,,,,,,1,2
"De 20 a 24 años (073)",114,103,81,19,3,,,,,,11,25
"De 25 a 29 años (074)",36,29,12,12,3,2,,,,,7,24
"De 30 a 34 años (075)",16,14,4,4,4,1,1,,,,2,19
"De 35 a 39 años (076)",31,29,4,5,13,6,1,,,,2,54
"De 40 a 44 años (077)",11,10,1,2,2,1,4,,,,1,26
"De 45 a 49 años (078)",7,6,,1,3,1,1,,,,1,14
"De 50 y más años (079)",7,7,,,3,2,1,,1,,,25
"Sup. Univ. completa (080)",353,310,100,95,62,26,23,4,,,43,421
"De 20 a 24 años (083)",36,23,16,7,,,,,,,13,7
"De 25 a 29 años (084)",70,57,38,17,2,,,,,,13,21
"De 30 a 34 años (085)",93,85,26,39,13,4,3,,,,8,89
"De 35 a 39 años (086)",49,45,4,18,17,4,2,,,,4,72
"De 40 a 44 años (087)",29,28,7,6,8,4,3,,,,1,47
"De 45 a 49 años (088)",25,24,1,5,10,6,2,,,,1,51
"De 50 y más años (089)",51,48,8,3,12,8,13,4,,,3,134
,,,,,,,,,,,,
"URBANA (100)",7101,6911,2341,821,812,678,972,603,401,283,190,19195
"De 12 a 14 años (101)",768,764,762,2,,,,,,,4,2
"De 15 a 19 años (102)",1051,1042,943,80,15,2,2,,,,9,124
"De 20 a 24 años (103)",729,666,344,228,70,20,4,,,,63,445
"De 25 a 29 años (104)",628,581,102,195,181,76,25,1,1,,47,906
"De 30 a 34 años (105)",624,601,60,115,174,132,97,19,4,,23,1421
"De 35 a 39 años (106)",619,605,38,64,136,134,164,53,16,,14,1929
"De 40 a 44 años (107)",528,522,24,27,72,94,170,78,45,12,6,2205
"De 45 a 49 años (108)",472,463,11,31,55,72,131,87,54,22,9,2183
"De 50 y más años (109)",1682,1667,57,79,109,148,379,365,281,249,15,9980
"Sin nivel (110)",1118,1111,56,55,82,88,250,217,190,173,7,6572
"De 12 a 14 años (111)",4,4,4,,,,,,,,,
"De 15 a 19 años (112)",20,20,15,2,2,1,,,,,,9
"De 20 a 24 años (113)",26,25,12,6,5,2,,,,,1,22
"De 25 a 29 años (114)",35,32,2,7,9,8,6,,,,3,75
"De 30 a 34 años (115)",44,44,1,4,8,10,12,5,4,,,165
"De 35 a 39 años (116)",66,66,,2,9,11,22,11,11,,,319
"De 40 a 44 años (117)",100,100,5,2,4,5,34,21,22,7,,571
"De 45 a 49 años (118)",97,96,1,1,8,4,26,24,19,13,1,598
"De 50 y más años (119)",726,724,16,31,37,47,150,156,134,153,2,4813
"Educacion Inicial (120)",3,3,,,3,,,,,,,6
"De 20 a 24 años (123)",2,2,,,2,,,,,,,4
"De 30 a 34 años (125)",1,1,,,1,,,,,,,2
"Primaria (130)",2402,2380,545,199,241,296,479,328,189,103,22,8527
"De 12 a 14 años (131)",342,341,340,1,,,,,,,1,1
"De 15 a 19 años (132)",125,125,99,20,5,,1,,,,,34
"De 20 a 24 años (133)",127,122,41,46,22,10,3,,,,5,133
"De 25 a 29 años (134)",174,170,9,43,53,45,18,1,1,,4,375
"De 30 a 34 años (135)",231,229,12,22,51,66,64,14,,,2,682
"De 35 a 39 años (136)",247,243,10,16,33,49,94,36,5,,4,915
"De 40 a 44 años (137)",223,222,6,8,27,36,81,42,19,3,1,988
"De 45 a 49 años (138)",221,219,3,13,17,30,64,53,31,8,2,1115
"De 50 y más años (139)",712,709,25,30,33,60,154,182,133,92,3,4284
"Secundaria (140)",2482,2425,1327,340,301,193,185,51,22,6,57,2889
"De 12 a 14 años (141)",422,419,418,1,,,,,,,3,1
"De 15 a 19 años (142)",782,775,708,57,8,1,1,,,,7,80
"De 20 a 24 años (143)",322,303,135,128,33,6,1,,,,19,216
"De 25 a 29 años (144)",231,220,24,86,88,21,1,,,,11,329
"De 30 a 34 años (145)",168,164,12,24,72,40,16,,,,4,355
"De 35 a 39 años (146)",169,168,12,13,52,47,38,6,,,1,455
"De 40 a 44 años (147)",134,132,7,7,19,38,42,14,4,1,2,476
"De 45 a 49 años (148)",97,94,5,11,12,19,33,9,4,1,3,333
"De 50 y más años (149)",157,150,6,13,17,21,53,22,14,4,7,644
"Sup. no Univ. incompleta (150)",285,266,140,47,40,25,14,,,,19,259
"De 15 a 19 años (152)",73,72,72,,,,,,,,1,
"De 20 a 24 años (153)",80,74,50,21,2,1,,,,,6,28
"De 25 a 29 años (154)",41,35,10,13,12,,,,,,6,37
"De 30 a 34 años (155)",34,31,3,6,13,8,1,,,,3,60
"De 35 a 39 años (156)",24,21,4,5,4,6,2,,,,3,39
"De 40 a 44 años (157)",10,10,,1,3,2,4,,,,,29
"De 45 a 49 años (158)",12,12,,,3,6,3,,,,,36
"De 50 y más años (159)",11,11,1,1,3,2,4,,,,,30
"Sup. no Univ. completa (160)",284,257,58,71,66,40,17,4,,1,27,432
"De 20 a 24 años (163)",49,38,26,8,3,1,,,,,11,17
"De 25 a 29 años (164)",57,52,15,23,14,,,,,,5,51
"De 30 a 34 años (165)",60,54,8,26,15,5,,,,,6,71
"De 35 a 39 años (166)",46,45,5,11,13,11,5,,,,1,91
"De 40 a 44 años (167)",28,27,1,2,11,8,3,1,,1,1,78
"De 45 a 49 años (168)",16,15,1,,4,6,3,1,,,1,44
"De 50 y más años (169)",28,26,2,1,6,9,6,2,,,2,80
"Sup. Univ. incompleta (170)",226,208,133,28,28,13,6,,,,18,149
"De 15 a 19 años (172)",51,50,49,1,,,,,,,1,1
"De 20 a 24 años (173)",89,81,66,12,3,,,,,,8,18
"De 25 a 29 años (174)",30,24,10,9,3,2,,,,,6,21
"De 30 a 34 años (175)",11,11,3,2,4,1,1,,,,,17
"De 35 a 39 años (176)",26,25,4,2,12,6,1,,,,1,49
"De 40 a 44 años (177)",8,7,1,1,1,1,3,,,,1,18
"De 45 a 49 años (178)",5,4,,1,2,1,,,,,1,8
"De 50 y más años (179)",6,6,,,3,2,1,,,,,17
"Sup. Univ. completa (180)",301,261,82,81,51,23,21,3,,,40,361
"De 20 a 24 años (183)",34,21,14,7,,,,,,,13,7
"De 25 a 29 años (184)",60,48,32,14,2,,,,,,12,18
"De 30 a 34 años (185)",75,67,21,31,10,2,3,,,,8,69
"De 35 a 39 años (186)",41,37,3,15,13,4,2,,,,4,61
"De 40 a 44 años (187)",25,24,4,6,7,4,3,,,,1,45
"De 45 a 49 años (188)",24,23,1,5,9,6,2,,,,1,49
"De 50 y más años (189)",42,41,7,3,10,7,11,3,,,1,112
,,,,,,,,,,,,
"RURAL (200)",12728,12430,3845,1291,1258,1090,1853,1351,959,783,298,40995
"De 12 a 14 años (201)",1591,1587,1582,5,,,,,,,4,5
"De 15 a 19 años (202)",1732,1718,1479,203,30,3,3,,,,14,284
"De 20 a 24 años (203)",1324,1235,398,451,282,83,19,2,,,89,1358
"De 25 a 29 años (204)",1229,1147,119,276,362,234,145,10,1,,82,2384
"De 30 a 34 años (205)",1137,1092,61,123,221,255,336,83,11,2,45,3445
"De 35 a 39 años (206)",1063,1041,39,74,116,187,375,183,56,11,22,4312
"De 40 a 44 años (207)",909,901,26,32,74,103,264,245,109,48,8,4701
"De 45 a 49 años (208)",779,771,18,37,42,68,201,172,137,96,8,4541
"De 50 y más años (209)",2964,2938,123,90,131,157,510,656,645,626,26,19965
"Sin nivel (210)",3941,3882,288,221,291,320,785,748,619,610,59,22257
"De 12 a 14 años (211)",28,28,28,,,,,,,,,
"De 15 a 19 años (212)",115,112,80,25,6,1,,,,,3,40
"De 20 a 24 años (213)",160,151,27,40,48,29,7,,,,9,252
"De 25 a 29 años (214)",263,254,15,40,76,65,51,6,1,,9,652
"De 30 a 34 años (215)",278,264,12,18,38,55,97,36,6,2,14,984
"De 35 a 39 años (216)",335,330,13,15,17,34,132,85,28,6,5,1598
"De 40 a 44 años (217)",331,327,9,9,22,21,82,97,58,29,4,1924
"De 45 a 49 años (218)",334,332,11,17,7,19,80,74,65,59,2,2123
"De 50 y más años (219)",2097,2084,93,57,77,96,336,450,461,514,13,14684
"Educacion Inicial (220)",15,15,6,1,3,2,2,1,,,,27
"De 12 a 14 años (221)",3,3,3,,,,,,,,,
"De 15 a 19 años (222)",1,1,1,,,,,,,,,
"De 20 a 24 años (223)",4,4,2,,1,1,,,,,,5
"De 30 a 34 años (225)",5,5,,,2,1,1,1,,,,17
"De 35 a 39 años (226)",2,2,,1,,,1,,,,,5
"Primaria (230)",6159,6047,2020,697,710,611,940,569,328,172,112,16487
"De 12 a 14 años (231)",1128,1124,1121,3,,,,,,,4,3
"De 15 a 19 años (232)",785,779,632,125,18,1,3,,,,6,176
"De 20 a 24 años (233)",688,652,139,273,182,48,9,1,,,36,826
"De 25 a 29 años (234)",660,626,51,138,206,143,84,4,,,34,1355
"De 30 a 34 años (235)",669,658,23,61,135,167,221,46,5,,11,2139
"De 35 a 39 años (236)",569,563,14,38,64,111,215,89,27,5,6,2314
"De 40 a 44 años (237)",487,484,11,11,39,56,157,140,51,19,3,2497
"De 45 a 49 años (238)",381,377,5,17,24,32,99,92,71,37,4,2194
"De 50 y más años (239)",792,784,24,31,42,53,152,197,174,111,8,4983
"Secundaria (240)",2278,2188,1380,297,217,144,109,29,11,1,90,1929
"De 12 a 14 años (241)",432,432,430,2,,,,,,,,2
"De 15 a 19 años (242)",790,785,727,51,6,1,,,,,5,66
"De 20 a 24 años (243)",374,344,166,118,51,5,3,1,,,30,255
"De 25 a 29 años (244)",238,210,23,75,76,26,10,,,,28,346
"De 30 a 34 años (245)",131,118,15,28,33,28,14,,,,13,239
"De 35 a 39 años (246)",130,120,10,12,25,39,25,8,1,,10,344
"De 40 a 44 años (247)",76,75,2,8,11,24,22,8,,,1,252
"De 45 a 49 años (248)",51,49,2,1,7,14,19,5,1,,2,185
"De 50 y más años (249)",56,55,5,2,8,7,16,7,9,1,1,240
"Sup. no Univ. incompleta (250)",129,117,74,26,9,2,5,1,,,12,78
"De 15 a 19 años (252)",28,28,27,1,,,,,,,,1
"De 20 a 24 años (253)",53,48,36,12,,,,,,,5,12
"De 25 a 29 años (254)",21,17,8,8,1,,,,,,4,10
"De 30 a 34 años (255)",13,10,1,2,4,1,2,,,,3,21
"De 35 a 39 años (256)",4,4,1,,2,,1,,,,,8
"De 40 a 44 años (257)",3,3,1,1,,,1,,,,,6
"De 45 a 49 años (258)",3,3,,2,,1,,,,,,5
"De 50 y más años (259)",4,4,,,2,,1,1,,,,15
"Sup. no Univ. completa (260)",94,79,29,18,14,8,8,2,,,15,117
"De 20 a 24 años (263)",18,12,11,1,,,,,,,6,1
"De 25 a 29 años (264)",31,26,14,9,3,,,,,,5,15
"De 30 a 34 años (265)",18,16,4,4,6,1,1,,,,2,23
"De 35 a 39 años (266)",10,10,,2,3,3,1,1,,,,27
"De 40 a 44 años (267)",5,5,,2,,2,1,,,,,12
"De 45 a 49 años (268)",7,7,,,2,2,2,1,,,,26
"De 50 y más años (269)",5,3,,,,,3,,,,2,13
"Sup. Univ. incompleta (270)",60,53,30,17,3,,2,,1,,7,40
"De 15 a 19 años (272)",13,13,12,1,,,,,,,,1
"De 20 a 24 años (273)",25,22,15,7,,,,,,,3,7
"De 25 a 29 años (274)",6,5,2,3,,,,,,,1,3
"De 30 a 34 años (275)",5,3,1,2,,,,,,,2,2
"De 35 a 39 años (276)",5,4,,3,1,,,,,,1,5
"De 40 a 44 años (277)",3,3,,1,1,,1,,,,,8
"De 45 a 49 años (278)",2,2,,,1,,1,,,,,6
"De 50 y más años (279)",1,1,,,,,,,1,,,8
"Sup. Univ. completa (280)",52,49,18,14,11,3,2,1,,,3,60
"De 20 a 24 años (283)",2,2,2,,,,,,,,,
"De 25 a 29 años (284)",10,9,6,3,,,,,,,1,3
"De 30 a 34 años (285)",18,18,5,8,3,2,,,,,,20
"De 35 a 39 años (286)",8,8,1,3,4,,,,,,,11
"De 40 a 44 años (287)",4,4,3,,1,,,,,,,2
"De 45 a 49 años (288)",1,1,,,1,,,,,,,2
"De 50 y más años (289)",9,7,1,,2,1,2,1,,,2,22
