"CUADRO Nº 17: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia SAN MARTIN (000)",66729,18436,9535,28602,1728,5464,2964
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",156,124,,,32,,
"Profes., científicos e intelectuales (002)",5960,4951,,897,96,16,
"Técnicos de nivel medio y trab. asimilados (003)",3826,2647,,949,205,24,1
"Jefes y empleados de oficina (004)",3703,3656,,11,,36,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",10737,3284,113,5919,273,1147,1
"Agricult.trabaj.calif.agrop.y pesqueros (006)",10850,17,8,10160,665,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",4758,,1398,3029,207,124,
"Obreros construc.,conf.,papel, fab., instr. (008)",8056,865,2314,4604,167,106,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (009)",16198,1607,5393,2391,29,3816,2962
"Otra (010)",572,572,,,,,
"Ocupación no especificada (011)",1913,713,309,642,54,195,
"Hombres (012)",43908,10417,8276,20875,1368,2848,124
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (013)",116,95,,,21,,
"Profes., científicos e intelectuales (014)",3265,2572,,604,78,11,
"Técnicos de nivel medio y trab. asimilados (015)",2403,1576,,684,131,12,
"Jefes y empleados de oficina (016)",1785,1771,,1,,13,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",4708,1792,42,2445,148,281,
"Agricult.trabaj.calif.agrop.y pesqueros (018)",9711,14,7,9083,607,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (019)",3841,,1236,2323,189,93,
"Obreros construc.,conf.,papel, fab., instr. (020)",7863,854,2267,4484,162,96,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (021)",8696,824,4502,955,11,2280,124
"Otra (022)",556,556,,,,,
"Ocupación no especificada (023)",964,363,222,296,21,62,
"Mujeres (024)",22821,8019,1259,7727,360,2616,2840
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (025)",40,29,,,11,,
"Profes., científicos e intelectuales (026)",2695,2379,,293,18,5,
"Técnicos de nivel medio y trab. asimilados (027)",1423,1071,,265,74,12,1
"Jefes y empleados de oficina (028)",1918,1885,,10,,23,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",6029,1492,71,3474,125,866,1
"Agricult.trabaj.calif.agrop.y pesqueros (030)",1139,3,1,1077,58,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (031)",917,,162,706,18,31,
"Obreros construc.,conf.,papel, fab., instr. (032)",193,11,47,120,5,10,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (033)",7502,783,891,1436,18,1536,2838
"Otra (034)",16,16,,,,,
"Ocupación no especificada (035)",949,350,87,346,33,133,
,,,,,,,
"URBANA (036)",60798,18141,8732,25400,1514,4147,2864
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",154,123,,,31,,
"Profes., científicos e intelectuales (038)",5861,4857,,892,96,16,
"Técnicos de nivel medio y trab. asimilados (039)",3784,2617,,939,203,24,1
"Jefes y empleados de oficina (040)",3686,3639,,11,,36,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",10593,3245,109,5836,270,1132,1
"Agricult.trabaj.calif.agrop.y pesqueros (042)",7714,15,7,7230,462,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (043)",4711,,1382,3003,206,120,
"Obreros construc.,conf.,papel, fab., instr. (044)",7927,853,2272,4532,166,104,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (045)",14012,1561,4662,2342,29,2556,2862
"Otra (046)",531,531,,,,,
"Ocupación no especificada (047)",1825,700,300,615,51,159,
"Hombres (048)",39255,10200,7620,18064,1177,2076,118
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",114,94,,,20,,
"Profes., científicos e intelectuales (050)",3212,2523,,600,78,11,
"Técnicos de nivel medio y trab. asimilados (051)",2371,1554,,675,130,12,
"Jefes y empleados de oficina (052)",1770,1756,,1,,13,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",4636,1765,42,2403,147,279,
"Agricult.trabaj.calif.agrop.y pesqueros (054)",6895,12,6,6453,424,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (055)",3806,,1222,2305,188,91,
"Obreros construc.,conf.,papel, fab., instr. (056)",7735,842,2226,4412,161,94,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (057)",7275,782,3911,928,11,1525,118
"Otra (058)",515,515,,,,,
"Ocupación no especificada (059)",926,357,213,287,18,51,
"Mujeres (060)",21543,7941,1112,7336,337,2071,2746
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",40,29,,,11,,
"Profes., científicos e intelectuales (062)",2649,2334,,292,18,5,
"Técnicos de nivel medio y trab. asimilados (063)",1413,1063,,264,73,12,1
"Jefes y empleados de oficina (064)",1916,1883,,10,,23,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",5957,1480,67,3433,123,853,1
"Agricult.trabaj.calif.agrop.y pesqueros (066)",819,3,1,777,38,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (067)",905,,160,698,18,29,
"Obreros construc.,conf.,papel, fab., instr. (068)",192,11,46,120,5,10,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (069)",6737,779,751,1414,18,1031,2744
"Otra (070)",16,16,,,,,
"Ocupación no especificada (071)",899,343,87,328,33,108,
,,,,,,,
"RURAL (072)",5931,295,803,3202,214,1317,100
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",2,1,,,1,,
"Profes., científicos e intelectuales (074)",99,94,,5,,,
"Técnicos de nivel medio y trab. asimilados (075)",42,30,,10,2,,
"Jefes y empleados de oficina (076)",17,17,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",144,39,4,83,3,15,
"Agricult.trabaj.calif.agrop.y pesqueros (078)",3136,2,1,2930,203,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (079)",47,,16,26,1,4,
"Obreros construc.,conf.,papel, fab., instr. (080)",129,12,42,72,1,2,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (081)",2186,46,731,49,,1260,100
"Otra (082)",41,41,,,,,
"Ocupación no especificada (083)",88,13,9,27,3,36,
"Hombres (084)",4653,217,656,2811,191,772,6
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",2,1,,,1,,
"Profes., científicos e intelectuales (086)",53,49,,4,,,
"Técnicos de nivel medio y trab. asimilados (087)",32,22,,9,1,,
"Jefes y empleados de oficina (088)",15,15,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",72,27,,42,1,2,
"Agricult.trabaj.calif.agrop.y pesqueros (090)",2816,2,1,2630,183,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (091)",35,,14,18,1,2,
"Obreros construc.,conf.,papel, fab., instr. (092)",128,12,41,72,1,2,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (093)",1421,42,591,27,,755,6
