"CUADRO Nº 29: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia TARMA (000)",42396,6776,6818,22091,1087,5010,614
"Sin nivel (001)",2234,62,435,1298,45,345,49
"Educación inicial (002)",16,,5,7,,2,2
"Primaria (003)",14388,390,2517,8830,378,2093,180
"Secundaria (004)",15507,1429,2948,8293,398,2153,286
"Superior no univ. incompleta (005)",2194,663,289,996,53,147,46
"Superior no univ. completa (006)",3229,1537,350,1132,69,117,24
"Superior univ. incompleta (007)",1363,554,121,556,42,73,17
"Superior univ. completa (008)",3465,2141,153,979,102,80,10
"Hombres (010)",28418,3680,5521,15808,835,2538,36
"Sin nivel (011)",921,16,256,562,28,56,3
"Educación inicial (012)",10,,4,5,,1,
"Primaria (013)",9922,215,1915,6544,302,938,8
"Secundaria (014)",11400,902,2532,6280,320,1348,18
"Superior no univ. incompleta (015)",1468,409,261,688,40,67,3
"Superior no univ. completa (016)",1841,734,303,702,45,56,1
"Superior univ. incompleta (017)",892,327,113,384,27,40,1
"Superior univ. completa (018)",1964,1077,137,643,73,32,2
"Mujeres (020)",13978,3096,1297,6283,252,2472,578
"Sin nivel (021)",1313,46,179,736,17,289,46
"Educación inicial (022)",6,,1,2,,1,2
"Primaria (023)",4466,175,602,2286,76,1155,172
"Secundaria (024)",4107,527,416,2013,78,805,268
"Superior no univ. incompleta (025)",726,254,28,308,13,80,43
"Superior no univ. completa (026)",1388,803,47,430,24,61,23
"Superior univ. incompleta (027)",471,227,8,172,15,33,16
"Superior univ. completa (028)",1501,1064,16,336,29,48,8
,,,,,,,
"URBANA (030)",27557,6166,4167,13691,781,2240,512
"Sin nivel (031)",1129,56,164,685,29,153,42
"Educación inicial (032)",14,,4,6,,2,2
"Primaria (033)",6863,326,1238,4216,229,709,145
"Secundaria (034)",10187,1250,1970,5429,275,1029,234
"Superior no univ. incompleta (035)",1933,606,239,893,47,107,41
"Superior no univ. completa (036)",2935,1418,306,1024,64,101,22
"Superior univ. incompleta (037)",1242,503,108,512,39,64,16
"Superior univ. completa (038)",3254,2007,138,926,98,75,10
"Hombres (040)",17237,3253,3446,8953,563,991,31
"Sin nivel (041)",359,12,91,217,13,23,3
"Educación inicial (042)",8,,3,4,,1,
"Primaria (043)",4260,176,949,2699,171,258,7
"Secundaria (044)",7073,759,1697,3842,208,553,14
"Superior no univ. incompleta (045)",1273,363,216,607,36,48,3
"Superior no univ. completa (046)",1646,664,267,626,42,46,1
"Superior univ. incompleta (047)",805,290,100,357,24,33,1
"Superior univ. completa (048)",1813,989,123,601,69,29,2
"Mujeres (050)",10320,2913,721,4738,218,1249,481
"Sin nivel (051)",770,44,73,468,16,130,39
"Educación inicial (052)",6,,1,2,,1,2
"Primaria (053)",2603,150,289,1517,58,451,138
"Secundaria (054)",3114,491,273,1587,67,476,220
"Superior no univ. incompleta (055)",660,243,23,286,11,59,38
"Superior no univ. completa (056)",1289,754,39,398,22,55,21
"Superior univ. incompleta (057)",437,213,8,155,15,31,15
"Superior univ. completa (058)",1441,1018,15,325,29,46,8
,,,,,,,
"RURAL (060)",14839,610,2651,8400,306,2770,102
"Sin nivel (061)",1105,6,271,613,16,192,7
"Educación inicial (062)",2,,1,1,,,
"Primaria (063)",7525,64,1279,4614,149,1384,35
"Secundaria (064)",5320,179,978,2864,123,1124,52
"Superior no univ. incompleta (065)",261,57,50,103,6,40,5
"Superior no univ. completa (066)",294,119,44,108,5,16,2
"Superior univ. incompleta (067)",121,51,13,44,3,9,1
"Superior univ. completa (068)",211,134,15,53,4,5,
"Hombres (070)",11181,427,2075,6855,272,1547,5
"Sin nivel (071)",562,4,165,345,15,33,
"Educación inicial (072)",2,,1,1,,,
"Primaria (073)",5662,39,966,3845,131,680,1
"Secundaria (074)",4327,143,835,2438,112,795,4
"Superior no univ. incompleta (075)",195,46,45,81,4,19,
"Superior no univ. completa (076)",195,70,36,76,3,10,
"Superior univ. incompleta (077)",87,37,13,27,3,7,
"Superior univ. completa (078)",151,88,14,42,4,3,
"Mujeres (080)",3658,183,576,1545,34,1223,97
"Sin nivel (081)",543,2,106,268,1,159,7
"Primaria (083)",1863,25,313,769,18,704,34
"Secundaria (084)",993,36,143,426,11,329,48
"Superior no univ. incompleta (085)",66,11,5,22,2,21,5
"Superior no univ. completa (086)",99,49,8,32,2,6,2
"Superior univ. incompleta (087)",34,14,,17,,2,1
"Superior univ. completa (088)",60,46,1,11,,2,
