"CUADRO Nº 1: POBLACIÓN TOTAL, POR ÁREA URBANA Y RURAL, Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",TOTAL,POBLACIÓN,,TOTAL,URBANA,,TOTAL,RURAL,
,,HOMBRES,MUJERES,,HOMBRES,MUJERES,,HOMBRES,MUJERES
,,,,,,,,,
"Provincia ZARUMILLA (000)",41054,21695,19359,37347,19668,17679,3707,2027,1680
"Menores de 1 año (001)",913,458,455,822,414,408,91,44,47
"Menores de 1 mes (002)",60,32,28,58,31,27,2,1,1
"De 1 a 11 meses (003)",853,426,427,764,383,381,89,43,46
"De 1 a 4 años (004)",3876,2051,1825,3535,1873,1662,341,178,163
"1 año (005)",924,480,444,826,431,395,98,49,49
"2 años (006)",1013,553,460,924,506,418,89,47,42
"3 años (007)",1043,539,504,963,492,471,80,47,33
"4 años (008)",896,479,417,822,444,378,74,35,39
"De 5 a 9 años (009)",3982,2031,1951,3583,1827,1756,399,204,195
"5 años (010)",819,434,385,731,396,335,88,38,50
"6 años (011)",787,399,388,707,356,351,80,43,37
"7 años (012)",842,421,421,758,377,381,84,44,40
"8 años (013)",805,409,396,737,368,369,68,41,27
"9 años (014)",729,368,361,650,330,320,79,38,41
"De 10 a 14 años (015)",4189,2101,2088,3839,1920,1919,350,181,169
"10 años (016)",750,370,380,692,340,352,58,30,28
"11 años (017)",716,361,355,659,330,329,57,31,26
"12 años (018)",868,427,441,805,399,406,63,28,35
"13 años (019)",870,439,431,769,389,380,101,50,51
"14 años (020)",985,504,481,914,462,452,71,42,29
"De 15 a 19 años (021)",4538,2487,2051,4135,2271,1864,403,216,187
"15 años (022)",949,472,477,850,425,425,99,47,52
"16 años (023)",871,457,414,791,414,377,80,43,37
"17 años (024)",844,461,383,787,426,361,57,35,22
"18 años (025)",970,595,375,886,550,336,84,45,39
"19 años (026)",904,502,402,821,456,365,83,46,37
"De 20 a 24 años (027)",4275,2220,2055,3893,2029,1864,382,191,191
"20 años (028)",897,483,414,813,445,368,84,38,46
"21 años (029)",738,362,376,685,340,345,53,22,31
"22 años (030)",920,507,413,820,447,373,100,60,40
"23 años (031)",917,475,442,852,443,409,65,32,33
"24 años (032)",803,393,410,723,354,369,80,39,41
"De 25 a 29 años (033)",3897,2014,1883,3582,1834,1748,315,180,135
"25 años (034)",805,410,395,749,378,371,56,32,24
"26 años (035)",799,400,399,733,368,365,66,32,34
"27 años (036)",842,447,395,776,407,369,66,40,26
"28 años (037)",746,379,367,675,332,343,71,47,24
"29 años (038)",705,378,327,649,349,300,56,29,27
"De 30 a 34 años (039)",3329,1729,1600,3046,1579,1467,283,150,133
"30 años (040)",783,421,362,709,374,335,74,47,27
"31 años (041)",587,298,289,528,266,262,59,32,27
"32 años (042)",704,371,333,652,342,310,52,29,23
"33 años (043)",655,341,314,597,316,281,58,25,33
"34 años (044)",600,298,302,560,281,279,40,17,23
"De 35 a 39 años (045)",2866,1504,1362,2628,1361,1267,238,143,95
