"CUADRO Nº 7: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Hogares privados con servicio doméstico (041)",32,3,18,5,4,2
"Actividad economica no especificada (043)",315,1,127,96,64,27
"Mujeres (045)",7437,190,2564,2682,1630,371
"Agric., ganadería, caza y silvicultura (046)",2838,120,1014,871,643,190
"Explotación de minas y canteras (048)",15,,3,8,3,1
"Industrias manufactureras (049)",183,1,62,60,51,9
"Suministro de electricidad, gas y agua (050)",2,,1,,1,
"Construcción (051)",11,,6,5,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (052)",671,9,199,265,164,34
"Venta, mant.y rep. veh.autom.y motoc. (053)",10,,4,5,1,
"Comercio al por mayor (054)",22,,7,11,4,
"Comercio al por menor (055)",639,9,188,249,159,34
"Hoteles y restaurantes (056)",304,8,99,103,79,15
"Trans., almac. y comunicaciones (057)",26,,20,2,3,1
"Intermediación financiera (058)",1,,1,,,
"Activid.inmobil., empres. y alquileres (059)",27,,13,7,5,2
"Admin.pub. y defensa; p. segur.soc.afil (060)",118,,35,45,33,5
"Enseñanza (061)",1136,,231,672,233,
"Servicios sociales y de salud (062)",273,,122,125,25,1
"Otras activ. serv.comun.soc y personales (063)",220,4,67,85,53,11
"Hogares privados con servicio doméstico (064)",1078,47,525,263,189,54
"Actividad economica no especificada (066)",534,1,166,171,148,48
,,,,,,
"URBANA (067)",8968,117,2641,3555,2190,465
"Agric., ganadería, caza y silvicultura (068)",2142,30,578,640,639,255
"Explotación de minas y canteras (070)",36,2,11,11,10,2
"Industrias manufactureras (071)",410,7,122,137,109,35
"Suministro de electricidad, gas y agua (072)",26,,9,12,5,
"Construcción (073)",395,2,137,138,101,17
"Comerc., rep. veh. autom.,motoc. efect. pers. (074)",1215,27,351,465,300,72
"Venta, mant.y rep. veh.autom.y motoc. (075)",83,5,31,36,10,1
"Comercio al por mayor (076)",69,1,26,28,11,3
"Comercio al por menor (077)",1063,21,294,401,279,68
"Hoteles y restaurantes (078)",286,7,89,103,78,9
"Trans., almac. y comunicaciones (079)",601,5,316,197,77,6
"Intermediación financiera (080)",7,,3,1,3,
"Activid.inmobil., empres. y alquileres (081)",137,,48,47,36,6
"Admin.pub. y defensa; p. segur.soc.afil (082)",410,,97,173,126,14
"Enseñanza (083)",1909,,269,1160,475,5
"Servicios sociales y de salud (084)",380,,149,182,42,7
"Otras activ. serv.comun.soc y personales (085)",255,7,86,96,53,13
"Hogares privados con servicio doméstico (086)",482,30,276,99,66,11
"Actividad economica no especificada (088)",277,,100,94,70,13
"Hombres (089)",5854,75,1669,2238,1502,370
"Agric., ganadería, caza y silvicultura (090)",1945,26,514,584,582,239
"Explotación de minas y canteras (092)",24,2,9,4,8,1
"Industrias manufactureras (093)",327,7,105,107,81,27
"Suministro de electricidad, gas y agua (094)",24,,8,12,4,
"Construcción (095)",387,2,131,136,101,17
"Comerc., rep. veh. autom.,motoc. efect. pers. (096)",677,22,197,243,173,42
"Venta, mant.y rep. veh.autom.y motoc. (097)",74,5,27,32,9,1
"Comercio al por mayor (098)",51,1,21,18,8,3
"Comercio al por menor (099)",552,16,149,193,156,38
"Hoteles y restaurantes (100)",71,4,23,29,13,2
"Trans., almac. y comunicaciones (101)",576,5,297,195,74,5
"Intermediación financiera (102)",6,,2,1,3,
"Activid.inmobil., empres. y alquileres (103)",114,,37,41,32,4
"Admin.pub. y defensa; p. segur.soc.afil (104)",299,,67,130,93,9
"Enseñanza (105)",1004,,124,604,271,5
"Servicios sociales y de salud (106)",153,,53,76,18,6
"Otras activ. serv.comun.soc y personales (107)",103,5,48,30,14,6
"Hogares privados con servicio doméstico (108)",15,2,9,2,1,1
"Actividad economica no especificada (110)",129,,45,44,34,6
"Mujeres (112)",3114,42,972,1317,688,95
"Agric., ganadería, caza y silvicultura (113)",197,4,64,56,57,16
"Explotación de minas y canteras (115)",12,,2,7,2,1
"Industrias manufactureras (116)",83,,17,30,28,8
"Suministro de electricidad, gas y agua (117)",2,,1,,1,
"Construcción (118)",8,,6,2,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (119)",538,5,154,222,127,30
"Venta, mant.y rep. veh.autom.y motoc. (120)",9,,4,4,1,
"Comercio al por mayor (121)",18,,5,10,3,
"Comercio al por menor (122)",511,5,145,208,123,30
"Hoteles y restaurantes (123)",215,3,66,74,65,7
"Trans., almac. y comunicaciones (124)",25,,19,2,3,1
"Intermediación financiera (125)",1,,1,,,
"Activid.inmobil., empres. y alquileres (126)",23,,11,6,4,2
"Admin.pub. y defensa; p. segur.soc.afil (127)",111,,30,43,33,5
"Enseñanza (128)",905,,145,556,204,
"Servicios sociales y de salud (129)",227,,96,106,24,1
"Otras activ. serv.comun.soc y personales (130)",152,2,38,66,39,7
"Hogares privados con servicio doméstico (131)",467,28,267,97,65,10
"Actividad economica no especificada (133)",148,,55,50,36,7
,,,,,,
"RURAL (134)",29768,657,10453,9281,6837,2540
"Agric., ganadería, caza y silvicultura (135)",26539,616,9306,8074,6155,2388
"Pesca (136)",1,,,1,,
"Explotación de minas y canteras (137)",8,,6,1,1,
"Industrias manufactureras (138)",252,2,96,88,59,7
"Suministro de electricidad, gas y agua (139)",13,,3,8,2,
"Construcción (140)",196,1,65,73,52,5
"Comerc., rep. veh. autom.,motoc. efect. pers. (141)",348,6,105,135,87,15
"Venta, mant.y rep. veh.autom.y motoc. (142)",9,,5,3,1,
"Comercio al por mayor (143)",13,,6,3,4,
"Comercio al por menor (144)",326,6,94,129,82,15
"Hoteles y restaurantes (145)",104,8,39,30,18,9
"Trans., almac. y comunicaciones (146)",97,,53,31,13,
"Activid.inmobil., empres. y alquileres (148)",11,,7,3,1,
"Admin.pub. y defensa; p. segur.soc.afil (149)",65,,21,32,11,1
"Enseñanza (150)",702,,179,374,148,1
"Servicios sociales y de salud (151)",123,,59,60,2,2
"Otras activ. serv.comun.soc y personales (152)",109,2,54,29,19,5
"Hogares privados con servicio doméstico (153)",628,20,267,169,127,45
"Actividad economica no especificada (155)",572,2,193,173,142,62
"Hombres (156)",25445,509,8861,7916,5895,2264
"Agric., ganadería, caza y silvicultura (157)",23898,500,8356,7259,5569,2214
"Pesca (158)",1,,,1,,
"Explotación de minas y canteras (159)",5,,5,,,
"Industrias manufactureras (160)",152,1,51,58,36,6
"Suministro de electricidad, gas y agua (161)",13,,3,8,2,
"Construcción (162)",193,1,65,70,52,5
"Comerc., rep. veh. autom.,motoc. efect. pers. (163)",215,2,60,92,50,11
"Venta, mant.y rep. veh.autom.y motoc. (164)",8,,5,2,1,
"Comercio al por mayor (165)",9,,4,2,3,
"Comercio al por menor (166)",198,2,51,88,46,11
"Hoteles y restaurantes (167)",15,3,6,1,4,1
"Trans., almac. y comunicaciones (168)",96,,52,31,13,
"Activid.inmobil., empres. y alquileres (170)",7,,5,2,,
"Admin.pub. y defensa; p. segur.soc.afil (171)",58,,16,30,11,1
"Enseñanza (172)",471,,93,258,119,1
"Servicios sociales y de salud (173)",77,,33,41,1,2
"Otras activ. serv.comun.soc y personales (174)",41,,25,10,5,1
"Hogares privados con servicio doméstico (175)",17,1,9,3,3,1
"Actividad economica no especificada (177)",186,1,82,52,30,21
"Mujeres (179)",4323,148,1592,1365,942,276
"Agric., ganadería, caza y silvicultura (180)",2641,116,950,815,586,174
"Explotación de minas y canteras (182)",3,,1,1,1,
"Industrias manufactureras (183)",100,1,45,30,23,1
"Construcción (185)",3,,,3,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (186)",133,4,45,43,37,4
"Venta, mant.y rep. veh.autom.y motoc. (187)",1,,,1,,
"Comercio al por mayor (188)",4,,2,1,1,
"Comercio al por menor (189)",128,4,43,41,36,4
"Hoteles y restaurantes (190)",89,5,33,29,14,8
"Trans., almac. y comunicaciones (191)",1,,1,,,
"Activid.inmobil., empres. y alquileres (193)",4,,2,1,1,
"Admin.pub. y defensa; p. segur.soc.afil (194)",7,,5,2,,
"Enseñanza (195)",231,,86,116,29,
"Servicios sociales y de salud (196)",46,,26,19,1,
"Otras activ. serv.comun.soc y personales (197)",68,2,29,19,14,4
"Hogares privados con servicio doméstico (198)",611,19,258,166,124,44
"Actividad economica no especificada (200)",386,1,111,121,112,41
