"CUADRO Nº 35: POBLACIÓN DESOCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"12 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia CELENDIN (000)",1447,89,756,339,192,71
"Conviviente (001)",578,2,260,194,97,25
"Separado(a) (002)",28,,12,8,5,3
"Casado(a) (003)",206,,32,78,65,31
"Viudo(a) (004)",26,,1,5,10,10
"Divorciado(a) (005)",1,,,,1,
"Soltero(a) (006)",608,87,451,54,14,2
"Hombres (008)",1066,57,532,262,157,58
"Conviviente (009)",450,,190,157,81,22
"Separado(a) (010)",12,,5,2,3,2
"Casado(a) (011)",171,,26,63,57,25
"Viudo(a) (012)",14,,,2,5,7
"Divorciado(a) (013)",1,,,,1,
"Soltero(a) (014)",418,57,311,38,10,2
"Mujeres (016)",381,32,224,77,35,13
"Conviviente (017)",128,2,70,37,16,3
"Separado(a) (018)",16,,7,6,2,1
"Casado(a) (019)",35,,6,15,8,6
"Viudo(a) (020)",12,,1,3,5,3
"Soltero(a) (022)",190,30,140,16,4,
,,,,,,
"AREA URBANA (024)",453,11,231,125,66,20
"Conviviente (025)",162,,63,63,30,6
"Separado(a) (026)",17,,7,6,3,1
"Casado(a) (027)",61,,6,24,22,9
"Viudo(a) (028)",6,,,2,1,3
"Divorciado(a) (029)",1,,,,1,
"Soltero(a) (030)",206,11,155,30,9,1
"Hombres (032)",320,7,145,95,55,18
"Conviviente (033)",125,,41,54,25,5
"Separado(a) (034)",7,,2,2,2,1
"Casado(a) (035)",53,,5,19,20,9
"Viudo(a) (036)",2,,,,,2
"Divorciado(a) (037)",1,,,,1,
"Soltero(a) (038)",132,7,97,20,7,1
"Mujeres (040)",133,4,86,30,11,2
"Conviviente (041)",37,,22,9,5,1
"Separado(a) (042)",10,,5,4,1,
"Casado(a) (043)",8,,1,5,2,
"Viudo(a) (044)",4,,,2,1,1
"Soltero(a) (046)",74,4,58,10,2,
,,,,,,
"AREA RURAL (048)",994,78,525,214,126,51
"Conviviente (049)",416,2,197,131,67,19
"Separado(a) (050)",11,,5,2,2,2
"Casado(a) (051)",145,,26,54,43,22
"Viudo(a) (052)",20,,1,3,9,7
"Soltero(a) (054)",402,76,296,24,5,1
"Hombres (056)",746,50,387,167,102,40
"Conviviente (057)",325,,149,103,56,17
"Separado(a) (058)",5,,3,,1,1
"Casado(a) (059)",118,,21,44,37,16
"Viudo(a) (060)",12,,,2,5,5
"Soltero(a) (062)",286,50,214,18,3,1
"Mujeres (064)",248,28,138,47,24,11
"Conviviente (065)",91,2,48,28,11,2
"Separado(a) (066)",6,,2,2,1,1
"Casado(a) (067)",27,,5,10,6,6
"Viudo(a) (068)",8,,1,1,4,2
"Soltero(a) (070)",116,26,82,6,2,
