"CUADRO Nº 11: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia HUAMALIES (000)",15749,72,302,807,1448,3364,6793,2963
"De 12 a 14 años (001)",36,,,,,,3,33
"De 15 a 19 años (002)",598,,,,,,391,207
"De 20 a 24 años (003)",1822,,,,,7,1226,589
"De 25 a 29 años (004)",1930,,,,,124,1394,412
"De 30 a 34 años (005)",1802,,,,,288,1235,279
"De 35 a 39 años (006)",1902,,,,12,462,1208,220
"De 40 a 44 años (007)",1709,,,,50,639,844,176
"De 45 a 49 años (008)",1327,,,1,98,671,401,156
"De 50 y más años (009)",4623,72,302,806,1288,1173,91,891
"Conviviente (010)",6250,4,21,59,176,1025,3790,1175
"De 12 a 14 años (011)",27,,,,,,1,26
"De 15 a 19 años (012)",407,,,,,,262,145
"De 20 a 24 años (013)",1232,,,,,4,905,323
"De 25 a 29 años (014)",1235,,,,,72,939,224
"De 30 a 34 años (015)",964,,,,,151,676,137
"De 35 a 39 años (016)",857,,,,2,188,571,96
"De 40 a 44 años (017)",619,,,,8,232,318,61
"De 45 a 49 años (018)",352,,,1,27,182,102,40
"De 50 y más años (019)",557,4,21,58,139,196,16,123
"Separado(a) (020)",966,4,18,44,90,222,414,174
"De 12 a 14 años (021)",1,,,,,,1,
"De 15 a 19 años (022)",46,,,,,,31,15
"De 20 a 24 años (023)",125,,,,,1,87,37
"De 25 a 29 años (024)",132,,,,,12,100,20
"De 30 a 34 años (025)",114,,,,,28,64,22
"De 35 a 39 años (026)",128,,,,2,42,70,14
"De 40 a 44 años (027)",92,,,,6,38,40,8
"De 45 a 49 años (028)",84,,,,6,44,18,16
"De 50 y más años (029)",244,4,18,44,76,57,3,42
"Casado(a) (030)",5651,15,77,333,733,1709,2075,709
"De 12 a 14 años (031)",3,,,,,,,3
"De 15 a 19 años (032)",32,,,,,,14,18
"De 20 a 24 años (033)",159,,,,,1,110,48
"De 25 a 29 años (034)",330,,,,,22,257,51
"De 30 a 34 años (035)",550,,,,,75,414,61
"De 35 a 39 años (036)",762,,,,5,185,510,62
"De 40 a 44 años (037)",846,,,,24,310,449,63
"De 45 a 49 años (038)",725,,,,41,365,255,64
"De 50 y más años (039)",2244,15,77,333,663,751,66,339
"Viudo(a) (040)",1715,47,177,354,389,272,111,365
"De 15 a 19 años (042)",3,,,,,,2,1
"De 20 a 24 años (043)",11,,,,,,8,3
"De 25 a 29 años (044)",17,,,,,2,12,3
"De 30 a 34 años (045)",29,,,,,6,19,4
"De 35 a 39 años (046)",44,,,,,15,22,7
"De 40 a 44 años (047)",79,,,,8,35,24,12
"De 45 a 49 años (048)",110,,,,11,62,21,16
