"CUADRO Nº 10: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia SUCRE (000)",3714,2801,482,222,209
"Hombres (001)",2581,1914,348,168,151
"Mujeres (002)",1133,887,134,54,58
"De 06 a 14 años (003)",85,70,12,3,
"Hombres (004)",58,50,7,1,
"Mujeres (005)",27,20,5,2,
"De 15 a 29 años (006)",891,649,135,55,52
"Hombres (007)",619,458,93,41,27
"Mujeres (008)",272,191,42,14,25
"De 30 a 44 años (009)",1331,920,202,102,107
"Hombres (010)",933,628,148,75,82
"Mujeres (011)",398,292,54,27,25
"De 45 a 64 años (012)",976,757,113,59,47
"Hombres (013)",668,496,85,48,39
"Mujeres (014)",308,261,28,11,8
"De 65 y más años (015)",431,405,20,3,3
"Hombres (016)",303,282,15,3,3
"Mujeres (017)",128,123,5,,
,,,,,
"URBANA (018)",2428,1660,399,188,181
"Hombres (019)",1574,1034,273,136,131
"Mujeres (020)",854,626,126,52,50
"De 06 a 14 años (021)",55,42,11,2,
"Hombres (022)",34,28,6,,
"Mujeres (023)",21,14,5,2,
"De 15 a 29 años (024)",572,382,110,39,41
"Hombres (025)",361,245,69,26,21
"Mujeres (026)",211,137,41,13,20
"De 30 a 44 años (027)",934,578,169,90,97
"Hombres (028)",614,356,120,64,74
"Mujeres (029)",320,222,49,26,23
"De 45 a 64 años (030)",621,430,97,54,40
"Hombres (031)",402,256,70,43,33
"Mujeres (032)",219,174,27,11,7
"De 65 y más años (033)",246,228,12,3,3
"Hombres (034)",163,149,8,3,3
"Mujeres (035)",83,79,4,,
,,,,,
"RURAL (036)",1286,1141,83,34,28
"Hombres (037)",1007,880,75,32,20
"Mujeres (038)",279,261,8,2,8
"De 06 a 14 años (039)",30,28,1,1,
"Hombres (040)",24,22,1,1,
"Mujeres (041)",6,6,,,
"De 15 a 29 años (042)",319,267,25,16,11
"Hombres (043)",258,213,24,15,6
"Mujeres (044)",61,54,1,1,5
"De 30 a 44 años (045)",397,342,33,12,10
"Hombres (046)",319,272,28,11,8
"Mujeres (047)",78,70,5,1,2
"De 45 a 64 años (048)",355,327,16,5,7
"Hombres (049)",266,240,15,5,6
"Mujeres (050)",89,87,1,,1
"De 65 y más años (051)",185,177,8,,
"Hombres (052)",140,133,7,,
"Mujeres (053)",45,44,1,,
