"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 9 AÑOS","10 A 14 AÑOS","15 A 19 AÑOS","20 A 29 AÑOS","30 A 39 AÑOS","40 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia LA CONVENCION (000)",156050,7967,19759,19899,16408,27619,22996,32963,8439
"Sin nivel (001)",24838,7967,2379,232,325,1053,1852,6745,4285
"Educación inicial (002)",3153,,3027,19,22,47,38,,
"Primaria (003)",63631,,14353,13501,3262,6960,8125,14226,3204
"Secundaria (004)",52020,,,6147,12147,15114,9105,8761,746
"Superior no univ. incompleto (005)",3097,,,,356,1414,757,539,31
"Superior no univ. completo (006)",3326,,,,,1240,1260,778,48
"Superior univ. incompleto (007)",2312,,,,296,926,469,591,30
"Superior univ. completo (008)",3673,,,,,865,1390,1323,95
"Hombres (010)",82680,4049,10012,10284,8807,14614,12070,18178,4666
"Sin nivel (011)",10042,4049,1208,120,141,378,545,2001,1600
"Educación inicial (012)",1587,,1539,9,8,16,15,,
"Primaria (013)",33374,,7265,7071,1658,3136,3838,8049,2357
"Secundaria (014)",30710,,,3084,6759,8892,5506,5908,561
"Superior no univ. incompleto (015)",1688,,,,141,710,426,388,23
"Superior no univ. completo (016)",1716,,,,,536,667,480,33
"Superior univ. incompleto (017)",1352,,,,100,500,280,449,23
"Superior univ. completo (018)",2211,,,,,446,793,903,69
"Mujeres (020)",73370,3918,9747,9615,7601,13005,10926,14785,3773
"Sin nivel (021)",14796,3918,1171,112,184,675,1307,4744,2685
"Educación inicial (022)",1566,,1488,10,14,31,23,,
"Primaria (023)",30257,,7088,6430,1604,3824,4287,6177,847
"Secundaria (024)",21310,,,3063,5388,6222,3599,2853,185
"Superior no univ. incompleto (025)",1409,,,,215,704,331,151,8
"Superior no univ. completo (026)",1610,,,,,704,593,298,15
"Superior univ. incompleto (027)",960,,,,196,426,189,142,7
"Superior univ. completo (028)",1462,,,,,419,597,420,26
,,,,,,,,,
"URBANA (030)",47164,1911,5424,6173,5694,8547,7651,9747,2017
"Sin nivel (031)",4305,1911,299,39,33,94,224,1022,683
"Educación inicial (032)",1062,,1032,6,7,8,9,,
"Primaria (033)",14485,,4093,3514,487,945,1593,3005,848
"Secundaria (034)",19052,,,2614,4689,4611,3274,3518,346
