"CUADRO Nº 27: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia SAN MARCOS (000)",14442,1668,2029,7913,211,2299,322
"Sin nivel (001)",1704,31,293,972,20,319,69
"Educación inicial (002)",28,,4,12,,12,
"Primaria (003)",8135,179,1178,4907,123,1568,180
"Secundaria (004)",2566,279,446,1409,41,337,54
"Superior no univ. incompleta (005)",279,95,24,133,6,17,4
"Superior no univ. completa (006)",893,549,53,248,11,26,6
"Superior univ. incompleta (007)",188,85,11,79,1,8,4
"Superior univ. completa (008)",649,450,20,153,9,12,5
"Hombres (010)",11370,938,1699,6986,200,1527,20
"Sin nivel (011)",1172,12,182,797,20,157,4
"Educación inicial (012)",23,,3,11,,9,
"Primaria (013)",6783,93,999,4514,120,1049,8
"Secundaria (014)",2099,175,415,1200,38,265,6
"Superior no univ. incompleta (015)",209,53,22,112,6,14,2
"Superior no univ. completa (016)",557,301,49,182,8,17,
"Superior univ. incompleta (017)",124,50,10,56,1,7,
"Superior univ. completa (018)",403,254,19,114,7,9,
"Mujeres (020)",3072,730,330,927,11,772,302
"Sin nivel (021)",532,19,111,175,,162,65
"Educación inicial (022)",5,,1,1,,3,
"Primaria (023)",1352,86,179,393,3,519,172
"Secundaria (024)",467,104,31,209,3,72,48
"Superior no univ. incompleta (025)",70,42,2,21,,3,2
"Superior no univ. completa (026)",336,248,4,66,3,9,6
"Superior univ. incompleta (027)",64,35,1,23,,1,4
"Superior univ. completa (028)",246,196,1,39,2,3,5
,,,,,,,
"URBANA (030)",4343,1364,536,1978,63,247,155
"Sin nivel (031)",212,17,35,114,3,25,18
"Educación inicial (032)",8,,1,6,,1,
"Primaria (033)",1283,119,230,734,18,104,78
"Secundaria (034)",1165,216,187,627,17,76,42
"Superior no univ. incompleta (035)",219,84,19,98,5,11,2
"Superior no univ. completa (036)",733,469,35,197,10,16,6
"Superior univ. incompleta (037)",149,69,10,62,1,3,4
"Superior univ. completa (038)",574,390,19,140,9,11,5
"Hombres (040)",2902,769,476,1448,55,147,7
"Sin nivel (041)",103,8,25,52,3,15,
"Educación inicial (042)",7,,,6,,1,
"Primaria (043)",907,60,202,568,17,58,2
"Secundaria (044)",842,139,173,464,15,46,5
"Superior no univ. incompleta (045)",155,47,17,78,5,8,
"Superior no univ. completa (046)",440,256,32,137,7,8,
"Superior univ. incompleta (047)",90,39,9,39,1,2,
"Superior univ. completa (048)",358,220,18,104,7,9,
"Mujeres (050)",1441,595,60,530,8,100,148
"Sin nivel (051)",109,9,10,62,,10,18
"Educación inicial (052)",1,,1,,,,
"Primaria (053)",376,59,28,166,1,46,76
"Secundaria (054)",323,77,14,163,2,30,37
"Superior no univ. incompleta (055)",64,37,2,20,,3,2
"Superior no univ. completa (056)",293,213,3,60,3,8,6
"Superior univ. incompleta (057)",59,30,1,23,,1,4
"Superior univ. completa (058)",216,170,1,36,2,2,5
,,,,,,,
"RURAL (060)",10099,304,1493,5935,148,2052,167
"Sin nivel (061)",1492,14,258,858,17,294,51
"Educación inicial (062)",20,,3,6,,11,
"Primaria (063)",6852,60,948,4173,105,1464,102
"Secundaria (064)",1401,63,259,782,24,261,12
"Superior no univ. incompleta (065)",60,11,5,35,1,6,2
"Superior no univ. completa (066)",160,80,18,51,1,10,
"Superior univ. incompleta (067)",39,16,1,17,,5,
"Superior univ. completa (068)",75,60,1,13,,1,
"Hombres (070)",8468,169,1223,5538,145,1380,13
"Sin nivel (071)",1069,4,157,745,17,142,4
"Educación inicial (072)",16,,3,5,,8,
"Primaria (073)",5876,33,797,3946,103,991,6
"Secundaria (074)",1257,36,242,736,23,219,1
"Superior no univ. incompleta (075)",54,6,5,34,1,6,2
"Superior no univ. completa (076)",117,45,17,45,1,9,
"Superior univ. incompleta (077)",34,11,1,17,,5,
"Superior univ. completa (078)",45,34,1,10,,,
"Mujeres (080)",1631,135,270,397,3,672,154
"Sin nivel (081)",423,10,101,113,,152,47
"Educación inicial (082)",4,,,1,,3,
"Primaria (083)",976,27,151,227,2,473,96
"Secundaria (084)",144,27,17,46,1,42,11
"Superior no univ. incompleta (085)",6,5,,1,,,
"Superior no univ. completa (086)",43,35,1,6,,1,
"Superior univ. incompleta (087)",5,5,,,,,
"Superior univ. completa (088)",30,26,,3,,1,
