"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 9 AÑOS","10 A 14 AÑOS","15 A 19 AÑOS","20 A 29 AÑOS","30 A 39 AÑOS","40 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia SANTA (000)",375430,13629,35022,41031,39207,68467,60096,90757,27221
"Sin nivel (001)",32884,13629,2350,424,473,880,2155,6735,6238
"Educación inicial (002)",10243,,9638,277,95,147,86,,
"Primaria (003)",104260,,23034,24901,3473,7092,8705,24532,12523
"Secundaria (004)",126132,,,15429,26753,27523,23380,29036,4011
"Superior no univ. incompleto (005)",18692,,,,3053,6474,4100,4434,631
"Superior no univ. completo (006)",23181,,,,,6172,6870,8941,1198
"Superior univ. incompleto (007)",26887,,,,5360,12193,4364,4304,666
"Superior univ. completo (008)",33151,,,,,7986,10436,12775,1954
"Hombres (010)",187062,7015,17840,20768,19801,34053,29364,44153,14068
"Sin nivel (011)",12673,7015,1237,234,199,367,650,1505,1466
"Educación inicial (012)",5244,,4949,139,50,76,30,,
"Primaria (013)",51532,,11654,12726,1843,3443,3901,10919,7046
"Secundaria (014)",66809,,,7669,13796,14271,12387,15967,2719
"Superior no univ. incompleto (015)",9714,,,,1615,3293,2006,2395,405
"Superior no univ. completo (016)",11381,,,,,3389,3199,4056,737
"Superior univ. incompleto (017)",13262,,,,2298,5764,2252,2510,438
"Superior univ. completo (018)",16447,,,,,3450,4939,6801,1257
"Mujeres (020)",188368,6614,17182,20263,19406,34414,30732,46604,13153
"Sin nivel (021)",20211,6614,1113,190,274,513,1505,5230,4772
"Educación inicial (022)",4999,,4689,138,45,71,56,,
"Primaria (023)",52728,,11380,12175,1630,3649,4804,13613,5477
"Secundaria (024)",59323,,,7760,12957,13252,10993,13069,1292
"Superior no univ. incompleto (025)",8978,,,,1438,3181,2094,2039,226
"Superior no univ. completo (026)",11800,,,,,2783,3671,4885,461
"Superior univ. incompleto (027)",13625,,,,3062,6429,2112,1794,228
"Superior univ. completo (028)",16704,,,,,4536,5497,5974,697
,,,,,,,,,
"URBANA (030)",351058,12532,32307,37862,36666,64284,56705,85510,25192
"Sin nivel (031)",28703,12532,1926,368,425,723,1788,5631,5310
"Educación inicial (032)",9612,,9045,269,90,133,75,,
"Primaria (033)",92683,,21336,22600,2816,5524,7162,21676,11569
