"CUADRO Nº 8: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia ICA (000)",129879,274547,258247,,4971,94.1,1.8
"De 12 a 14 años (001)",9244,44,41,,8,93.2,18.2
"De 15 a 19 años (002)",16248,1825,1805,562,98.9,30.8,
"De 20 a 24 años (003)",16091,9207,9089,1288,98.7,14,
"De 25 a 29 años (004)",13908,15817,15636,1165,98.9,7.4,
"De 30 a 34 años (005)",12657,22202,21901,1049,98.6,4.7,
"De 35 a 39 años (006)",11775,26693,26154,660,98,2.5,
"De 40 a 44 años (007)",10406,28513,27676,210,97.1,0.7,
"De 45 a 49 años (008)",8776,27328,26260,29,96.1,0.1,
"De 50 y más años (009)",30774,142918,129685,,90.7,,
"Conviviente (010)",29114,66696,64346,2879,96.5,4.3,
"De 12 a 14 años (011)",86,16,14,4,87.5,25,
"De 15 a 19 años (012)",1973,1237,1224,403,98.9,32.6,
"De 20 a 24 años (013)",5570,6113,6027,849,98.6,13.9,
"De 25 a 29 años (014)",5674,9128,9020,726,98.8,8,
"De 30 a 34 años (015)",4883,10601,10441,515,98.5,4.9,
"De 35 a 39 años (016)",3787,10299,10073,290,97.8,2.8,
"De 40 a 44 años (017)",2543,8440,8163,81,96.7,1,
"De 45 a 49 años (018)",1725,6493,6229,11,95.9,0.2,
"De 50 y más años (019)",2873,14369,13155,,91.6,,
"Separado(a) (020)",7379,21022,19954,246,94.9,1.2,
"De 12 a 14 años (021)",6,4,4,,100,,
"De 15 a 19 años (022)",158,130,130,41,100,31.5,
"De 20 a 24 años (023)",564,672,663,63,98.7,9.4,
"De 25 a 29 años (024)",773,1161,1150,49,99.1,4.2,
"De 30 a 34 años (025)",924,1760,1721,52,97.8,3,
"De 35 a 39 años (026)",931,2147,2115,31,98.5,1.4,
"De 40 a 44 años (027)",963,2700,2632,7,97.5,0.3,
"De 45 a 49 años (028)",792,2558,2451,3,95.8,0.1,
"De 50 y más años (029)",2268,9890,9088,,91.9,,
"Casado(a) (030)",38991,136000,127903,1443,94,1.1,
"De 12 a 14 años (031)",10,5,5,1,100,20,
"De 15 a 19 años (032)",213,165,160,42,97,25.5,
"De 20 a 24 años (033)",1265,1356,1344,245,99.1,18.1,
"De 25 a 29 años (034)",2680,4044,3997,312,98.8,7.7,
"De 30 a 34 años (035)",4053,8144,8061,427,99,5.2,
