"CUADRO Nº 7: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia HUANCAYO (000)",189573,414678,380177,,6885,91.7,1.7
"De 12 a 14 años (001)",15806,62,60,,6,96.8,9.7
"De 15 a 19 años (002)",25496,2161,2080,615,96.3,28.5,
"De 20 a 24 años (003)",23561,11977,11679,1608,97.5,13.4,
"De 25 a 29 años (004)",20331,23286,22768,1751,97.8,7.5,
"De 30 a 34 años (005)",18132,34063,33119,1469,97.2,4.3,
"De 35 a 39 años (006)",16735,43618,41881,978,96,2.2,
"De 40 a 44 años (007)",14821,47848,45408,392,94.9,0.8,
"De 45 a 49 años (008)",12764,47865,44694,65,93.4,0.1,
"De 50 y más años (009)",41927,203798,178488,1,87.6,,
"Sin nivel (010)",15109,80364,67653,234,84.2,0.3,
"De 12 a 14 años (011)",75,2,2,,100,,
"De 15 a 19 años (012)",147,24,24,4,100,16.7,
"De 20 a 24 años (013)",200,252,228,14,90.5,5.6,
"De 25 a 29 años (014)",267,553,528,33,95.5,6,
"De 30 a 34 años (015)",520,1536,1458,57,94.9,3.7,
"De 35 a 39 años (016)",718,2789,2588,63,92.8,2.3,
"De 40 a 44 años (017)",960,4611,4256,49,92.3,1.1,
"De 45 a 49 años (018)",1027,5700,5109,14,89.6,0.2,
"De 50 y más años (019)",11195,64897,53460,,82.4,,
"Educacion Inicial (020)",207,278,263,9,94.6,3.2,
"De 12 a 14 años (021)",43,,,,,,
"De 15 a 19 años (022)",22,5,4,1,80,20,
"De 20 a 24 años (023)",36,32,25,1,78.1,3.1,
"De 25 a 29 años (024)",35,60,58,5,96.7,8.3,
"De 30 a 34 años (025)",31,75,74,1,98.7,1.3,
"De 35 a 39 años (026)",40,106,102,1,96.2,0.9,
"Primaria (030)",41589,152787,138344,1394,90.5,0.9,
"De 12 a 14 años (031)",5348,19,17,2,89.5,10.5,
"De 15 a 19 años (032)",1654,429,414,112,96.5,26.1,
"De 20 a 24 años (033)",1820,2366,2310,251,97.6,10.6,
"De 25 a 29 años (034)",2477,5519,5354,316,97,5.7,
"De 30 a 34 años (035)",2993,8957,8597,306,96,3.4,
"De 35 a 39 años (036)",3692,13821,13005,248,94.1,1.8,
"De 40 a 44 años (037)",4013,17537,16374,136,93.4,0.8,
