"CUADRO Nº 7: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia MOYOBAMBA (000)",39240,102540,94080,,2364,91.7,2.3
"De 12 a 14 años (001)",4287,35,34,,9,97.1,25.7
"De 15 a 19 años (002)",5987,1644,1620,401,98.5,24.4,
"De 20 a 24 años (003)",5049,5536,5408,611,97.7,11,
"De 25 a 29 años (004)",4730,8951,8711,574,97.3,6.4,
"De 30 a 34 años (005)",4132,11249,10871,422,96.6,3.8,
"De 35 a 39 años (006)",3579,12572,12006,240,95.5,1.9,
"De 40 a 44 años (007)",2936,12555,11870,89,94.5,0.7,
"De 45 a 49 años (008)",2253,11110,10282,17,92.5,0.2,
"De 50 y más años (009)",6287,38888,33278,1,85.6,,
"Sin nivel (010)",4080,23865,20171,182,84.5,0.8,
"De 12 a 14 años (011)",52,1,1,,100,,
"De 15 a 19 años (012)",140,92,91,18,98.9,19.6,
"De 20 a 24 años (013)",188,302,291,35,96.4,11.6,
"De 25 a 29 años (014)",217,566,546,37,96.5,6.5,
"De 30 a 34 años (015)",274,1030,961,31,93.3,3,
"De 35 a 39 años (016)",336,1604,1485,38,92.6,2.4,
"De 40 a 44 años (017)",368,2100,1906,18,90.8,0.9,
"De 45 a 49 años (018)",376,2423,2182,5,90.1,0.2,
"De 50 y más años (019)",2129,15747,12708,,80.7,,
"Educacion Inicial (020)",117,186,175,12,94.1,6.5,
"De 12 a 14 años (021)",31,,,,,,
"De 15 a 19 años (022)",13,4,4,1,100,25,
"De 20 a 24 años (023)",19,25,23,2,92,8,
"De 25 a 29 años (024)",30,77,72,5,93.5,6.5,
"De 30 a 34 años (025)",13,43,42,4,97.7,9.3,
"De 35 a 39 años (026)",11,37,34,,91.9,,
"Primaria (030)",18283,57459,53303,1285,92.8,2.2,
"De 12 a 14 años (031)",2189,17,16,7,94.1,41.2,
"De 15 a 19 años (032)",1874,918,903,206,98.4,22.4,
"De 20 a 24 años (033)",2190,3189,3108,302,97.5,9.5,
"De 25 a 29 años (034)",2321,5566,5396,347,96.9,6.2,
"De 30 a 34 años (035)",1972,6516,6271,233,96.2,3.6,
"De 35 a 39 años (036)",1815,7501,7135,128,95.1,1.7,
"De 40 a 44 años (037)",1537,7482,7095,51,94.8,0.7,
"De 45 a 49 años (038)",1198,6532,6027,10,92.3,0.2,
