"CUADRO Nº 12: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,,,,
"URBANA (036)",2629,1350,712,192,375
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",23,,2,,21
"Profes., científicos e intelectuales (038)",290,53,72,20,145
"Técnicos de nivel medio y trab. asimilados (039)",58,12,14,1,31
"Jefes y empleados de oficina (040)",67,4,3,5,55
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",208,199,6,1,2
"Agricult.trabaj.calif.agrop.y pesqueros (042)",357,266,90,1,
"Obreros y oper.minas,cant.,ind.manuf.y otros (043)",132,108,15,3,6
"Obreros construc.,conf.,papel, fab., instr. (044)",96,53,30,6,7
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (045)",1307,597,460,151,99
"Otra (046)",8,,,,8
"Ocupación no especificada (047)",83,58,20,4,1
"Hombres (048)",1639,820,457,113,249
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",20,,1,,19
"Profes., científicos e intelectuales (050)",167,34,41,8,84
"Técnicos de nivel medio y trab. asimilados (051)",42,11,9,1,21
"Jefes y empleados de oficina (052)",45,3,2,2,38
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",63,58,2,1,2
"Agricult.trabaj.calif.agrop.y pesqueros (054)",277,204,72,1,
"Obreros y oper.minas,cant.,ind.manuf.y otros (055)",116,95,13,3,5
"Obreros construc.,conf.,papel, fab., instr. (056)",89,49,30,4,6
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (057)",782,346,278,92,66
"Otra (058)",8,,,,8
"Ocupación no especificada (059)",30,20,9,1,
"Mujeres (060)",990,530,255,79,126
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",3,,1,,2
"Profes., científicos e intelectuales (062)",123,19,31,12,61
"Técnicos de nivel medio y trab. asimilados (063)",16,1,5,,10
"Jefes y empleados de oficina (064)",22,1,1,3,17
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",145,141,4,,
"Agricult.trabaj.calif.agrop.y pesqueros (066)",80,62,18,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (067)",16,13,2,,1
"Obreros construc.,conf.,papel, fab., instr. (068)",7,4,,2,1
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (069)",525,251,182,59,33
"Ocupación no especificada (071)",53,38,11,3,1
,,,,,
"RURAL (072)",1450,1176,130,50,94
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",1,,,,1
"Profes., científicos e intelectuales (074)",33,10,5,1,17
"Técnicos de nivel medio y trab. asimilados (075)",6,,,2,4
"Jefes y empleados de oficina (076)",7,,1,,6
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",36,32,3,1,
"Agricult.trabaj.calif.agrop.y pesqueros (078)",521,496,25,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (079)",88,32,8,16,32
"Obreros construc.,conf.,papel, fab., instr. (080)",14,6,4,2,2
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (081)",718,586,84,18,30
"Ocupación no especificada (083)",26,14,,10,2
"Hombres (084)",1011,789,88,46,88
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",1,,,,1
"Profes., científicos e intelectuales (086)",22,5,4,,13
"Técnicos de nivel medio y trab. asimilados (087)",6,,,2,4
"Jefes y empleados de oficina (088)",7,,1,,6
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",15,13,1,1,
"Agricult.trabaj.calif.agrop.y pesqueros (090)",411,395,16,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (091)",74,18,8,16,32
"Obreros construc.,conf.,papel, fab., instr. (092)",14,6,4,2,2
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (093)",448,348,54,18,28
"Ocupación no especificada (095)",13,4,,7,2
"Mujeres (096)",439,387,42,4,6
"Profes., científicos e intelectuales (098)",11,5,1,1,4
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",21,19,2,,
"Agricult.trabaj.calif.agrop.y pesqueros (102)",110,101,9,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (103)",14,14,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (105)",270,238,30,,2
"Ocupación no especificada (107)",13,10,,3,
