"CUADRO Nº 12: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (033)",2995,2664,156,112,63
"Otra (034)",3,,,,3
"Ocupación no especificada (035)",353,317,16,16,4
,,,,,
"URBANA (036)",16133,10877,1972,1556,1728
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",28,,3,9,16
"Profes., científicos e intelectuales (038)",1764,462,283,552,467
"Técnicos de nivel medio y trab. asimilados (039)",780,323,95,106,256
"Jefes y empleados de oficina (040)",578,132,41,88,317
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",2428,2168,138,64,58
"Agricult.trabaj.calif.agrop.y pesqueros (042)",1005,881,111,10,3
"Obreros y oper.minas,cant.,ind.manuf.y otros (043)",1197,986,124,59,28
"Obreros construc.,conf.,papel, fab., instr. (044)",1976,1564,186,142,84
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (045)",5839,4071,954,497,317
"Otra (046)",168,,,,168
"Ocupación no especificada (047)",370,290,37,29,14
"Hombres (048)",11363,7537,1603,1089,1134
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",23,,1,8,14
"Profes., científicos e intelectuales (050)",859,214,143,261,241
"Técnicos de nivel medio y trab. asimilados (051)",465,239,56,57,113
"Jefes y empleados de oficina (052)",289,44,15,48,182
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",1045,874,82,53,36
"Agricult.trabaj.calif.agrop.y pesqueros (054)",950,832,105,10,3
"Obreros y oper.minas,cant.,ind.manuf.y otros (055)",1011,821,112,55,23
"Obreros construc.,conf.,papel, fab., instr. (056)",1943,1538,184,139,82
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (057)",4436,2849,880,444,263
"Otra (058)",166,,,,166
"Ocupación no especificada (059)",176,126,25,14,11
"Mujeres (060)",4770,3340,369,467,594
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",5,,2,1,2
"Profes., científicos e intelectuales (062)",905,248,140,291,226
"Técnicos de nivel medio y trab. asimilados (063)",315,84,39,49,143
"Jefes y empleados de oficina (064)",289,88,26,40,135
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",1383,1294,56,11,22
"Agricult.trabaj.calif.agrop.y pesqueros (066)",55,49,6,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (067)",186,165,12,4,5
"Obreros construc.,conf.,papel, fab., instr. (068)",33,26,2,3,2
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (069)",1403,1222,74,53,54
"Otra (070)",2,,,,2
"Ocupación no especificada (071)",194,164,12,15,3
,,,,,
"RURAL (072)",11822,10116,1054,392,260
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",5,,1,1,3
"Profes., científicos e intelectuales (074)",308,141,78,50,39
"Técnicos de nivel medio y trab. asimilados (075)",82,48,9,5,20
"Jefes y empleados de oficina (076)",33,5,2,3,23
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",267,243,16,5,3
"Agricult.trabaj.calif.agrop.y pesqueros (078)",3616,3461,142,11,2
"Obreros y oper.minas,cant.,ind.manuf.y otros (079)",265,247,10,4,4
"Obreros construc.,conf.,papel, fab., instr. (080)",291,244,38,4,5
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (081)",6612,5414,740,307,151
"Otra (082)",6,,,,6
"Ocupación no especificada (083)",337,313,18,2,4
"Hombres (084)",9240,7793,920,314,213
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",4,,,1,3
"Profes., científicos e intelectuales (086)",200,93,49,35,23
"Técnicos de nivel medio y trab. asimilados (087)",60,36,8,3,13
"Jefes y empleados de oficina (088)",18,2,1,3,12
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",106,94,7,4,1
"Agricult.trabaj.calif.agrop.y pesqueros (090)",3255,3103,139,11,2
"Obreros y oper.minas,cant.,ind.manuf.y otros (091)",107,91,8,4,4
"Obreros construc.,conf.,papel, fab., instr. (092)",287,242,36,4,5
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (093)",5020,3972,658,248,142
"Otra (094)",5,,,,5
"Ocupación no especificada (095)",178,160,14,1,3
"Mujeres (096)",2582,2323,134,78,47
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (097)",1,,1,,
"Profes., científicos e intelectuales (098)",108,48,29,15,16
"Técnicos de nivel medio y trab. asimilados (099)",22,12,1,2,7
"Jefes y empleados de oficina (100)",15,3,1,,11
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",161,149,9,1,2
"Agricult.trabaj.calif.agrop.y pesqueros (102)",361,358,3,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (103)",158,156,2,,
"Obreros construc.,conf.,papel, fab., instr. (104)",4,2,2,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (105)",1592,1442,82,59,9
"Otra (106)",1,,,,1
"Ocupación no especificada (107)",159,153,4,1,1
