"CUADRO Nº 7: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Hogares privados con servicio doméstico (041)",17,4,10,2,,1
"Actividad economica no especificada (043)",410,2,227,84,69,28
"Mujeres (045)",4877,143,1511,1692,1209,322
"Agric., ganadería, caza y silvicultura (046)",1065,80,297,228,315,145
"Pesca (047)",1,,,,,1
"Explotación de minas y canteras (048)",6,,2,3,1,
"Industrias manufactureras (049)",199,5,60,58,61,15
"Suministro de electricidad, gas y agua (050)",3,,1,2,,
"Construcción (051)",5,1,1,,3,
"Comerc., rep. veh. autom.,motoc. efect. pers. (052)",716,16,197,273,197,33
"Venta, mant.y rep. veh.autom.y motoc. (053)",3,,1,1,1,
"Comercio al por mayor (054)",38,,11,17,10,
"Comercio al por menor (055)",675,16,185,255,186,33
"Hoteles y restaurantes (056)",416,16,129,130,121,20
"Trans., almac. y comunicaciones (057)",12,,9,1,1,1
"Intermediación financiera (058)",5,,2,3,,
"Activid.inmobil., empres. y alquileres (059)",79,,40,24,15,
"Admin.pub. y defensa; p. segur.soc.afil (060)",130,,51,61,18,
"Enseñanza (061)",868,,200,485,181,2
"Servicios sociales y de salud (062)",139,,57,72,10,
"Otras activ. serv.comun.soc y personales (063)",80,2,18,29,27,4
"Hogares privados con servicio doméstico (064)",378,21,225,68,54,10
"Actividad economica no especificada (066)",775,2,222,255,205,91
,,,,,,
"URBANA (067)",5694,122,1641,2081,1495,355
"Agric., ganadería, caza y silvicultura (068)",1229,23,313,338,359,196
"Pesca (069)",3,,2,,1,
"Explotación de minas y canteras (070)",30,,16,10,4,
"Industrias manufactureras (071)",165,2,35,62,48,18
"Suministro de electricidad, gas y agua (072)",16,,5,7,4,
"Construcción (073)",222,2,76,86,52,6
"Comerc., rep. veh. autom.,motoc. efect. pers. (074)",1165,35,313,419,325,73
"Venta, mant.y rep. veh.autom.y motoc. (075)",45,2,21,15,6,1
"Comercio al por mayor (076)",64,,16,26,18,4
"Comercio al por menor (077)",1056,33,276,378,301,68
"Hoteles y restaurantes (078)",396,21,110,116,128,21
"Trans., almac. y comunicaciones (079)",248,13,106,83,44,2
"Intermediación financiera (080)",9,,4,3,2,
"Activid.inmobil., empres. y alquileres (081)",154,,52,63,39,
"Admin.pub. y defensa; p. segur.soc.afil (082)",384,,103,191,88,2
"Enseñanza (083)",939,,146,504,282,7
"Servicios sociales y de salud (084)",142,,45,68,27,2
"Otras activ. serv.comun.soc y personales (085)",118,7,35,41,29,6
"Hogares privados con servicio doméstico (086)",175,16,121,23,14,1
"Actividad economica no especificada (088)",299,3,159,67,49,21
"Hombres (089)",3660,71,1034,1283,986,286
"Agric., ganadería, caza y silvicultura (090)",1144,18,292,316,332,186
"Pesca (091)",3,,2,,1,
"Explotación de minas y canteras (092)",30,,16,10,4,
"Industrias manufactureras (093)",131,2,31,49,33,16
"Suministro de electricidad, gas y agua (094)",15,,5,6,4,
"Construcción (095)",220,1,76,86,51,6
"Comerc., rep. veh. autom.,motoc. efect. pers. (096)",671,20,183,227,189,52
"Venta, mant.y rep. veh.autom.y motoc. (097)",43,2,20,14,6,1
"Comercio al por mayor (098)",38,,8,15,11,4
"Comercio al por menor (099)",590,18,155,198,172,47
"Hoteles y restaurantes (100)",105,7,32,32,27,7
"Trans., almac. y comunicaciones (101)",239,13,98,83,43,2
"Intermediación financiera (102)",4,,2,,2,
"Activid.inmobil., empres. y alquileres (103)",97,,27,43,27,
"Admin.pub. y defensa; p. segur.soc.afil (104)",277,,63,139,73,2
"Enseñanza (105)",426,,45,227,149,5
"Servicios sociales y de salud (106)",52,,12,19,19,2
"Otras activ. serv.comun.soc y personales (107)",65,5,21,24,12,3
"Hogares privados con servicio doméstico (108)",6,3,3,,,
"Actividad economica no especificada (110)",175,2,126,22,20,5
"Mujeres (112)",2034,51,607,798,509,69
"Agric., ganadería, caza y silvicultura (113)",85,5,21,22,27,10
"Industrias manufactureras (116)",34,,4,13,15,2
"Suministro de electricidad, gas y agua (117)",1,,,1,,
"Construcción (118)",2,1,,,1,
"Comerc., rep. veh. autom.,motoc. efect. pers. (119)",494,15,130,192,136,21
"Venta, mant.y rep. veh.autom.y motoc. (120)",2,,1,1,,
"Comercio al por mayor (121)",26,,8,11,7,
"Comercio al por menor (122)",466,15,121,180,129,21
"Hoteles y restaurantes (123)",291,14,78,84,101,14
"Trans., almac. y comunicaciones (124)",9,,8,,1,
"Intermediación financiera (125)",5,,2,3,,
"Activid.inmobil., empres. y alquileres (126)",57,,25,20,12,
"Admin.pub. y defensa; p. segur.soc.afil (127)",107,,40,52,15,
"Enseñanza (128)",513,,101,277,133,2
"Servicios sociales y de salud (129)",90,,33,49,8,
"Otras activ. serv.comun.soc y personales (130)",53,2,14,17,17,3
"Hogares privados con servicio doméstico (131)",169,13,118,23,14,1
"Actividad economica no especificada (133)",124,1,33,45,29,16
,,,,,,
"RURAL (134)",30074,758,10026,8709,7410,3171
"Agric., ganadería, caza y silvicultura (135)",25849,717,8551,7151,6479,2951
"Pesca (136)",9,,7,,,2
"Explotación de minas y canteras (137)",374,3,193,109,62,7
"Industrias manufactureras (138)",360,9,123,102,97,29
"Suministro de electricidad, gas y agua (139)",63,,18,29,10,6
"Construcción (140)",390,4,115,154,97,20
"Comerc., rep. veh. autom.,motoc. efect. pers. (141)",569,7,152,222,157,31
"Venta, mant.y rep. veh.autom.y motoc. (142)",24,,8,9,7,
"Comercio al por mayor (143)",26,,4,16,6,
"Comercio al por menor (144)",519,7,140,197,144,31
"Hoteles y restaurantes (145)",174,3,71,61,32,7
"Trans., almac. y comunicaciones (146)",221,4,106,71,37,3
"Activid.inmobil., empres. y alquileres (148)",51,,28,15,7,1
"Admin.pub. y defensa; p. segur.soc.afil (149)",127,,42,53,29,3
"Enseñanza (150)",640,,155,375,110,
"Servicios sociales y de salud (151)",87,,44,29,13,1
"Otras activ. serv.comun.soc y personales (152)",54,1,17,19,15,2
"Hogares privados con servicio doméstico (153)",220,9,114,47,40,10
"Actividad economica no especificada (155)",886,1,290,272,225,98
"Hombres (156)",27231,666,9122,7815,6710,2918
"Agric., ganadería, caza y silvicultura (157)",24869,642,8275,6945,6191,2816
"Pesca (158)",8,,7,,,1
"Explotación de minas y canteras (159)",368,3,191,106,61,7
"Industrias manufactureras (160)",195,4,67,57,51,16
"Suministro de electricidad, gas y agua (161)",61,,17,28,10,6
"Construcción (162)",387,4,114,154,95,20
"Comerc., rep. veh. autom.,motoc. efect. pers. (163)",347,6,85,141,96,19
"Venta, mant.y rep. veh.autom.y motoc. (164)",23,,8,9,6,
"Comercio al por mayor (165)",14,,1,10,3,
"Comercio al por menor (166)",310,6,76,122,87,19
"Hoteles y restaurantes (167)",49,1,20,15,12,1
"Trans., almac. y comunicaciones (168)",218,4,105,70,37,2
"Activid.inmobil., empres. y alquileres (170)",29,,13,11,4,1
"Admin.pub. y defensa; p. segur.soc.afil (171)",104,,31,44,26,3
"Enseñanza (172)",285,,56,167,62,
"Servicios sociales y de salud (173)",38,,20,6,11,1
"Otras activ. serv.comun.soc y personales (174)",27,1,13,7,5,1
"Hogares privados con servicio doméstico (175)",11,1,7,2,,1
"Actividad economica no especificada (177)",235,,101,62,49,23
"Mujeres (179)",2843,92,904,894,700,253
"Agric., ganadería, caza y silvicultura (180)",980,75,276,206,288,135
"Pesca (181)",1,,,,,1
"Explotación de minas y canteras (182)",6,,2,3,1,
"Industrias manufactureras (183)",165,5,56,45,46,13
"Suministro de electricidad, gas y agua (184)",2,,1,1,,
"Construcción (185)",3,,1,,2,
"Comerc., rep. veh. autom.,motoc. efect. pers. (186)",222,1,67,81,61,12
"Venta, mant.y rep. veh.autom.y motoc. (187)",1,,,,1,
"Comercio al por mayor (188)",12,,3,6,3,
"Comercio al por menor (189)",209,1,64,75,57,12
"Hoteles y restaurantes (190)",125,2,51,46,20,6
"Trans., almac. y comunicaciones (191)",3,,1,1,,1
"Activid.inmobil., empres. y alquileres (193)",22,,15,4,3,
"Admin.pub. y defensa; p. segur.soc.afil (194)",23,,11,9,3,
"Enseñanza (195)",355,,99,208,48,
"Servicios sociales y de salud (196)",49,,24,23,2,
"Otras activ. serv.comun.soc y personales (197)",27,,4,12,10,1
"Hogares privados con servicio doméstico (198)",209,8,107,45,40,9
"Actividad economica no especificada (200)",651,1,189,210,176,75
