"CUADRO Nº 3: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Desocupada (030)",936,12,506,242,137,39
"Sin nivel (031)",13,,2,2,6,3
"Educación inicial (032)",1,,,1,,
"Primaria (033)",158,9,46,42,40,21
"Secundaria (034)",492,3,297,124,58,10
"Superior no univ. incompleta (035)",70,,45,15,7,3
"Superior no univ. completa (036)",95,,60,24,10,1
"Superior univ. incompleta (037)",41,,29,6,6,
"Superior univ. completa (038)",66,,27,28,10,1
"No PEA (040)",31096,12046,8684,3878,3317,3171
"Sin nivel (041)",1505,222,108,236,352,587
"Educación inicial (042)",859,844,9,6,,
"Primaria (043)",13563,8448,883,1074,1422,1736
"Secundaria (044)",11142,2532,5590,1574,980,466
"Superior no univ. incompleta (045)",1281,,855,269,96,61
"Superior no univ. completa (046)",908,,345,311,163,89
"Superior univ. incompleta (047)",982,,707,156,75,44
"Superior univ. completa (048)",856,,187,252,229,188
,,,,,,
"URBANA (060)",43878,8576,13119,10364,7856,3963
"Sin nivel (061)",1411,128,114,267,410,492
"Educación inicial (062)",583,560,12,11,,
"Primaria (063)",13357,5865,970,1730,2588,2204
"Secundaria (064)",17830,2023,7817,4499,2783,708
"Superior no univ. incompleta (065)",2772,,1439,858,377,98
"Superior no univ. completa (066)",2685,,1022,1077,459,127
"Superior univ. incompleta (067)",2021,,1068,564,316,73
"Superior univ. completa (068)",3219,,677,1358,923,261
"PEA (070)",21997,210,6889,7717,5515,1666
"Sin nivel (071)",465,3,40,126,193,103
"Educación inicial (072)",18,4,6,8,,
"Primaria (073)",4399,101,522,1117,1661,998
"Secundaria (074)",9671,102,3799,3387,2047,336
"Superior no univ. incompleta (075)",1773,,779,648,302,44
"Superior no univ. completa (076)",1970,,742,849,328,51
"Superior univ. incompleta (077)",1188,,462,438,254,34
"Superior univ. completa (078)",2513,,539,1144,730,100
"Ocupada (080)",21279,202,6507,7533,5405,1632
"Sin nivel (081)",457,3,38,125,190,101
"Educación inicial (082)",18,4,6,8,,
"Primaria (083)",4289,94,495,1091,1630,979
"Secundaria (084)",9299,101,3578,3293,2000,327
"Superior no univ. incompleta (085)",1718,,745,635,296,42
"Superior no univ. completa (086)",1889,,692,828,319,50
"Superior univ. incompleta (087)",1154,,438,433,249,34
"Superior univ. completa (088)",2455,,515,1120,721,99
"Desocupada (090)",718,8,382,184,110,34
"Sin nivel (091)",8,,2,1,3,2
"Primaria (093)",110,7,27,26,31,19
"Secundaria (094)",372,1,221,94,47,9
"Superior no univ. incompleta (095)",55,,34,13,6,2
"Superior no univ. completa (096)",81,,50,21,9,1
"Superior univ. incompleta (097)",34,,24,5,5,
"Superior univ. completa (098)",58,,24,24,9,1
"No PEA (100)",21881,8366,6230,2647,2341,2297
"Sin nivel (101)",946,125,74,141,217,389
"Educación inicial (102)",565,556,6,3,,
"Primaria (103)",8958,5764,448,613,927,1206
"Secundaria (104)",8159,1921,4018,1112,736,372
"Superior no univ. incompleta (105)",999,,660,210,75,54
"Superior no univ. completa (106)",715,,280,228,131,76
"Superior univ. incompleta (107)",833,,606,126,62,39
"Superior univ. completa (108)",706,,138,214,193,161
,,,,,,
"RURAL (120)",20766,3828,6478,5093,3603,1764
"Sin nivel (121)",916,106,61,210,268,271
"Educación inicial (122)",300,290,4,6,,
"Primaria (123)",8270,2778,1139,1520,1676,1157
"Secundaria (124)",8348,654,4022,2245,1186,241
"Superior no univ. incompleta (125)",981,,542,316,107,16
"Superior no univ. completa (126)",760,,276,342,117,25
"Superior univ. incompleta (127)",490,,236,153,83,18
"Superior univ. completa (128)",701,,198,301,166,36
"PEA (130)",11551,148,4024,3862,2627,890
"Sin nivel (131)",357,9,27,115,133,73
"Educación inicial (132)",6,2,1,3,,
"Primaria (133)",3665,94,704,1059,1181,627
"Secundaria (134)",5365,43,2450,1783,942,147
"Superior no univ. incompleta (135)",699,,347,257,86,9
"Superior no univ. completa (136)",567,,211,259,85,12
"Superior univ. incompleta (137)",341,,135,123,70,13
"Superior univ. completa (138)",551,,149,263,130,9
"Ocupada (140)",11333,144,3900,3804,2600,885
"Sin nivel (141)",352,9,27,114,130,72
"Educación inicial (142)",5,2,1,2,,
"Primaria (143)",3617,92,685,1043,1172,625
"Secundaria (144)",5245,41,2374,1753,931,146
"Superior no univ. incompleta (145)",684,,336,255,85,8
"Superior no univ. completa (146)",553,,201,256,84,12
"Superior univ. incompleta (147)",334,,130,122,69,13
"Superior univ. completa (148)",543,,146,259,129,9
"Desocupada (150)",218,4,124,58,27,5
"Sin nivel (151)",5,,,1,3,1
"Educación inicial (152)",1,,,1,,
"Primaria (153)",48,2,19,16,9,2
"Secundaria (154)",120,2,76,30,11,1
"Superior no univ. incompleta (155)",15,,11,2,1,1
"Superior no univ. completa (156)",14,,10,3,1,
"Superior univ. incompleta (157)",7,,5,1,1,
"Superior univ. completa (158)",8,,3,4,1,
"No PEA (160)",9215,3680,2454,1231,976,874
"Sin nivel (161)",559,97,34,95,135,198
"Educación inicial (162)",294,288,3,3,,
"Primaria (163)",4605,2684,435,461,495,530
"Secundaria (164)",2983,611,1572,462,244,94
"Superior no univ. incompleta (165)",282,,195,59,21,7
"Superior no univ. completa (166)",193,,65,83,32,13
"Superior univ. incompleta (167)",149,,101,30,13,5
"Superior univ. completa (168)",150,,49,38,36,27
