"CUADRO Nº 32: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA"
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",7989,6,134,440,98,4267,,1194,180,1670,,
"Venta, mant.y rep. veh.autom.y motoc. (030)",1322,,21,66,9,186,,919,79,42,,
"Comercio al por mayor (031)",617,3,22,85,37,330,,2,23,115,,
"Comercio al por menor (032)",6050,3,91,289,52,3751,,273,78,1513,,
"Hoteles y restaurantes (033)",1292,1,41,77,87,704,,,,382,,
"Trans., almac. y comunicaciones (034)",6314,6,54,154,178,4,,53,4966,899,,
"Intermediación financiera (035)",261,,38,46,163,,,,,14,,
"Activid.inmobil., empres. y alquileres (036)",3040,8,640,585,293,697,,42,93,682,,
"Admin.pub. y defensa; p. segur.soc.afil (037)",1528,37,228,148,411,39,,7,47,212,399,
"Enseñanza (038)",2297,34,2064,40,103,,,,1,55,,
"Servicios sociales y de salud (039)",528,,262,158,36,14,,8,15,35,,
"Otras activ. serv.comun.soc y personales (040)",1370,2,220,351,76,94,,72,31,524,,
"Hogares privados con servicio doméstico (041)",83,,,,,,,,,83,,
"Actividad economica no especificada (043)",922,,51,37,25,,,,4,4,,801
"Mujeres (044)",26358,58,4404,1401,1859,7198,933,821,217,8741,25,701
"Agric., ganadería, caza y silvicultura (045)",3924,,33,24,14,1,927,3,1,2921,,
"Pesca (046)",59,1,16,6,12,,6,,,18,,
"Explotación de minas y canteras (047)",7,,5,,2,,,,,,,
"Industrias manufactureras (048)",1193,1,70,79,86,33,,743,123,58,,
"Suministro de electricidad, gas y agua (049)",20,,4,2,10,,,1,,3,,
"Construcción (050)",85,,15,9,7,,,9,22,23,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",7613,7,90,243,160,5264,,46,7,1796,,
"Venta, mant.y rep. veh.autom.y motoc. (052)",104,,6,8,12,53,,19,4,2,,
"Comercio al por mayor (053)",317,3,17,52,39,185,,1,3,17,,
"Comercio al por menor (054)",7192,4,67,183,109,5026,,26,,1777,,
"Hoteles y restaurantes (055)",2661,,21,78,72,1517,,,,973,,
"Trans., almac. y comunicaciones (056)",477,1,15,62,116,43,,1,62,177,,
"Intermediación financiera (057)",201,3,19,48,128,,,,,3,,
"Activid.inmobil., empres. y alquileres (058)",1041,2,288,205,372,17,,3,,154,,
"Admin.pub. y defensa; p. segur.soc.afil (059)",826,11,216,135,395,2,,,,42,25,
"Enseñanza (060)",3189,30,2942,32,167,,,,,18,,
"Servicios sociales y de salud (061)",1134,,560,353,93,42,,2,,84,,
"Otras activ. serv.comun.soc y personales (062)",1022,1,78,97,105,275,,13,2,451,,
"Hogares privados con servicio doméstico (063)",2028,,1,6,,4,,,,2017,,
"Actividad economica no especificada (065)",878,1,31,22,120,,,,,3,,701
,,,,,,,,,,,,
"URBANA (066)",67144,157,8312,3817,3475,12538,5279,5086,8319,18383,422,1356
"Agric., ganadería, caza y silvicultura (067)",11500,1,127,86,38,,4488,18,58,6684,,
"Pesca (068)",1440,7,43,32,21,,791,11,22,513,,
"Explotación de minas y canteras (069)",129,,22,6,9,1,,45,20,26,,
"Industrias manufactureras (070)",5133,4,245,302,214,57,,3247,742,322,,
"Suministro de electricidad, gas y agua (071)",149,,22,23,19,,,31,22,32,,
"Construcción (072)",3886,1,76,113,18,,,348,2387,943,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",15058,13,218,671,256,9187,,1191,181,3341,,
"Venta, mant.y rep. veh.autom.y motoc. (074)",1370,,27,72,21,230,,900,79,41,,
"Comercio al por mayor (075)",911,6,37,135,76,500,,3,26,128,,
"Comercio al por menor (076)",12777,7,154,464,159,8457,,288,76,3172,,
"Hoteles y restaurantes (077)",3809,1,62,151,158,2127,,,,1310,,
"Trans., almac. y comunicaciones (078)",6434,7,69,215,292,47,,53,4711,1040,,
"Intermediación financiera (079)",459,3,57,94,288,,,,,17,,
"Activid.inmobil., empres. y alquileres (080)",3920,10,910,777,652,658,,43,78,792,,
"Admin.pub. y defensa; p. segur.soc.afil (081)",2307,44,436,277,792,41,,7,46,242,422,
"Enseñanza (082)",5324,62,4851,71,269,,,,1,70,,
"Servicios sociales y de salud (083)",1615,,801,494,129,53,,10,15,113,,
"Otras activ. serv.comun.soc y personales (084)",2334,3,292,441,176,363,,82,32,945,,
"Hogares privados con servicio doméstico (085)",1995,,,5,,4,,,,1986,,
"Actividad economica no especificada (087)",1652,1,81,59,144,,,,4,7,,1356
"Hombres (088)",43004,100,4037,2446,1641,5625,4599,4290,8126,11011,397,732
"Agric., ganadería, caza y silvicultura (089)",8954,1,97,66,25,,3814,15,57,4879,,
"Pesca (090)",1384,6,28,26,9,,785,11,22,497,,
"Explotación de minas y canteras (091)",124,,19,6,7,1,,45,20,26,,
"Industrias manufactureras (092)",3990,3,175,224,131,25,,2528,639,265,,
"Suministro de electricidad, gas y agua (093)",130,,18,21,10,,,30,22,29,,
"Construcción (094)",3802,1,61,104,12,,,339,2365,920,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",7730,6,131,432,97,4121,,1146,174,1623,,
"Venta, mant.y rep. veh.autom.y motoc. (096)",1268,,21,64,9,178,,882,75,39,,
"Comercio al por mayor (097)",604,3,22,84,37,322,,2,23,111,,
"Comercio al por menor (098)",5858,3,88,284,51,3621,,262,76,1473,,
"Hoteles y restaurantes (099)",1264,1,41,76,86,688,,,,372,,
"Trans., almac. y comunicaciones (100)",5962,6,54,153,177,4,,52,4653,863,,
"Intermediación financiera (101)",260,,38,46,162,,,,,14,,
"Activid.inmobil., empres. y alquileres (102)",2890,8,626,573,283,641,,40,78,641,,
"Admin.pub. y defensa; p. segur.soc.afil (103)",1500,33,224,144,406,39,,7,46,204,397,
"Enseñanza (104)",2233,33,2005,40,102,,,,1,52,,
"Servicios sociales y de salud (105)",513,,253,153,36,14,,8,15,34,,
"Otras activ. serv.comun.soc y personales (106)",1338,2,216,345,73,92,,69,30,511,,
"Hogares privados con servicio doméstico (107)",77,,,,,,,,,77,,
"Actividad economica no especificada (109)",853,,51,37,25,,,,4,4,,732
"Mujeres (110)",24140,57,4275,1371,1834,6913,680,796,193,7372,25,624
"Agric., ganadería, caza y silvicultura (111)",2546,,30,20,13,,674,3,1,1805,,
"Pesca (112)",56,1,15,6,12,,6,,,16,,
"Explotación de minas y canteras (113)",5,,3,,2,,,,,,,
"Industrias manufactureras (114)",1143,1,70,78,83,32,,719,103,57,,
"Suministro de electricidad, gas y agua (115)",19,,4,2,9,,,1,,3,,
"Construcción (116)",84,,15,9,6,,,9,22,23,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",7328,7,87,239,159,5066,,45,7,1718,,
"Venta, mant.y rep. veh.autom.y motoc. (118)",102,,6,8,12,52,,18,4,2,,
"Comercio al por mayor (119)",307,3,15,51,39,178,,1,3,17,,
"Comercio al por menor (120)",6919,4,66,180,108,4836,,26,,1699,,
"Hoteles y restaurantes (121)",2545,,21,75,72,1439,,,,938,,
"Trans., almac. y comunicaciones (122)",472,1,15,62,115,43,,1,58,177,,
"Intermediación financiera (123)",199,3,19,48,126,,,,,3,,
"Activid.inmobil., empres. y alquileres (124)",1030,2,284,204,369,17,,3,,151,,
"Admin.pub. y defensa; p. segur.soc.afil (125)",807,11,212,133,386,2,,,,38,25,
"Enseñanza (126)",3091,29,2846,31,167,,,,,18,,
"Servicios sociales y de salud (127)",1102,,548,341,93,39,,2,,79,,
"Otras activ. serv.comun.soc y personales (128)",996,1,76,96,103,271,,13,2,434,,
"Hogares privados con servicio doméstico (129)",1918,,,5,,4,,,,1909,,
"Actividad economica no especificada (131)",799,1,30,22,119,,,,,3,,624
,,,,,,,,,,,,
"RURAL (132)",10178,6,250,106,56,505,2748,193,521,5645,2,146
"Agric., ganadería, caza y silvicultura (133)",8019,,20,30,7,1,2737,2,32,5190,,
"Pesca (134)",21,,1,,,,11,,,9,,
"Explotación de minas y canteras (135)",33,,9,2,2,,,16,2,2,,
"Industrias manufactureras (136)",200,,3,6,3,1,,104,78,5,,
"Suministro de electricidad, gas y agua (137)",8,,,1,1,,,4,1,1,,
"Construcción (138)",110,,1,5,1,,,12,68,23,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",544,,6,12,2,344,,49,6,125,,
"Venta, mant.y rep. veh.autom.y motoc. (140)",56,,,2,,9,,38,4,3,,
"Comercio al por mayor (141)",23,,2,2,,15,,,,4,,
"Comercio al por menor (142)",465,,4,8,2,320,,11,2,118,,
"Hoteles y restaurantes (143)",144,,,4,1,94,,,,45,,
"Trans., almac. y comunicaciones (144)",357,,,1,2,,,1,317,36,,
"Intermediación financiera (145)",3,,,,3,,,,,,,
"Activid.inmobil., empres. y alquileres (146)",161,,18,13,13,56,,2,15,44,,
"Admin.pub. y defensa; p. segur.soc.afil (147)",47,4,8,6,14,,,,1,12,2,
"Enseñanza (148)",162,2,155,1,1,,,,,3,,
"Servicios sociales y de salud (149)",47,,21,17,,3,,,,6,,
"Otras activ. serv.comun.soc y personales (150)",58,,6,7,5,6,,3,1,30,,
"Hogares privados con servicio doméstico (151)",116,,1,1,,,,,,114,,
"Actividad economica no especificada (153)",148,,1,,1,,,,,,,146
"Hombres (154)",7960,5,121,76,31,220,2495,168,497,4276,2,69
"Agric., ganadería, caza y silvicultura (155)",6641,,17,26,6,,2484,2,32,4074,,
"Pesca (156)",18,,,,,,11,,,7,,
"Explotación de minas y canteras (157)",31,,7,2,2,,,16,2,2,,
"Industrias manufactureras (158)",150,,3,5,,,,80,58,4,,
"Suministro de electricidad, gas y agua (159)",7,,,1,,,,4,1,1,,
"Construcción (160)",109,,1,5,,,,12,68,23,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",259,,3,8,1,146,,48,6,47,,
"Venta, mant.y rep. veh.autom.y motoc. (162)",54,,,2,,8,,37,4,3,,
"Comercio al por mayor (163)",13,,,1,,8,,,,4,,
"Comercio al por menor (164)",192,,3,5,1,130,,11,2,40,,
"Hoteles y restaurantes (165)",28,,,1,1,16,,,,10,,
"Trans., almac. y comunicaciones (166)",352,,,1,1,,,1,313,36,,
"Intermediación financiera (167)",1,,,,1,,,,,,,
"Activid.inmobil., empres. y alquileres (168)",150,,14,12,10,56,,2,15,41,,
"Admin.pub. y defensa; p. segur.soc.afil (169)",28,4,4,4,5,,,,1,8,2,
"Enseñanza (170)",64,1,59,,1,,,,,3,,
"Servicios sociales y de salud (171)",15,,9,5,,,,,,1,,
"Otras activ. serv.comun.soc y personales (172)",32,,4,6,3,2,,3,1,13,,
"Hogares privados con servicio doméstico (173)",6,,,,,,,,,6,,
"Actividad economica no especificada (175)",69,,,,,,,,,,,69
"Mujeres (176)",2218,1,129,30,25,285,253,25,24,1369,,77
"Agric., ganadería, caza y silvicultura (177)",1378,,3,4,1,1,253,,,1116,,
"Pesca (178)",3,,1,,,,,,,2,,
"Explotación de minas y canteras (179)",2,,2,,,,,,,,,
"Industrias manufactureras (180)",50,,,1,3,1,,24,20,1,,
"Suministro de electricidad, gas y agua (181)",1,,,,1,,,,,,,
"Construcción (182)",1,,,,1,,,,,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",285,,3,4,1,198,,1,,78,,
"Venta, mant.y rep. veh.autom.y motoc. (184)",2,,,,,1,,1,,,,
"Comercio al por mayor (185)",10,,2,1,,7,,,,,,
"Comercio al por menor (186)",273,,1,3,1,190,,,,78,,
"Hoteles y restaurantes (187)",116,,,3,,78,,,,35,,
"Trans., almac. y comunicaciones (188)",5,,,,1,,,,4,,,
"Intermediación financiera (189)",2,,,,2,,,,,,,
"Activid.inmobil., empres. y alquileres (190)",11,,4,1,3,,,,,3,,
"Admin.pub. y defensa; p. segur.soc.afil (191)",19,,4,2,9,,,,,4,,
"Enseñanza (192)",98,1,96,1,,,,,,,,
"Servicios sociales y de salud (193)",32,,12,12,,3,,,,5,,
"Otras activ. serv.comun.soc y personales (194)",26,,2,1,2,4,,,,17,,
"Hogares privados con servicio doméstico (195)",110,,1,1,,,,,,108,,
"Actividad economica no especificada (197)",79,,1,,1,,,,,,,77
