"CUADRO Nº 31: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,,
,,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,,DESOCU-PADO
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA",
,,,,,,,,,,,,,
"Provincia JORGE BASADRE (000)",5698,29,462,220,302,306,778,468,607,2089,200,90,147
"Agric., ganadería, caza y silvicultura (001)",1631,,4,4,2,,760,,3,858,,,
"Pesca (002)",22,,,,,,18,,,4,,,
"Explotación de minas y canteras (003)",526,16,100,45,37,1,,207,96,24,,,
"Industrias manufactureras (004)",187,,10,4,2,4,,96,68,3,,,
"Suministro de electricidad, gas y agua (005)",10,,1,2,,,,1,2,4,,,
"Construcción (006)",342,,32,21,6,,,24,119,140,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (007)",251,,6,11,3,116,,75,6,34,,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",98,,5,5,1,8,,72,5,2,,,
"Comercio al por mayor (009)",8,,,,1,7,,,,,,,
"Comercio al por menor (010)",145,,1,6,1,101,,3,1,32,,,
"Hoteles y restaurantes (011)",184,1,2,5,4,111,,,,61,,,
"Trans., almac. y comunicaciones (012)",138,,,4,15,,,4,102,13,,,
"Intermediación financiera (013)",7,,1,1,4,,,,,1,,,
"Activid.inmobil., empres. y alquileres (014)",138,,29,25,14,24,,4,20,22,,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",1633,9,95,63,186,40,,57,188,795,200,,
"Enseñanza (016)",142,3,120,2,4,,,,,13,,,
"Servicios sociales y de salud (017)",93,,56,21,,7,,,2,7,,,
"Otras activ. serv.comun.soc y personales (018)",40,,2,8,7,3,,,1,19,,,
"Hogares privados con servicio doméstico (019)",84,,,,,,,,,84,,,
"Actividad economica no especificada (021)",123,,4,4,18,,,,,7,,90,
"Desocupado (022)",147,,,,,,,,,,,,147
"Hombres (023)",4115,26,297,161,170,130,552,444,566,1442,198,57,72
"Agric., ganadería, caza y silvicultura (024)",1010,,3,4,2,,534,,3,464,,,
"Pesca (025)",21,,,,,,18,,,3,,,
"Explotación de minas y canteras (026)",502,16,90,42,29,1,,205,96,23,,,
"Industrias manufactureras (027)",146,,9,4,2,,,87,41,3,,,
"Suministro de electricidad, gas y agua (028)",10,,1,2,,,,1,2,4,,,
"Construcción (029)",328,,28,20,5,,,23,116,136,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (030)",135,,6,9,2,29,,73,6,10,,,
"Venta, mant.y rep. veh.autom.y motoc. (031)",96,,5,5,1,8,,70,5,2,,,
"Comercio al por mayor (032)",2,,,,1,1,,,,,,,
"Comercio al por menor (033)",37,,1,4,,20,,3,1,8,,,
"Hoteles y restaurantes (034)",73,1,1,3,4,38,,,,26,,,
"Trans., almac. y comunicaciones (035)",123,,,2,11,,,4,99,7,,,
"Intermediación financiera (036)",2,,,,2,,,,,,,,
"Activid.inmobil., empres. y alquileres (037)",101,,19,14,8,23,,4,18,15,,,
"Admin.pub. y defensa; p. segur.soc.afil (038)",1389,8,71,38,95,39,,47,182,711,198,,
"Enseñanza (039)",50,1,40,1,1,,,,,7,,,
"Servicios sociales y de salud (040)",43,,26,11,,,,,2,4,,,
"Otras activ. serv.comun.soc y personales (041)",23,,,7,,,,,1,15,,,
"Hogares privados con servicio doméstico (042)",7,,,,,,,,,7,,,
"Actividad economica no especificada (044)",80,,3,4,9,,,,,7,,57,
"Desocupado (045)",72,,,,,,,,,,,,72
"Mujeres (046)",1583,3,165,59,132,176,226,24,41,647,2,33,75
"Agric., ganadería, caza y silvicultura (047)",621,,1,,,,226,,,394,,,
"Pesca (048)",1,,,,,,,,,1,,,
"Explotación de minas y canteras (049)",24,,10,3,8,,,2,,1,,,
"Industrias manufactureras (050)",41,,1,,,4,,9,27,,,,
"Construcción (052)",14,,4,1,1,,,1,3,4,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (053)",116,,,2,1,87,,2,,24,,,
"Venta, mant.y rep. veh.autom.y motoc. (054)",2,,,,,,,2,,,,,
"Comercio al por mayor (055)",6,,,,,6,,,,,,,
"Comercio al por menor (056)",108,,,2,1,81,,,,24,,,
"Hoteles y restaurantes (057)",111,,1,2,,73,,,,35,,,
"Trans., almac. y comunicaciones (058)",15,,,2,4,,,,3,6,,,
"Intermediación financiera (059)",5,,1,1,2,,,,,1,,,
"Activid.inmobil., empres. y alquileres (060)",37,,10,11,6,1,,,2,7,,,
"Admin.pub. y defensa; p. segur.soc.afil (061)",244,1,24,25,91,1,,10,6,84,2,,
"Enseñanza (062)",92,2,80,1,3,,,,,6,,,
"Servicios sociales y de salud (063)",50,,30,10,,7,,,,3,,,
"Otras activ. serv.comun.soc y personales (064)",17,,2,1,7,3,,,,4,,,
"Hogares privados con servicio doméstico (065)",77,,,,,,,,,77,,,
"Actividad economica no especificada (067)",43,,1,,9,,,,,,,33,
"Desocupado (068)",75,,,,,,,,,,,,75
,,,,,,,,,,,,,
"URBANA (069)",3452,27,422,173,238,214,175,418,434,1004,191,64,92
"Agric., ganadería, caza y silvicultura (070)",437,,1,1,2,,175,,1,257,,,
"Pesca (071)",2,,,,,,,,,2,,,
"Explotación de minas y canteras (072)",525,16,100,45,37,1,,207,95,24,,,
"Industrias manufactureras (073)",119,,9,3,2,4,,80,20,1,,,
"Suministro de electricidad, gas y agua (074)",7,,,2,,,,1,2,2,,,
"Construcción (075)",259,,28,16,3,,,21,90,101,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (076)",178,,6,10,2,72,,68,5,15,,,
"Venta, mant.y rep. veh.autom.y motoc. (077)",85,,5,4,1,3,,65,5,2,,,
"Comercio al por mayor (078)",6,,,,1,5,,,,,,,
"Comercio al por menor (079)",87,,1,6,,64,,3,,13,,,
"Hoteles y restaurantes (080)",144,1,2,5,4,86,,,,46,,,
"Trans., almac. y comunicaciones (081)",104,,,4,13,,,4,72,11,,,
"Intermediación financiera (082)",6,,1,1,3,,,,,1,,,
"Activid.inmobil., empres. y alquileres (083)",116,,28,20,13,22,,4,13,16,,,
"Admin.pub. y defensa; p. segur.soc.afil (084)",1059,7,89,39,131,23,,33,133,413,191,,
"Enseñanza (085)",121,3,101,1,4,,,,,12,,,
"Servicios sociales y de salud (086)",79,,51,17,,3,,,2,6,,,
"Otras activ. serv.comun.soc y personales (087)",36,,2,7,7,3,,,1,16,,,
"Hogares privados con servicio doméstico (088)",76,,,,,,,,,76,,,
"Actividad economica no especificada (090)",92,,4,2,17,,,,,5,,64,
"Desocupado (091)",92,,,,,,,,,,,,92
"Hombres (092)",2598,24,278,129,143,90,116,404,415,717,189,44,49
"Agric., ganadería, caza y silvicultura (093)",252,,1,1,2,,116,,1,131,,,
"Pesca (094)",1,,,,,,,,,1,,,
"Explotación de minas y canteras (095)",501,16,90,42,29,1,,205,95,23,,,
"Industrias manufactureras (096)",102,,8,3,2,,,76,12,1,,,
"Suministro de electricidad, gas y agua (097)",7,,,2,,,,1,2,2,,,
"Construcción (098)",248,,24,15,2,,,21,87,99,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (099)",110,,6,8,2,14,,67,5,8,,,
"Venta, mant.y rep. veh.autom.y motoc. (100)",84,,5,4,1,3,,64,5,2,,,
"Comercio al por mayor (101)",1,,,,1,,,,,,,,
"Comercio al por menor (102)",25,,1,4,,11,,3,,6,,,
"Hoteles y restaurantes (103)",63,1,1,3,4,32,,,,22,,,
"Trans., almac. y comunicaciones (104)",90,,,2,10,,,4,69,5,,,
"Intermediación financiera (105)",2,,,,2,,,,,,,,
"Activid.inmobil., empres. y alquileres (106)",82,,18,10,8,21,,4,11,10,,,
"Admin.pub. y defensa; p. segur.soc.afil (107)",918,6,67,24,72,22,,26,130,382,189,,
"Enseñanza (108)",46,1,36,1,1,,,,,7,,,
"Servicios sociales y de salud (109)",39,,24,9,,,,,2,4,,,
"Otras activ. serv.comun.soc y personales (110)",22,,,7,,,,,1,14,,,
"Hogares privados con servicio doméstico (111)",3,,,,,,,,,3,,,
"Actividad economica no especificada (113)",63,,3,2,9,,,,,5,,44,
"Desocupado (114)",49,,,,,,,,,,,,49
"Mujeres (115)",854,3,144,44,95,124,59,14,19,287,2,20,43
"Agric., ganadería, caza y silvicultura (116)",185,,,,,,59,,,126,,,
"Pesca (117)",1,,,,,,,,,1,,,
"Explotación de minas y canteras (118)",24,,10,3,8,,,2,,1,,,
"Industrias manufactureras (119)",17,,1,,,4,,4,8,,,,
"Construcción (121)",11,,4,1,1,,,,3,2,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (122)",68,,,2,,58,,1,,7,,,
"Venta, mant.y rep. veh.autom.y motoc. (123)",1,,,,,,,1,,,,,
"Comercio al por mayor (124)",5,,,,,5,,,,,,,
"Comercio al por menor (125)",62,,,2,,53,,,,7,,,
"Hoteles y restaurantes (126)",81,,1,2,,54,,,,24,,,
"Trans., almac. y comunicaciones (127)",14,,,2,3,,,,3,6,,,
"Intermediación financiera (128)",4,,1,1,1,,,,,1,,,
"Activid.inmobil., empres. y alquileres (129)",34,,10,10,5,1,,,2,6,,,
"Admin.pub. y defensa; p. segur.soc.afil (130)",141,1,22,15,59,1,,7,3,31,2,,
"Enseñanza (131)",75,2,65,,3,,,,,5,,,
"Servicios sociales y de salud (132)",40,,27,8,,3,,,,2,,,
"Otras activ. serv.comun.soc y personales (133)",14,,2,,7,3,,,,2,,,
"Hogares privados con servicio doméstico (134)",73,,,,,,,,,73,,,
"Actividad economica no especificada (136)",29,,1,,8,,,,,,,20,
"Desocupado (137)",43,,,,,,,,,,,,43
,,,,,,,,,,,,,
"RURAL (138)",2246,2,40,47,64,92,603,50,173,1085,9,26,55
"Agric., ganadería, caza y silvicultura (139)",1194,,3,3,,,585,,2,601,,,
"Pesca (140)",20,,,,,,18,,,2,,,
"Explotación de minas y canteras (141)",1,,,,,,,,1,,,,
"Industrias manufactureras (142)",68,,1,1,,,,16,48,2,,,
"Suministro de electricidad, gas y agua (143)",3,,1,,,,,,,2,,,
"Construcción (144)",83,,4,5,3,,,3,29,39,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (145)",73,,,1,1,44,,7,1,19,,,
"Venta, mant.y rep. veh.autom.y motoc. (146)",13,,,1,,5,,7,,,,,
"Comercio al por mayor (147)",2,,,,,2,,,,,,,
"Comercio al por menor (148)",58,,,,1,37,,,1,19,,,
