"CUADRO Nº 29: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia LAMAS (000)",31671,2074,4692,16441,1064,6479,921
"Sin nivel (001)",2677,16,338,1330,90,809,94
"Educación inicial (002)",40,,6,17,1,15,1
"Primaria (003)",18822,147,2913,10533,699,4049,481
"Secundaria (004)",7793,474,1286,3980,229,1526,298
"Superior no univ. incompleta (005)",499,181,67,186,14,30,21
"Superior no univ. completa (006)",972,686,48,196,10,24,8
"Superior univ. incompleta (007)",238,132,14,71,4,12,5
"Superior univ. completa (008)",630,438,20,128,17,14,13
"Hombres (010)",23011,1170,3825,13761,960,3262,33
"Sin nivel (011)",1249,1,167,881,73,120,7
"Educación inicial (012)",27,,5,11,1,10,
"Primaria (013)",14157,76,2350,9070,640,2006,15
"Secundaria (014)",6116,302,1166,3357,207,1074,10
"Superior no univ. incompleta (015)",329,94,62,140,14,19,
"Superior no univ. completa (016)",564,354,43,141,10,16,
"Superior univ. incompleta (017)",167,82,13,60,3,8,1
"Superior univ. completa (018)",402,261,19,101,12,9,
"Mujeres (020)",8660,904,867,2680,104,3217,888
"Sin nivel (021)",1428,15,171,449,17,689,87
"Educación inicial (022)",13,,1,6,,5,1
"Primaria (023)",4665,71,563,1463,59,2043,466
"Secundaria (024)",1677,172,120,623,22,452,288
"Superior no univ. incompleta (025)",170,87,5,46,,11,21
"Superior no univ. completa (026)",408,332,5,55,,8,8
"Superior univ. incompleta (027)",71,50,1,11,1,4,4
"Superior univ. completa (028)",228,177,1,27,5,5,13
,,,,,,,
"URBANA (030)",15525,1892,2123,7972,313,2460,765
"Sin nivel (031)",873,13,110,424,14,247,65
"Educación inicial (032)",18,,2,11,,4,1
"Primaria (033)",7601,128,1075,4526,155,1331,386
"Secundaria (034)",4966,444,807,2522,105,819,269
"Superior no univ. incompleta (035)",423,155,59,155,11,24,19
"Superior no univ. completa (036)",858,615,42,168,10,15,8
"Superior univ. incompleta (037)",211,125,12,57,4,9,4
"Superior univ. completa (038)",575,412,16,109,14,11,13
"Hombres (040)",10475,1071,1740,6213,261,1171,19
"Sin nivel (041)",304,1,42,223,8,25,5
"Educación inicial (042)",9,,1,6,,2,
"Primaria (043)",5218,67,849,3614,133,548,7
"Secundaria (044)",3675,280,730,2009,87,562,7
"Superior no univ. incompleta (045)",273,80,55,113,11,14,
"Superior no univ. completa (046)",490,317,37,118,10,8,
"Superior univ. incompleta (047)",142,77,11,46,3,5,
"Superior univ. completa (048)",364,249,15,84,9,7,
"Mujeres (050)",5050,821,383,1759,52,1289,746
"Sin nivel (051)",569,12,68,201,6,222,60
"Educación inicial (052)",9,,1,5,,2,1
"Primaria (053)",2383,61,226,912,22,783,379
"Secundaria (054)",1291,164,77,513,18,257,262
"Superior no univ. incompleta (055)",150,75,4,42,,10,19
"Superior no univ. completa (056)",368,298,5,50,,7,8
"Superior univ. incompleta (057)",69,48,1,11,1,4,4
"Superior univ. completa (058)",211,163,1,25,5,4,13
,,,,,,,
"RURAL (060)",16146,182,2569,8469,751,4019,156
"Sin nivel (061)",1804,3,228,906,76,562,29
"Educación inicial (062)",22,,4,6,1,11,
"Primaria (063)",11221,19,1838,6007,544,2718,95
"Secundaria (064)",2827,30,479,1458,124,707,29
"Superior no univ. incompleta (065)",76,26,8,31,3,6,2
"Superior no univ. completa (066)",114,71,6,28,,9,
"Superior univ. incompleta (067)",27,7,2,14,,3,1
"Superior univ. completa (068)",55,26,4,19,3,3,
"Hombres (070)",12536,99,2085,7548,699,2091,14
"Sin nivel (071)",945,,125,658,65,95,2
"Educación inicial (072)",18,,4,5,1,8,
"Primaria (073)",8939,9,1501,5456,507,1458,8
"Secundaria (074)",2441,22,436,1348,120,512,3
"Superior no univ. incompleta (075)",56,14,7,27,3,5,
"Superior no univ. completa (076)",74,37,6,23,,8,
"Superior univ. incompleta (077)",25,5,2,14,,3,1
"Superior univ. completa (078)",38,12,4,17,3,2,
"Mujeres (080)",3610,83,484,921,52,1928,142
"Sin nivel (081)",859,3,103,248,11,467,27
"Educación inicial (082)",4,,,1,,3,
"Primaria (083)",2282,10,337,551,37,1260,87
"Secundaria (084)",386,8,43,110,4,195,26
"Superior no univ. incompleta (085)",20,12,1,4,,1,2
"Superior no univ. completa (086)",40,34,,5,,1,
"Superior univ. incompleta (087)",2,2,,,,,
"Superior univ. completa (088)",17,14,,2,,1,
