"CUADRO Nº 8: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ALFABETISMO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ALFABETISMO",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 9 AÑOS","10 A 14 AÑOS","15 A 19 AÑOS","20 A 29 AÑOS","30 A 39 AÑOS","40 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia JUNIN (000)",28724,1094,3099,3837,3157,4364,3635,6716,2822
"Sabe leer y escribir (001)",24200,,2409,3811,3126,4247,3397,5695,1515
"No sabe leer y escribir (002)",4524,1094,690,26,31,117,238,1021,1307
"Hombres (004)",13863,543,1589,1979,1581,2065,1639,3177,1290
"Sabe leer y escribir (005)",12408,,1230,1965,1575,2033,1589,3000,1016
"No sabe leer y escribir (006)",1455,543,359,14,6,32,50,177,274
"Mujeres (008)",14861,551,1510,1858,1576,2299,1996,3539,1532
"Sabe leer y escribir (009)",11792,,1179,1846,1551,2214,1808,2695,499
"No sabe leer y escribir (010)",3069,551,331,12,25,85,188,844,1033
,,,,,,,,,
"URBANA (012)",20255,744,2171,2771,2349,3116,2631,4620,1853
"Sabe leer y escribir (013)",17525,,1742,2759,2335,3057,2518,4064,1050
"No sabe leer y escribir (014)",2730,744,429,12,14,59,113,556,803
"Hombres (016)",9558,371,1130,1435,1152,1430,1144,2094,802
"Sabe leer y escribir (017)",8702,,895,1429,1148,1411,1121,2015,683
"No sabe leer y escribir (018)",856,371,235,6,4,19,23,79,119
"Mujeres (020)",10697,373,1041,1336,1197,1686,1487,2526,1051
"Sabe leer y escribir (021)",8823,,847,1330,1187,1646,1397,2049,367
"No sabe leer y escribir (022)",1874,373,194,6,10,40,90,477,684
,,,,,,,,,
"RURAL (024)",8469,350,928,1066,808,1248,1004,2096,969
"Sabe leer y escribir (025)",6675,,667,1052,791,1190,879,1631,465
"No sabe leer y escribir (026)",1794,350,261,14,17,58,125,465,504
"Hombres (028)",4305,172,459,544,429,635,495,1083,488
"Sabe leer y escribir (029)",3706,,335,536,427,622,468,985,333
"No sabe leer y escribir (030)",599,172,124,8,2,13,27,98,155
"Mujeres (032)",4164,178,469,522,379,613,509,1013,481
"Sabe leer y escribir (033)",2969,,332,516,364,568,411,646,132
"No sabe leer y escribir (034)",1195,178,137,6,15,45,98,367,349
