"CUADRO Nº 1: POBLACIÓN TOTAL, POR ÁREA URBANA Y RURAL, Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",TOTAL,POBLACIÓN,,TOTAL,URBANA,,TOTAL,RURAL,
,,HOMBRES,MUJERES,,HOMBRES,MUJERES,,HOMBRES,MUJERES
,,,,,,,,,
"Provincia EL COLLAO (000)",81059,41148,39911,25376,13040,12336,55683,28108,27575
"Menores de 1 año (001)",1008,493,515,309,154,155,699,339,360
"Menores de 1 mes (002)",86,46,40,27,16,11,59,30,29
"De 1 a 11 meses (003)",922,447,475,282,138,144,640,309,331
"De 1 a 4 años (004)",5689,2928,2761,1696,857,839,3993,2071,1922
"1 año (005)",1175,592,583,382,182,200,793,410,383
"2 años (006)",1309,676,633,380,198,182,929,478,451
"3 años (007)",1554,778,776,475,231,244,1079,547,532
"4 años (008)",1651,882,769,459,246,213,1192,636,556
"De 5 a 9 años (009)",8115,4149,3966,2509,1300,1209,5606,2849,2757
"5 años (010)",1548,848,700,495,275,220,1053,573,480
"6 años (011)",1530,795,735,466,251,215,1064,544,520
"7 años (012)",1774,906,868,539,276,263,1235,630,605
"8 años (013)",1626,794,832,511,268,243,1115,526,589
"9 años (014)",1637,806,831,498,230,268,1139,576,563
"De 10 a 14 años (015)",8828,4597,4231,2832,1461,1371,5996,3136,2860
"10 años (016)",1688,865,823,519,251,268,1169,614,555
"11 años (017)",1609,835,774,499,250,249,1110,585,525
"12 años (018)",1949,993,956,624,325,299,1325,668,657
"13 años (019)",1765,950,815,576,329,247,1189,621,568
"14 años (020)",1817,954,863,614,306,308,1203,648,555
"De 15 a 19 años (021)",7936,4183,3753,2970,1542,1428,4966,2641,2325
"15 años (022)",1664,847,817,589,285,304,1075,562,513
"16 años (023)",1512,760,752,542,281,261,970,479,491
"17 años (024)",1673,916,757,644,340,304,1029,576,453
"18 años (025)",1637,886,751,615,328,287,1022,558,464
"19 años (026)",1450,774,676,580,308,272,870,466,404
"De 20 a 24 años (027)",7103,3696,3407,2535,1328,1207,4568,2368,2200
"20 años (028)",1745,924,821,618,341,277,1127,583,544
"21 años (029)",1141,623,518,439,236,203,702,387,315
"22 años (030)",1472,786,686,530,274,256,942,512,430
"23 años (031)",1380,687,693,463,228,235,917,459,458
"24 años (032)",1365,676,689,485,249,236,880,427,453
"De 25 a 29 años (033)",6234,3049,3185,2209,1064,1145,4025,1985,2040
"25 años (034)",1530,759,771,506,251,255,1024,508,516
"26 años (035)",1161,575,586,418,189,229,743,386,357
"27 años (036)",1397,678,719,482,233,249,915,445,470
"28 años (037)",1223,600,623,455,229,226,768,371,397
"29 años (038)",923,437,486,348,162,186,575,275,300
"De 30 a 34 años (039)",5306,2646,2660,1946,940,1006,3360,1706,1654
"30 años (040)",1617,807,810,544,258,286,1073,549,524
"31 años (041)",805,431,374,306,157,149,499,274,225
"32 años (042)",1145,564,581,432,201,231,713,363,350
"33 años (043)",927,432,495,363,173,190,564,259,305
