"CUADRO Nº 6: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia RODRIGUEZ DE MENDOZA (000)",9588,285,3155,3186,2269,693
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (001)",36,,7,16,13,
"Profes., científicos e intelectuales (002)",553,,89,309,154,1
"Técnicos de nivel medio y trab. asimilados (003)",162,,55,70,35,2
"Jefes y empleados de oficina (004)",106,,39,37,30,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",555,10,149,232,142,22
"Agricult. trabaj. calif.agrop. y pesqueros (006)",3927,28,966,1346,1128,459
"Obreros y oper.minas, cant.,ind.manuf. y otros (007)",296,6,108,113,62,7
"Obreros construc., conf., papel, fab., instr. (008)",342,1,113,161,56,11
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (009)",3424,240,1587,815,607,175
"Otra (010)",34,,,25,9,
"Ocupación no especificada (011)",153,,42,62,33,16
"Hombres (012)",7827,214,2604,2502,1877,630
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (013)",29,,4,14,11,
"Profes., científicos e intelectuales (014)",316,,50,159,106,1
"Técnicos de nivel medio y trab. asimilados (015)",97,,32,36,27,2
"Jefes y empleados de oficina (016)",58,,15,20,23,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",227,8,59,99,56,5
"Agricult. trabaj. calif.agrop. y pesqueros (018)",3703,25,913,1275,1051,439
"Obreros y oper.minas, cant.,ind.manuf. y otros (019)",263,6,101,100,51,5
"Obreros construc., conf., papel, fab., instr. (020)",339,1,113,159,55,11
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (021)",2714,174,1307,597,478,158
"Otra (022)",34,,,25,9,
"Ocupación no especificada (023)",47,,10,18,10,9
"Mujeres (024)",1761,71,551,684,392,63
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (025)",7,,3,2,2,
"Profes., científicos e intelectuales (026)",237,,39,150,48,
"Técnicos de nivel medio y trab. asimilados (027)",65,,23,34,8,
"Jefes y empleados de oficina (028)",48,,24,17,7,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",328,2,90,133,86,17
"Agricult. trabaj. calif.agrop. y pesqueros (030)",224,3,53,71,77,20
"Obreros y oper.minas, cant.,ind.manuf. y otros (031)",33,,7,13,11,2
"Obreros construc., conf., papel, fab., instr. (032)",3,,,2,1,
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (033)",710,66,280,218,129,17
