"CUADRO Nº 3: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Primaria (033)",208,13,77,66,37,15
"Secundaria (034)",260,6,156,77,20,1
"Superior no univ. incompleta (035)",23,,18,5,,
"Superior no univ. completa (036)",22,,13,7,2,
"Superior univ. incompleta (037)",9,,5,2,2,
"Superior univ. completa (038)",14,,4,10,,
"No PEA (040)",22400,9806,6797,3490,1620,687
"Sin nivel (041)",1505,256,225,413,333,278
"Educación inicial (042)",379,358,9,12,,
"Primaria (043)",12643,7581,1865,1904,941,352
"Secundaria (044)",6873,1611,3963,958,295,46
"Superior no univ. incompleta (045)",496,,417,66,10,3
"Superior no univ. completa (046)",179,,101,65,10,3
"Superior univ. incompleta (047)",200,,167,24,8,1
"Superior univ. completa (048)",125,,50,48,23,4
,,,,,,
"URBANA (060)",23139,5432,8029,6086,2923,669
"Sin nivel (061)",879,99,137,262,225,156
"Educación inicial (062)",202,181,12,9,,
"Primaria (063)",9630,3961,1535,2309,1418,407
"Secundaria (064)",9309,1191,4830,2297,909,82
"Superior no univ. incompleta (065)",980,,641,270,64,5
"Superior no univ. completa (066)",884,,381,393,103,7
"Superior univ. incompleta (067)",490,,265,142,80,3
"Superior univ. completa (068)",765,,228,404,124,9
"PEA (070)",11076,291,4105,4267,2122,291
"Sin nivel (071)",348,4,57,129,119,39
"Educación inicial (072)",12,4,7,1,,
"Primaria (073)",3552,181,816,1401,961,193
"Secundaria (074)",4855,102,2313,1682,712,46
"Superior no univ. incompleta (075)",565,,284,223,56,2
"Superior no univ. completa (076)",738,,298,341,95,4
"Superior univ. incompleta (077)",337,,139,123,73,2
"Superior univ. completa (078)",669,,191,367,106,5
"Ocupada (080)",10691,279,3899,4154,2076,283
"Sin nivel (081)",336,4,54,125,116,37
"Educación inicial (082)",12,4,7,1,,
"Primaria (083)",3437,174,773,1367,936,187
"Secundaria (084)",4657,97,2188,1628,698,46
"Superior no univ. incompleta (085)",546,,270,218,56,2
"Superior no univ. completa (086)",718,,286,335,93,4
"Superior univ. incompleta (087)",328,,134,121,71,2
"Superior univ. completa (088)",657,,187,359,106,5
"Desocupada (090)",385,12,206,113,46,8
"Sin nivel (091)",12,,3,4,3,2
"Primaria (093)",115,7,43,34,25,6
"Secundaria (094)",198,5,125,54,14,
"Superior no univ. incompleta (095)",19,,14,5,,
"Superior no univ. completa (096)",20,,12,6,2,
"Superior univ. incompleta (097)",9,,5,2,2,
"Superior univ. completa (098)",12,,4,8,,
"No PEA (100)",12063,5141,3924,1819,801,378
"Sin nivel (101)",531,95,80,133,106,117
"Educación inicial (102)",190,177,5,8,,
"Primaria (103)",6078,3780,719,908,457,214
"Secundaria (104)",4454,1089,2517,615,197,36
"Superior no univ. incompleta (105)",415,,357,47,8,3
"Superior no univ. completa (106)",146,,83,52,8,3
"Superior univ. incompleta (107)",153,,126,19,7,1
"Superior univ. completa (108)",96,,37,37,18,4
,,,,,,
"RURAL (120)",19922,5056,6486,4778,2837,765
"Sin nivel (121)",1680,189,268,467,497,259
"Educación inicial (122)",202,185,9,8,,
"Primaria (123)",11810,4098,2710,2783,1768,451
"Secundaria (124)",5637,584,3199,1308,494,52
"Superior no univ. incompleta (125)",224,,127,77,20,
"Superior no univ. completa (126)",139,,61,58,19,1
"Superior univ. incompleta (127)",116,,76,24,15,1
"Superior univ. completa (128)",114,,36,53,24,1
"PEA (130)",9585,391,3613,3107,2018,456
"Sin nivel (131)",706,28,123,187,270,98
"Educación inicial (132)",13,4,5,4,,
"Primaria (133)",5245,297,1564,1787,1284,313
"Secundaria (134)",3218,62,1753,965,396,42
"Superior no univ. incompleta (135)",143,,67,58,18,
"Superior no univ. completa (136)",106,,43,45,17,1
"Superior univ. incompleta (137)",69,,35,19,14,1
"Superior univ. completa (138)",85,,23,42,19,1
"Ocupada (140)",9412,383,3542,3048,1996,443
"Sin nivel (141)",696,27,122,186,266,95
"Educación inicial (142)",13,4,5,4,,
"Primaria (143)",5152,291,1530,1755,1272,304
"Secundaria (144)",3156,61,1722,942,390,41
"Superior no univ. incompleta (145)",139,,63,58,18,
"Superior no univ. completa (146)",104,,42,44,17,1
"Superior univ. incompleta (147)",69,,35,19,14,1
"Superior univ. completa (148)",83,,23,40,19,1
"Desocupada (150)",173,8,71,59,22,13
"Sin nivel (151)",10,1,1,1,4,3
"Primaria (153)",93,6,34,32,12,9
"Secundaria (154)",62,1,31,23,6,1
"Superior no univ. incompleta (155)",4,,4,,,
"Superior no univ. completa (156)",2,,1,1,,
"Superior univ. completa (158)",2,,,2,,
"No PEA (160)",10337,4665,2873,1671,819,309
"Sin nivel (161)",974,161,145,280,227,161
"Educación inicial (162)",189,181,4,4,,
"Primaria (163)",6565,3801,1146,996,484,138
"Secundaria (164)",2419,522,1446,343,98,10
"Superior no univ. incompleta (165)",81,,60,19,2,
"Superior no univ. completa (166)",33,,18,13,2,
"Superior univ. incompleta (167)",47,,41,5,1,
"Superior univ. completa (168)",29,,13,11,5,
