"CUADRO Nº 25: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia PALPA (000)",5116,865,2079,1712,125,249,86
"Agric., ganadería, caza y silvicultura (001)",2376,12,1617,509,93,145,
"Pesca (002)",5,,,5,,,
"Explotación de minas y canteras (003)",299,9,136,145,4,5,
"Industrias manufactureras (004)",130,7,40,74,2,7,
"Suministro de electricidad, gas y agua (005)",8,4,4,,,,
"Construcción (006)",174,8,117,45,4,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",668,79,14,508,10,57,
"Venta, mant.y rep. veh.autom y motoc. (008)",64,8,8,44,3,1,
"Comercio al por mayor (009)",30,7,2,15,1,5,
"Comercio al por menor (010)",574,64,4,449,6,51,
"Hoteles y restaurantes (011)",190,55,8,107,5,15,
"Trans., almac. y comunicaciones (012)",258,51,28,173,2,4,
"Intermediación financiera (013)",12,10,,2,,,
"Activid.inmobil., empres. y alquileres (014)",130,85,8,34,2,1,
"Admin.pub. y defensa; p. segur soc.afil (015)",148,122,26,,,,
"Enseñanza (016)",281,255,,26,,,
"Servicios sociales y de salud (017)",118,103,3,12,,,
"Otras activ. serv.comun.soc y personales (018)",92,36,6,47,,3,
"Hogares privados con servicio doméstico (019)",86,,,,,,86
"Actividad economica no especificada (021)",141,29,72,25,3,12,
"Hombres (022)",3408,430,1542,1201,102,120,13
"Agric., ganadería, caza y silvicultura (023)",1767,10,1145,454,81,77,
"Pesca (024)",5,,,5,,,
"Explotación de minas y canteras (025)",275,7,124,138,3,3,
"Industrias manufactureras (026)",90,5,31,48,2,4,
"Suministro de electricidad, gas y agua (027)",7,3,4,,,,
"Construcción (028)",172,6,117,45,4,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",304,38,12,230,5,19,
"Venta, mant.y rep. veh.autom y motoc. (030)",58,6,7,43,2,,
"Comercio al por mayor (031)",21,6,2,10,1,2,
"Comercio al por menor (032)",225,26,3,177,2,17,
"Hoteles y restaurantes (033)",45,10,1,26,2,6,
"Trans., almac. y comunicaciones (034)",237,37,24,170,2,4,
"Intermediación financiera (035)",4,4,,,,,
"Activid.inmobil., empres. y alquileres (036)",102,66,7,26,2,1,
"Admin.pub. y defensa; p. segur soc.afil (037)",104,78,26,,,,
"Enseñanza (038)",93,88,,5,,,
"Servicios sociales y de salud (039)",50,42,1,7,,,
"Otras activ. serv.comun.soc y personales (040)",57,22,5,30,,,
"Hogares privados con servicio doméstico (041)",13,,,,,,13
"Actividad economica no especificada (043)",83,14,45,17,1,6,
"Mujeres (044)",1708,435,537,511,23,129,73
"Agric., ganadería, caza y silvicultura (045)",609,2,472,55,12,68,
"Explotación de minas y canteras (047)",24,2,12,7,1,2,
"Industrias manufactureras (048)",40,2,9,26,,3,
"Suministro de electricidad, gas y agua (049)",1,1,,,,,
"Construcción (050)",2,2,,,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",364,41,2,278,5,38,
"Venta, mant.y rep. veh.autom y motoc. (052)",6,2,1,1,1,1,
"Comercio al por mayor (053)",9,1,,5,,3,
"Comercio al por menor (054)",349,38,1,272,4,34,
"Hoteles y restaurantes (055)",145,45,7,81,3,9,
"Trans., almac. y comunicaciones (056)",21,14,4,3,,,
"Intermediación financiera (057)",8,6,,2,,,
"Activid.inmobil., empres. y alquileres (058)",28,19,1,8,,,
"Admin.pub. y defensa; p. segur soc.afil (059)",44,44,,,,,
"Enseñanza (060)",188,167,,21,,,
"Servicios sociales y de salud (061)",68,61,2,5,,,
"Otras activ. serv.comun.soc y personales (062)",35,14,1,17,,3,
"Hogares privados con servicio doméstico (063)",73,,,,,,73
"Actividad economica no especificada (065)",58,15,27,8,2,6,
,,,,,,,
"URBANA (066)",3328,720,1194,1165,51,139,59
"Agric., ganadería, caza y silvicultura (067)",1181,10,870,223,26,52,
"Pesca (068)",4,,,4,,,
"Explotación de minas y canteras (069)",111,3,62,44,2,,
"Industrias manufactureras (070)",121,6,37,69,2,7,
"Suministro de electricidad, gas y agua (071)",7,3,4,,,,
"Construcción (072)",138,5,96,36,1,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",588,72,13,441,10,52,
"Venta, mant.y rep. veh.autom y motoc. (074)",58,7,7,41,3,,
"Comercio al por mayor (075)",28,7,2,13,1,5,
"Comercio al por menor (076)",502,58,4,387,6,47,
"Hoteles y restaurantes (077)",158,50,4,86,5,13,
"Trans., almac. y comunicaciones (078)",208,42,15,146,2,3,
"Intermediación financiera (079)",11,9,,2,,,
"Activid.inmobil., empres. y alquileres (080)",95,60,4,28,2,1,
"Admin.pub. y defensa; p. segur soc.afil (081)",128,104,24,,,,
"Enseñanza (082)",227,209,,18,,,
"Servicios sociales y de salud (083)",105,92,3,10,,,
"Otras activ. serv.comun.soc y personales (084)",75,31,2,39,,3,
"Hogares privados con servicio doméstico (085)",59,,,,,,59
"Actividad economica no especificada (087)",112,24,60,19,1,8,
"Hombres (088)",2072,359,850,752,39,67,5
"Agric., ganadería, caza y silvicultura (089)",830,8,577,192,22,31,
"Pesca (090)",4,,,4,,,
"Explotación de minas y canteras (091)",106,3,58,43,2,,
"Industrias manufactureras (092)",85,4,29,46,2,4,
"Suministro de electricidad, gas y agua (093)",7,3,4,,,,
"Construcción (094)",136,3,96,36,1,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",269,35,11,200,5,18,
"Venta, mant.y rep. veh.autom y motoc. (096)",53,5,6,40,2,,
"Comercio al por mayor (097)",19,6,2,8,1,2,
"Comercio al por menor (098)",197,24,3,152,2,16,
"Hoteles y restaurantes (099)",39,10,,22,2,5,
"Trans., almac. y comunicaciones (100)",190,31,11,143,2,3,
"Intermediación financiera (101)",3,3,,,,,
"Activid.inmobil., empres. y alquileres (102)",76,49,4,20,2,1,
"Admin.pub. y defensa; p. segur soc.afil (103)",90,66,24,,,,
"Enseñanza (104)",82,78,,4,,,
"Servicios sociales y de salud (105)",42,36,1,5,,,
"Otras activ. serv.comun.soc y personales (106)",45,19,1,25,,,
"Hogares privados con servicio doméstico (107)",5,,,,,,5
"Actividad economica no especificada (109)",63,11,34,12,1,5,
"Mujeres (110)",1256,361,344,413,12,72,54
"Agric., ganadería, caza y silvicultura (111)",351,2,293,31,4,21,
"Explotación de minas y canteras (113)",5,,4,1,,,
"Industrias manufactureras (114)",36,2,8,23,,3,
"Construcción (116)",2,2,,,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",319,37,2,241,5,34,
"Venta, mant.y rep. veh.autom y motoc. (118)",5,2,1,1,1,,
"Comercio al por mayor (119)",9,1,,5,,3,
"Comercio al por menor (120)",305,34,1,235,4,31,
"Hoteles y restaurantes (121)",119,40,4,64,3,8,
"Trans., almac. y comunicaciones (122)",18,11,4,3,,,
"Intermediación financiera (123)",8,6,,2,,,
"Activid.inmobil., empres. y alquileres (124)",19,11,,8,,,
