"CUADRO Nº 1: POBLACIÓN TOTAL, POR ÁREA URBANA Y RURAL, Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",TOTAL,POBLACIÓN,,TOTAL,URBANA,,TOTAL,RURAL,
,,HOMBRES,MUJERES,,HOMBRES,MUJERES,,HOMBRES,MUJERES
,,,,,,,,,
"Provincia GRAN CHIMU (000)",30399,16389,14010,6544,3275,3269,23855,13114,10741
"Menores de 1 año (001)",624,312,312,107,60,47,517,252,265
"Menores de 1 mes (002)",92,50,42,9,4,5,83,46,37
"De 1 a 11 meses (003)",532,262,270,98,56,42,434,206,228
"De 1 a 4 años (004)",2652,1368,1284,453,247,206,2199,1121,1078
"1 año (005)",641,341,300,120,64,56,521,277,244
"2 años (006)",702,364,338,113,57,56,589,307,282
"3 años (007)",656,340,316,98,59,39,558,281,277
"4 años (008)",653,323,330,122,67,55,531,256,275
"De 5 a 9 años (009)",3118,1556,1562,588,304,284,2530,1252,1278
"5 años (010)",595,288,307,108,58,50,487,230,257
"6 años (011)",527,278,249,104,60,44,423,218,205
"7 años (012)",634,333,301,107,55,52,527,278,249
"8 años (013)",659,317,342,134,66,68,525,251,274
"9 años (014)",703,340,363,135,65,70,568,275,293
"De 10 a 14 años (015)",3606,1894,1712,782,391,391,2824,1503,1321
"10 años (016)",737,400,337,156,75,81,581,325,256
"11 años (017)",679,358,321,155,77,78,524,281,243
"12 años (018)",743,376,367,152,76,76,591,300,291
"13 años (019)",731,394,337,163,74,89,568,320,248
"14 años (020)",716,366,350,156,89,67,560,277,283
"De 15 a 19 años (021)",2809,1496,1313,659,322,337,2150,1174,976
"15 años (022)",617,298,319,146,64,82,471,234,237
"16 años (023)",578,299,279,130,68,62,448,231,217
"17 años (024)",574,320,254,135,62,73,439,258,181
"18 años (025)",526,295,231,115,61,54,411,234,177
"19 años (026)",514,284,230,133,67,66,381,217,164
"De 20 a 24 años (027)",2372,1359,1013,511,273,238,1861,1086,775
"20 años (028)",510,302,208,98,57,41,412,245,167
"21 años (029)",397,212,185,93,40,53,304,172,132
"22 años (030)",505,287,218,99,57,42,406,230,176
"23 años (031)",483,277,206,103,53,50,380,224,156
"24 años (032)",477,281,196,118,66,52,359,215,144
"De 25 a 29 años (033)",2201,1235,966,439,205,234,1762,1030,732
"25 años (034)",460,253,207,93,46,47,367,207,160
"26 años (035)",423,244,179,89,48,41,334,196,138
"27 años (036)",444,246,198,91,43,48,353,203,150
"28 años (037)",430,244,186,75,30,45,355,214,141
"29 años (038)",444,248,196,91,38,53,353,210,143
"De 30 a 34 años (039)",2163,1221,942,463,227,236,1700,994,706
"30 años (040)",512,297,215,104,53,51,408,244,164
"31 años (041)",377,216,161,83,42,41,294,174,120
"32 años (042)",472,260,212,105,48,57,367,212,155
"33 años (043)",402,238,164,70,42,28,332,196,136
"34 años (044)",400,210,190,101,42,59,299,168,131
"De 35 a 39 años (045)",1983,1106,877,447,211,236,1536,895,641
"35 años (046)",434,236,198,94,42,52,340,194,146
