"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia CANGALLO (000)",9509,1413,17,4231,2708,211,490,84,355
"Miembros p.ejec. y leg.direct., adm.pub.y emp (001)",25,,,4,7,1,4,3,6
"Profes., científicos e intelectuales (002)",606,,,,52,44,247,15,248
"Técnicos de nivel medio ytrab.asimilados (003)",136,,,5,14,21,65,17,14
"Jefes y empleados de oficina (004)",140,,,1,34,22,34,12,37
"Trab.de serv.pers.y vend.del comerc y mcdo. (005)",517,50,,200,200,20,33,4,10
"Agricult.trabaj. calif.agrop. y pesquros (006)",4166,713,7,2215,1156,30,26,8,11
"Obreros y oper.minas, cant., ind.manuf.y otros (007)",204,11,,88,73,9,15,5,3
"Obreros. construc., conf., papel, fab., instr (008)",244,7,,81,129,12,8,4,3
"Trabaj.no calif.serv. peon, vend., amb.,y afines (009)",2971,526,9,1439,911,34,36,10,6
"Otra (010)",30,,,,5,6,6,5,8
"Ocupación no especificada (011)",470,106,1,198,127,12,16,1,9
"Hombres (012)",6127,457,6,2773,2137,159,290,66,239
"Miembros p.ejec. y leg.direct., adm.pub.y emp (013)",18,,,3,5,1,2,2,5
"Profes., científicos e intelectuales (014)",359,,,,33,23,142,10,151
"Técnicos de nivel medio ytrab.asimilados (015)",78,,,1,9,15,28,12,13
"Jefes y empleados de oficina (016)",103,,,1,26,15,22,9,30
"Trab.de serv.pers.y vend.del comerc y mcdo. (017)",179,5,,62,83,12,9,2,6
"Agricult.trabaj. calif.agrop. y pesquros (018)",3269,342,3,1801,1055,29,24,7,8
"Obreros y oper.minas, cant., ind.manuf.y otros (019)",182,8,,78,66,9,13,5,3
"Obreros. construc., conf., papel, fab., instr (020)",237,6,,81,126,11,8,3,2
"Trabaj.no calif.serv. peon, vend., amb.,y afines (021)",1470,81,3,663,650,29,28,10,6
"Otra (022)",29,,,,4,6,6,5,8
"Ocupación no especificada (023)",203,15,,83,80,9,8,1,7
"Mujeres (024)",3382,956,11,1458,571,52,200,18,116
"Miembros p.ejec. y leg.direct., adm.pub.y emp (025)",7,,,1,2,,2,1,1
"Profes., científicos e intelectuales (026)",247,,,,19,21,105,5,97
"Técnicos de nivel medio ytrab.asimilados (027)",58,,,4,5,6,37,5,1
"Jefes y empleados de oficina (028)",37,,,,8,7,12,3,7
"Trab.de serv.pers.y vend.del comerc y mcdo. (029)",338,45,,138,117,8,24,2,4
"Agricult.trabaj. calif.agrop. y pesquros (030)",897,371,4,414,101,1,2,1,3
"Obreros y oper.minas, cant., ind.manuf.y otros (031)",22,3,,10,7,,2,,
"Obreros. construc., conf., papel, fab., instr (032)",7,1,,,3,1,,1,1
"Trabaj.no calif.serv. peon, vend., amb.,y afines (033)",1501,445,6,776,261,5,8,,
"Otra (034)",1,,,,1,,,,
"Ocupación no especificada (035)",267,91,1,115,47,3,8,,2
,,,,,,,,,
"URBANA (036)",3608,364,3,1277,1098,142,365,66,293
"Miembros p.ejec. y leg.direct., adm.pub.y emp (037)",20,,,2,6,1,3,2,6
"Profes., científicos e intelectuales (038)",468,,,,16,28,203,11,210
