"CUADRO Nº 6: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia SANDIA (000)",26380,272,8539,9116,6361,2092
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (001)",39,,1,23,15,
"Profes., científicos e intelectuales (002)",1016,,199,607,209,1
"Técnicos de nivel medio y trab. asimilados (003)",203,,83,92,27,1
"Jefes y empleados de oficina (004)",221,,87,93,41,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",1249,6,357,541,268,77
"Agricult. trabaj. calif.agrop. y pesqueros (006)",12922,32,2811,4507,3956,1616
"Obreros y oper.minas, cant.,ind.manuf. y otros (007)",1448,2,679,470,263,34
"Obreros construc., conf., papel, fab., instr. (008)",482,1,156,204,108,13
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (009)",8530,230,4080,2472,1415,333
"Otra (010)",30,,10,16,4,
"Ocupación no especificada (011)",240,1,76,91,55,17
"Hombres (012)",16910,149,5455,5781,4119,1406
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (013)",36,,1,20,15,
"Profes., científicos e intelectuales (014)",645,,103,383,158,1
"Técnicos de nivel medio y trab. asimilados (015)",129,,46,57,25,1
"Jefes y empleados de oficina (016)",157,,53,69,35,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",388,1,80,174,99,34
"Agricult. trabaj. calif.agrop. y pesqueros (018)",9883,20,2044,3562,3051,1206
"Obreros y oper.minas, cant.,ind.manuf. y otros (019)",1325,2,621,428,246,28
"Obreros construc., conf., papel, fab., instr. (020)",473,1,154,200,105,13
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (021)",3760,125,2313,846,362,114
"Otra (022)",30,,10,16,4,
"Ocupación no especificada (023)",84,,30,26,19,9
"Mujeres (024)",9470,123,3084,3335,2242,686
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (025)",3,,,3,,
"Profes., científicos e intelectuales (026)",371,,96,224,51,
"Técnicos de nivel medio y trab. asimilados (027)",74,,37,35,2,
"Jefes y empleados de oficina (028)",64,,34,24,6,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",861,5,277,367,169,43
"Agricult. trabaj. calif.agrop. y pesqueros (030)",3039,12,767,945,905,410
"Obreros y oper.minas, cant.,ind.manuf. y otros (031)",123,,58,42,17,6
"Obreros construc., conf., papel, fab., instr. (032)",9,,2,4,3,
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (033)",4770,105,1767,1626,1053,219
