"CUADRO Nº 1: POBLACIÓN TOTAL, POR ÁREA URBANA Y RURAL, Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",TOTAL,POBLACIÓN,,TOTAL,URBANA,,TOTAL,RURAL,
,,HOMBRES,MUJERES,,HOMBRES,MUJERES,,HOMBRES,MUJERES
,,,,,,,,,
"Provincia JUNIN (000)",30187,14594,15593,21215,10021,11194,8972,4573,4399
"Menores de 1 año (001)",454,218,236,293,139,154,161,79,82
"Menores de 1 mes (002)",63,36,27,43,25,18,20,11,9
"De 1 a 11 meses (003)",391,182,209,250,114,136,141,68,73
"De 1 a 4 años (004)",2103,1056,1047,1411,695,716,692,361,331
"1 año (005)",491,236,255,329,153,176,162,83,79
"2 años (006)",518,277,241,338,171,167,180,106,74
"3 años (007)",562,272,290,391,188,203,171,84,87
"4 años (008)",532,271,261,353,183,170,179,88,91
"De 5 a 9 años (009)",3099,1589,1510,2171,1130,1041,928,459,469
"5 años (010)",543,279,264,372,194,178,171,85,86
"6 años (011)",529,281,248,366,201,165,163,80,83
"7 años (012)",663,328,335,464,230,234,199,98,101
"8 años (013)",687,370,317,480,268,212,207,102,105
"9 años (014)",677,331,346,489,237,252,188,94,94
"De 10 a 14 años (015)",3837,1979,1858,2771,1435,1336,1066,544,522
"10 años (016)",772,395,377,538,283,255,234,112,122
"11 años (017)",689,362,327,486,257,229,203,105,98
"12 años (018)",838,453,385,595,325,270,243,128,115
"13 años (019)",763,371,392,571,275,296,192,96,96
"14 años (020)",775,398,377,581,295,286,194,103,91
"De 15 a 19 años (021)",3157,1581,1576,2349,1152,1197,808,429,379
"15 años (022)",788,374,414,587,274,313,201,100,101
"16 años (023)",638,331,307,488,254,234,150,77,73
"17 años (024)",584,305,279,421,212,209,163,93,70
"18 años (025)",621,295,326,452,216,236,169,79,90
"19 años (026)",526,276,250,401,196,205,125,80,45
"De 20 a 24 años (027)",2363,1109,1254,1659,753,906,704,356,348
"20 años (028)",554,252,302,384,171,213,170,81,89
"21 años (029)",375,179,196,271,126,145,104,53,51
"22 años (030)",522,256,266,363,168,195,159,88,71
"23 años (031)",473,212,261,333,149,184,140,63,77
"24 años (032)",439,210,229,308,139,169,131,71,60
"De 25 a 29 años (033)",2001,956,1045,1457,677,780,544,279,265
"25 años (034)",482,228,254,338,156,182,144,72,72
"26 años (035)",367,172,195,262,119,143,105,53,52
"27 años (036)",442,213,229,325,154,171,117,59,58
"28 años (037)",376,177,199,276,119,157,100,58,42
"29 años (038)",334,166,168,256,129,127,78,37,41
"De 30 a 34 años (039)",1762,814,948,1290,571,719,472,243,229
"30 años (040)",461,209,252,321,136,185,140,73,67
"31 años (041)",279,126,153,212,87,125,67,39,28
"32 años (042)",383,184,199,285,136,149,98,48,50
"33 años (043)",341,159,182,261,118,143,80,41,39
"34 años (044)",298,136,162,211,94,117,87,42,45
"De 35 a 39 años (045)",1873,825,1048,1341,573,768,532,252,280
"35 años (046)",423,206,217,299,141,158,124,65,59
