"CUADRO Nº 1: POBLACIÓN TOTAL, POR ÁREA URBANA Y RURAL, Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",TOTAL,POBLACIÓN,,TOTAL,URBANA,,TOTAL,RURAL,
,,HOMBRES,MUJERES,,HOMBRES,MUJERES,,HOMBRES,MUJERES
,,,,,,,,,
"Provincia CUSCO (000)",367791,177553,190238,351780,169496,182284,16011,8057,7954
"Menores de 1 año (001)",5761,2880,2881,5471,2725,2746,290,155,135
"Menores de 1 mes (002)",489,241,248,459,230,229,30,11,19
"De 1 a 11 meses (003)",5272,2639,2633,5012,2495,2517,260,144,116
"De 1 a 4 años (004)",26092,13419,12673,24556,12659,11897,1536,760,776
"1 año (005)",6012,3138,2874,5694,2971,2723,318,167,151
"2 años (006)",6565,3386,3179,6158,3194,2964,407,192,215
"3 años (007)",6790,3460,3330,6382,3261,3121,408,199,209
"4 años (008)",6725,3435,3290,6322,3233,3089,403,202,201
"De 5 a 9 años (009)",34115,17353,16762,31937,16245,15692,2178,1108,1070
"5 años (010)",6605,3315,3290,6198,3112,3086,407,203,204
"6 años (011)",6376,3236,3140,5978,3035,2943,398,201,197
"7 años (012)",7047,3582,3465,6586,3328,3258,461,254,207
"8 años (013)",7122,3640,3482,6630,3395,3235,492,245,247
"9 años (014)",6965,3580,3385,6545,3375,3170,420,205,215
"De 10 a 14 años (015)",36757,18352,18405,34570,17228,17342,2187,1124,1063
"10 años (016)",7098,3552,3546,6621,3309,3312,477,243,234
"11 años (017)",7013,3561,3452,6591,3331,3260,422,230,192
"12 años (018)",7598,3837,3761,7133,3609,3524,465,228,237
"13 años (019)",7413,3648,3765,6985,3426,3559,428,222,206
"14 años (020)",7635,3754,3881,7240,3553,3687,395,201,194
"De 15 a 19 años (021)",40159,19318,20841,38619,18476,20143,1540,842,698
"15 años (022)",8028,3787,4241,7632,3572,4060,396,215,181
"16 años (023)",8024,3887,4137,7733,3725,4008,291,162,129
"17 años (024)",7826,3843,3983,7509,3678,3831,317,165,152
"18 años (025)",8259,4014,4245,7964,3838,4126,295,176,119
"19 años (026)",8022,3787,4235,7781,3663,4118,241,124,117
"De 20 a 24 años (027)",39127,18860,20267,38024,18304,19720,1103,556,547
"20 años (028)",8433,3987,4446,8187,3856,4331,246,131,115
"21 años (029)",7176,3451,3725,6974,3350,3624,202,101,101
"22 años (030)",7711,3717,3994,7502,3617,3885,209,100,109
"23 años (031)",7831,3846,3985,7614,3742,3872,217,104,113
"24 años (032)",7976,3859,4117,7747,3739,4008,229,120,109
"De 25 a 29 años (033)",34409,16265,18144,33280,15708,17572,1129,557,572
"25 años (034)",7530,3550,3980,7283,3431,3852,247,119,128
"26 años (035)",6859,3179,3680,6643,3069,3574,216,110,106
"27 años (036)",7582,3607,3975,7351,3498,3853,231,109,122
"28 años (037)",6486,3097,3389,6262,2987,3275,224,110,114
"29 años (038)",5952,2832,3120,5741,2723,3018,211,109,102
