"CUADRO Nº 12: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (031)",6313,4984,530,357,442
"Obreros construc.,conf.,papel, fab., instr. (032)",1006,783,95,75,53
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (033)",26466,23374,1125,888,1079
"Otra (034)",153,,,,153
"Ocupación no especificada (035)",2533,2007,171,163,192
,,,,,
"URBANA (036)",255583,169300,25471,25744,35068
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",515,34,134,153,194
"Profes., científicos e intelectuales (038)",30600,8043,4444,8303,9810
"Técnicos de nivel medio y trab. asimilados (039)",17705,8321,2325,2881,4178
"Jefes y empleados de oficina (040)",13243,3391,1696,2694,5462
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",53471,45399,3824,2695,1553
"Agricult.trabaj.calif.agrop.y pesqueros (042)",5325,4461,684,95,85
"Obreros y oper.minas,cant.,ind.manuf.y otros (043)",26996,20164,3114,1757,1961
"Obreros construc.,conf.,papel, fab., instr. (044)",35723,28644,2924,2131,2024
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (045)",63235,46770,5727,4484,6254
"Otra (046)",2911,,,,2911
"Ocupación no especificada (047)",5859,4073,599,551,636
"Hombres (048)",162748,105606,17729,16087,23326
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",315,24,68,86,137
"Profes., científicos e intelectuales (050)",14680,4411,1979,3376,4914
"Técnicos de nivel medio y trab. asimilados (051)",10942,5431,1484,1839,2188
"Jefes y empleados de oficina (052)",6227,1251,783,1382,2811
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",25303,20256,2118,1718,1211
"Agricult.trabaj.calif.agrop.y pesqueros (054)",5020,4196,649,90,85
"Obreros y oper.minas,cant.,ind.manuf.y otros (055)",20984,15411,2613,1424,1536
"Obreros construc.,conf.,papel, fab., instr. (056)",34782,27920,2832,2059,1971
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (057)",38275,24526,4766,3719,5264
"Otra (058)",2758,,,,2758
"Ocupación no especificada (059)",3462,2180,437,394,451
"Mujeres (060)",92835,63694,7742,9657,11742
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",200,10,66,67,57
"Profes., científicos e intelectuales (062)",15920,3632,2465,4927,4896
"Técnicos de nivel medio y trab. asimilados (063)",6763,2890,841,1042,1990
"Jefes y empleados de oficina (064)",7016,2140,913,1312,2651
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",28168,25143,1706,977,342
"Agricult.trabaj.calif.agrop.y pesqueros (066)",305,265,35,5,
"Obreros y oper.minas,cant.,ind.manuf.y otros (067)",6012,4753,501,333,425
"Obreros construc.,conf.,papel, fab., instr. (068)",941,724,92,72,53
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (069)",24960,22244,961,765,990
"Otra (070)",153,,,,153
"Ocupación no especificada (071)",2397,1893,162,157,185
,,,,,
"RURAL (072)",15873,11600,1913,1113,1247
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",13,,5,2,6
"Profes., científicos e intelectuales (074)",347,110,90,74,73
"Técnicos de nivel medio y trab. asimilados (075)",169,85,26,24,34
"Jefes y empleados de oficina (076)",154,46,29,24,55
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",1097,944,78,36,39
"Agricult.trabaj.calif.agrop.y pesqueros (078)",2425,2214,196,11,4
"Obreros y oper.minas,cant.,ind.manuf.y otros (079)",1012,639,141,111,121
"Obreros construc.,conf.,papel, fab., instr. (080)",1260,1022,125,62,51
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (081)",9049,6276,1198,751,824
"Otra (082)",28,,,,28
"Ocupación no especificada (083)",319,264,25,18,12
"Hombres (084)",12686,9145,1591,891,1059
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",8,,1,2,5
"Profes., científicos e intelectuales (086)",164,43,47,34,40
"Técnicos de nivel medio y trab. asimilados (087)",126,63,21,19,23
"Jefes y empleados de oficina (088)",84,22,19,14,29
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",357,258,39,25,35
"Agricult.trabaj.calif.agrop.y pesqueros (090)",2287,2092,180,11,4
"Obreros y oper.minas,cant.,ind.manuf.y otros (091)",711,408,112,87,104
"Obreros construc.,conf.,papel, fab., instr. (092)",1195,963,122,59,51
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (093)",7543,5146,1034,628,735
"Otra (094)",28,,,,28
"Ocupación no especificada (095)",183,150,16,12,5
"Mujeres (096)",3187,2455,322,222,188
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (097)",5,,4,,1
"Profes., científicos e intelectuales (098)",183,67,43,40,33
"Técnicos de nivel medio y trab. asimilados (099)",43,22,5,5,11
"Jefes y empleados de oficina (100)",70,24,10,10,26
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",740,686,39,11,4
"Agricult.trabaj.calif.agrop.y pesqueros (102)",138,122,16,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (103)",301,231,29,24,17
"Obreros construc.,conf.,papel, fab., instr. (104)",65,59,3,3,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (105)",1506,1130,164,123,89
"Ocupación no especificada (107)",136,114,9,6,7
